longname,Architecture and engineering occupations %,Computer and mathematical occupations %,"Life, physical, and social science occupations %","Arts, design, entertainment, sports, and media occupations %",Community and social service occupations %,"Educational instruction, and library occupations %",Legal occupations %,Health diagnosing and treating practitioners and other technical occupations %,Health technologists and technicians %,Business and financial operations occupations %,Management occupations %,Construction and extraction occupations %,"Farming, fishing, and forestry occupations %","Installation, maintenance, and repair occupations %",Material moving occupations %,Production occupations %,Transportation occupations %,Office and administrative support occupations %,Sales and related occupations %,Building and grounds cleaning and maintenance occupations %,Food preparation and serving related occupations %,Healthcare support occupations %,Personal care and service occupations %,"Firefighting and prevention, and other protective service workers including supervisors %",Law enforcement workers including supervisors %
"Punjab, India",,,,,,,,,,,,,,,,,,,,,,,,,
"Shanghai Shi, China",,,,,,,,,,,,,,,,,,,,,,,,,
"Haryāna, India",,,,,,,,,,,,,,,,,,,,,,,,,
"Texas, USA",0.02158482024199613,0.032864535930643445,0.008047830177482417,0.01638188743173084,0.014571858207734783,0.06358359433630156,0.009939524333848548,0.03668219267680445,0.018452483879274086,0.05619203302814587,0.10685906482676048,0.06702071676953146,0.003970364641223303,0.03397782544596872,0.038011325615987884,0.04935824718571731,0.041371521127314105,0.11137695296460212,0.10361847096362516,0.0365340421174372,0.05397115243861427,0.02941554035934426,0.02427610802905585,0.010985285730693371,0.01095262154016248
"Chhattīsgarh, India",,,,,,,,,,,,,,,,,,,,,,,,,
"Jilin Sheng, China",,,,,,,,,,,,,,,,,,,,,,,,,
"Nei Mongol Zizhiqu, China",,,,,,,,,,,,,,,,,,,,,,,,,
"Gansu Sheng, China",,,,,,,,,,,,,,,,,,,,,,,,,
"Xinjiang Uygur Zizhiqu, China",,,,,,,,,,,,,,,,,,,,,,,,,
"Āmara, Ethiopia",,,,,,,,,,,,,,,,,,,,,,,,,
"Taiwan, China",,,,,,,,,,,,,,,,,,,,,,,,,
"Beijing Shi, China",,,,,,,,,,,,,,,,,,,,,,,,,
"Florida, USA",0.015282736970755538,0.02737808702032825,0.00640551073344649,0.019126393297832698,0.014422105627950458,0.05125870282713594,0.013220602533540066,0.04355205887772235,0.021181898649960066,0.05347877361866686,0.10786447773520604,0.05481970057766848,0.004796076199624058,0.033156151429534174,0.03155552356440014,0.032511154609256826,0.04139061732903071,0.12124285637499883,0.11717595559882911,0.04551284213733559,0.06236494967579818,0.029592853803441746,0.028715418627557696,0.014066693620809994,0.009927858559169599
"Minas Gerais, Brazil",,,,,,,,,,,,,,,,,,,,,,,,,
"Delhi, India",,,,,,,,,,,,,,,,,,,,,,,,,
"Rajshahi, Bangladesh",,,,,,,,,,,,,,,,,,,,,,,,,
"New York, USA",0.015550074715823474,0.029594524895346645,0.010319104826845274,0.03259004740118815,0.021630518298549763,0.07573911357979347,0.018339002930112796,0.04648835544404197,0.018730934260999126,0.05991674195873138,0.10621527420919286,0.04398598911986506,0.0023352645202429326,0.023195860351131022,0.02473313205290479,0.03345948303545715,0.039611011177823154,0.11168314492943578,0.09264620886035965,0.03733006984422585,0.048922520422573314,0.046709051989423,0.031144627963969357,0.015595665543124216,0.01353427766883999
"YeDebub Bihēroch Bihēreseboch na Hizboch, Ethiopia",,,,,,,,,,,,,,,,,,,,,,,,,
"Rangpur, Bangladesh",,,,,,,,,,,,,,,,,,,,,,,,,
"Nordrhein-Westfalen, Germany",,,,,,,,,,,,,,,,,,,,,,,,,
"Buenos Aires, Argentina",,,,,,,,,,,,,,,,,,,,,,,,,
"Rio de Janeiro, Brazil",,,,,,,,,,,,,,,,,,,,,,,,,
"Khulna, Bangladesh",,,,,,,,,,,,,,,,,,,,,,,,,
"México, Mexico",,,,,,,,,,,,,,,,,,,,,,,,,
"Tianjin Shi, China",,,,,,,,,,,,,,,,,,,,,,,,,
"Gauteng, South Africa",,,,,,,,,,,,,,,,,,,,,,,,,
"Bahia, Brazil",,,,,,,,,,,,,,,,,,,,,,,,,
"Jammu and Kashmīr, India",,,,,,,,,,,,,,,,,,,,,,,,,
"İstanbul, Turkey",,,,,,,,,,,,,,,,,,,,,,,,,
"Ontario, Canada",,,,,,,,,,,,,,,,,,,,,,,,,
"Kano, Nigeria",,,,,,,,,,,,,,,,,,,,,,,,,
"Sumatera Utara, Indonesia",,,,,,,,,,,,,,,,,,,,,,,,,
"Banten, Indonesia",,,,,,,,,,,,,,,,,,,,,,,,,
"Gyeonggi-do, South Korea",,,,,,,,,,,,,,,,,,,,,,,,,
"Tehrān, Iran",,,,,,,,,,,,,,,,,,,,,,,,,
"Mymensingh, Bangladesh",,,,,,,,,,,,,,,,,,,,,,,,,
"Tôkyô, Japan",,,,,,,,,,,,,,,,,,,,,,,,,
"Bayern, Germany",,,,,,,,,,,,,,,,,,,,,,,,,
"Pennsylvania, USA",0.01941759770800263,0.03147501868173524,0.011552481002808796,0.0171873245157272,0.021363022334105065,0.06084958245167118,0.011363620500594862,0.05018374092067114,0.022912025947882914,0.057720351890472504,0.1023360511384705,0.04429563333799593,0.004032361383096409,0.031115504433760932,0.04470413626933976,0.05904945283215301,0.03889482521359883,0.11190884709676127,0.09271489743537742,0.03215643469249403,0.051635166786689904,0.0379741639455252,0.02497164180674056,0.010310007003155977,0.009876110671168769
"National Capital Region, Philippines",,,,,,,,,,,,,,,,,,,,,,,,,
"Illinois, USA",0.01787937274709869,0.03410465113123705,0.008999131412870304,0.019067810468913746,0.017064618192393972,0.06218355355261415,0.013345253543710163,0.043633315765257356,0.018397862831481065,0.06344641179858654,0.10914832934329537,0.04117321224165518,0.0030541205672387967,0.027594401162742584,0.042870411789813795,0.06100320895100089,0.042579234359943825,0.11105842004073768,0.09778018593035367,0.03277513752765298,0.051742835436553704,0.03202375323685267,0.026790525082470113,0.012303805316429888,0.009980437569095751
"Moskva, Russia",,,,,,,,,,,,,,,,,,,,,,,,,
"Île-de-France, France",,,,,,,,,,,,,,,,,,,,,,,,,
"Ohio, USA",0.02059205862372414,0.029751718433080495,0.008534047261414147,0.01565445304900194,0.017963825795485767,0.05631399754026952,0.009089232120772485,0.04792146610479051,0.02316098367826547,0.052726379874614586,0.10241676243181214,0.04107884121745001,0.002932017926832911,0.030284530317341223,0.048651964881482455,0.08139769235935908,0.03846877890802942,0.11505542697030037,0.09279063252428256,0.03332240631464083,0.056578781024672405,0.03359263959185499,0.022669938198239464,0.010588742798417655,0.008462682053865675
"Uttarākhand, India",,,,,,,,,,,,,,,,,,,,,,,,,
"Krung Thep Maha Nakhon, Thailand",,,,,,,,,,,,,,,,,,,,,,,,,
"Paraná, Brazil",,,,,,,,,,,,,,,,,,,,,,,,,
"Rio Grande do Sul, Brazil",,,,,,,,,,,,,,,,,,,,,,,,,
"Baden-Württemberg, Germany",,,,,,,,,,,,,,,,,,,,,,,,,
"Lagos, Nigeria",,,,,,,,,,,,,,,,,,,,,,,,,
"Kwazulu-Natal, South Africa",,,,,,,,,,,,,,,,,,,,,,,,,
"Georgia, USA",0.017148031819510457,0.034756188691208056,0.00881038795656705,0.0192074584779187,0.01566072591388589,0.06424839825080106,0.010788457361748684,0.037309164971392986,0.018924270918364558,0.05733559309166322,0.10976270741937076,0.048265487757063796,0.0046008198093414835,0.03356812335616301,0.04430862079862329,0.058699827267515665,0.04351177208717652,0.11200767267815664,0.10368761743625222,0.035476817409857475,0.05241461385555561,0.02387257320818382,0.023767177859086414,0.011492919718245563,0.010374571886347128
"Hồ Chí Minh, Vietnam",,,,,,,,,,,,,,,,,,,,,,,,,
"Kinshasa, Democratic Republic of the Congo",,,,,,,,,,,,,,,,,,,,,,,,,
"Al Jīzah, Egypt",,,,,,,,,,,,,,,,,,,,,,,,,
"North Carolina, USA",0.018101765893959194,0.03405932314606802,0.010390949717913486,0.017273556268351864,0.01913903773899783,0.06264407481093548,0.008658118007720166,0.041715881673915586,0.021877478294923074,0.055815121632319935,0.10914044913416109,0.0508581709157572,0.005248219924921805,0.034223241117319884,0.03928629474727353,0.0675952955973658,0.035372539468160775,0.10254452293478293,0.10287463838622112,0.03607741487887378,0.05459632707606898,0.02931792103416593,0.02421793469602323,0.009626607571935456,0.009345115331863477
"Al Qāhirah, Egypt",,,,,,,,,,,,,,,,,,,,,,,,,
"Luanda, Angola",,,,,,,,,,,,,,,,,,,,,,,,,
"Sylhet, Bangladesh",,,,,,,,,,,,,,,,,,,,,,,,,
"Lombardia, Italy",,,,,,,,,,,,,,,,,,,,,,,,,
"Michigan, USA",0.03267891838213771,0.028484993538490436,0.008505358450682716,0.017317073168519385,0.01730272127244287,0.05274299075755565,0.008651356446024043,0.045310149233984506,0.020688142356532088,0.05143399881578507,0.09995122640320792,0.042866260358585796,0.004857926905427282,0.031035613879136406,0.04127650594705058,0.08978373713034121,0.03541836868476951,0.11013386208880338,0.09269185725594402,0.034927450246320484,0.05741214912100178,0.03549667772951724,0.024385149402362888,0.008858944086913123,0.007788568338464356
"Pernambuco, Brazil",,,,,,,,,,,,,,,,,,,,,,,,,
"Ar Riyāḑ, Saudi Arabia",,,,,,,,,,,,,,,,,,,,,,,,,
"Municipalidad Metropolitana de Lima, Peru",,,,,,,,,,,,,,,,,,,,,,,,,
"Khorāsān-e Raẕavī, Iran",,,,,,,,,,,,,,,,,,,,,,,,,
"Seoul-teukbyeolsi, South Korea",,,,,,,,,,,,,,,,,,,,,,,,,
"Makkah al Mukarramah, Saudi Arabia",,,,,,,,,,,,,,,,,,,,,,,,,
"Hainan Sheng, China",,,,,,,,,,,,,,,,,,,,,,,,,
"Kanagawa, Japan",,,,,,,,,,,,,,,,,,,,,,,,,
"Ceará, Brazil",,,,,,,,,,,,,,,,,,,,,,,,,
"New Jersey, USA",0.01812424057795898,0.04349172446427037,0.012219073647161018,0.020972909258315676,0.018119163650052693,0.07219338561396833,0.015000369703867271,0.04337209272776261,0.01851863548889026,0.06920714274592557,0.11991354901932084,0.043307602243317686,0.0015081369848669462,0.025319372503264315,0.035876124451597276,0.03818431906137155,0.04061913402189287,0.11292790446665842,0.09864249278168587,0.03169206381370322,0.040903598567735934,0.028205314832726522,0.027473810355377333,0.013124552183862203,0.011083286834446298
"Azerbaijan, Azerbaijan",,,,,,,,,,,,,,,,,,,,,,,,,
"Sulawesi Selatan, Indonesia",,,,,,,,,,,,,,,,,,,,,,,,,
"Distrito Capital de Bogotá, Colombia",,,,,,,,,,,,,,,,,,,,,,,,,
"Fārs, Iran",,,,,,,,,,,,,,,,,,,,,,,,,
"Rivers, Nigeria",,,,,,,,,,,,,,,,,,,,,,,,,
"Kaduna, Nigeria",,,,,,,,,,,,,,,,,,,,,,,,,
"Virginia, USA",0.02200517487704999,0.06056223522738046,0.012287059544171952,0.020404010711381485,0.01889933532906099,0.06544322958523233,0.015704559914063828,0.038214136079006075,0.017789431078710196,0.07174675790040333,0.1200467805720922,0.04579245406044135,0.0033523069999617833,0.02921853031320785,0.029891262318716208,0.04142584636293772,0.03412918255753288,0.101757550174587,0.08962137521396761,0.032654534062945446,0.04879615054827175,0.02638134122728552,0.02682505352675252,0.01427180550408205,0.012779896310757344
"Katsina, Nigeria",,,,,,,,,,,,,,,,,,,,,,,,,
"Veracruz de Ignacio de la Llave, Mexico",,,,,,,,,,,,,,,,,,,,,,,,,
"Pará, Brazil",,,,,,,,,,,,,,,,,,,,,,,,,
"Quebec, Canada",,,,,,,,,,,,,,,,,,,,,,,,,
"Lampung, Indonesia",,,,,,,,,,,,,,,,,,,,,,,,,
"Ôsaka, Japan",,,,,,,,,,,,,,,,,,,,,,,,,
"Moskovskaya oblast', Russia",,,,,,,,,,,,,,,,,,,,,,,,,
"Yangon, Myanmar",,,,,,,,,,,,,,,,,,,,,,,,,
"Balochistan, Pakistan",,,,,,,,,,,,,,,,,,,,,,,,,
"Oyo, Nigeria",,,,,,,,,,,,,,,,,,,,,,,,,
"Catalunya, Spain",,,,,,,,,,,,,,,,,,,,,,,,,
"Ash Sharqīyah, Egypt",,,,,,,,,,,,,,,,,,,,,,,,,
"Andalucía, Spain",,,,,,,,,,,,,,,,,,,,,,,,,
"New South Wales, Australia",,,,,,,,,,,,,,,,,,,,,,,,,
"Jalisco, Mexico",,,,,,,,,,,,,,,,,,,,,,,,,
"Sumatera Selatan, Indonesia",,,,,,,,,,,,,,,,,,,,,,,,,
"Auvergne-Rhône-Alpes, France",,,,,,,,,,,,,,,,,,,,,,,,,
"Barishal, Bangladesh",,,,,,,,,,,,,,,,,,,,,,,,,
"Niedersachsen, Germany",,,,,,,,,,,,,,,,,,,,,,,,,
"Ciudad de México, Mexico",,,,,,,,,,,,,,,,,,,,,,,,,
"Región Metropolitana de Santiago, Chile",,,,,,,,,,,,,,,,,,,,,,,,,
"Aiti, Japan",,,,,,,,,,,,,,,,,,,,,,,,,
"Riau, Indonesia",,,,,,,,,,,,,,,,,,,,,,,,,
"Washington, USA",0.027073292599917434,0.056289221322174,0.012306254970122341,0.02127303784603587,0.018326062726008858,0.05762602462708629,0.010663747464119718,0.03967701194249411,0.01583246671811294,0.058772486607592725,0.11728380635671305,0.04941561021578893,0.01481945718822962,0.02938134537710165,0.036681255925833885,0.0459197517322752,0.03716611379967733,0.10073792078891272,0.0898584648777791,0.030267250321696953,0.052207825321917624,0.035066403991722964,0.02518919911136481,0.011327063777515276,0.006838924389806532
"Jakarta Raya, Indonesia",,,,,,,,,,,,,,,,,,,,,,,,,
"Himāchal Pradesh, India",,,,,,,,,,,,,,,,,,,,,,,,,
"Casablanca-Settat, Morocco",,,,,,,,,,,,,,,,,,,,,,,,,
"Hà Nội, Vietnam",,,,,,,,,,,,,,,,,,,,,,,,,
"Bauchi, Nigeria",,,,,,,,,,,,,,,,,,,,,,,,,
"Al Kharţūm, Sudan",,,,,,,,,,,,,,,,,,,,,,,,,
"Nord-Kivu, Democratic Republic of the Congo",,,,,,,,,,,,,,,,,,,,,,,,,
"Goiás, Brazil",,,,,,,,,,,,,,,,,,,,,,,,,
"Ad Daqahlīyah, Egypt",,,,,,,,,,,,,,,,,,,,,,,,,
"Anambra, Nigeria",,,,,,,,,,,,,,,,,,,,,,,,,
"Maranhão, Brazil",,,,,,,,,,,,,,,,,,,,,,,,,
"Western Cape, South Africa",,,,,,,,,,,,,,,,,,,,,,,,,
"Madrid, Comunidad de, Spain",,,,,,,,,,,,,,,,,,,,,,,,,
"Haut-Katanga, Democratic Republic of the Congo",,,,,,,,,,,,,,,,,,,,,,,,,
"Hong Kong, China",,,,,,,,,,,,,,,,,,,,,,,,,
"Santa Catarina, Brazil",,,,,,,,,,,,,,,,,,,,,,,,,
"Selangor, Malaysia",,,,,,,,,,,,,,,,,,,,,,,,,
"Saitama, Japan",,,,,,,,,,,,,,,,,,,,,,,,,
"Arizona, USA",0.02270510306542772,0.03446238541710706,0.008148185983699891,0.018051399412478113,0.016112927217595097,0.05633061914004653,0.00975714282154855,0.03978570912452288,0.018790784533085088,0.058836243948504056,0.1032734765676617,0.05189461986759575,0.005332978694247101,0.03283069264252563,0.03522699808395238,0.03842965065143078,0.03535562742464758,0.12828394132757845,0.10629548744602413,0.04077550100038088,0.057086511173622234,0.03119931131913286,0.02624256566013949,0.013602007738939013,0.011190129738106862
"Ningxia Zizhiiqu, China",,,,,,,,,,,,,,,,,,,,,,,,,
"Massachusetts, USA",0.025270438348240335,0.04663783391594167,0.022600260019525763,0.02356675345192814,0.0213313642609676,0.07445444056896218,0.014504480016852358,0.04979276496532639,0.01899066007962644,0.06887916249643251,0.12377959660314401,0.04314140463515175,0.002085280744985196,0.02182809865805393,0.024185586275646365,0.03853791316296604,0.029734971799695836,0.09937471956885523,0.08830450632389288,0.032183610269381616,0.04778560679734111,0.03435427505974087,0.028242273724872497,0.011582965958749313,0.008851032293719738
"Ashanti, Ghana",,,,,,,,,,,,,,,,,,,,,,,,,
"Sumalē, Ethiopia",,,,,,,,,,,,,,,,,,,,,,,,,
"Al Buḩayrah, Egypt",,,,,,,,,,,,,,,,,,,,,,,,,
"Tennessee, USA",0.016280123191535316,0.024784984724652587,0.008019008482346835,0.01918031964796038,0.01715982449031818,0.05921948027335129,0.008516098006755823,0.044453434046578075,0.02335659151091375,0.04886532711186167,0.100103722919297,0.04976624156916597,0.003932969891526539,0.032779540643693796,0.04911168321302572,0.07787645900737937,0.03976135543344462,0.11500643520080725,0.09886824674010508,0.03574459414817069,0.05615651287633939,0.027699113339341556,0.022664676473633093,0.010827103119265187,0.0098661539385308
"Tigray, Ethiopia",,,,,,,,,,,,,,,,,,,,,,,,,
"Indiana, USA",0.021410842397682258,0.023207870503238748,0.00799834385496066,0.014369765140546078,0.01793060001728726,0.05754519562598217,0.0075492406310455045,0.04457872425769633,0.020520326073548967,0.04750866138632039,0.09701306367453329,0.04748866706470816,0.0037149449556326086,0.03500052139038673,0.05345066616465503,0.10201964180634256,0.03900953667619891,0.11201126572360934,0.08957425321977659,0.03309121747885175,0.0548345808251984,0.02944640645133692,0.023414273423270786,0.008952534403306369,0.008358856853884338
"Akwa Ibom, Nigeria",,,,,,,,,,,,,,,,,,,,,,,,,
"Dar es Salaam, Tanzania",,,,,,,,,,,,,,,,,,,,,,,,,
"Eastern Cape, South Africa",,,,,,,,,,,,,,,,,,,,,,,,,
"Shan, Myanmar",,,,,,,,,,,,,,,,,,,,,,,,,
"Vlaamse Gewest, Belgium",,,,,,,,,,,,,,,,,,,,,,,,,
"Victoria, Australia",,,,,,,,,,,,,,,,,,,,,,,,,
"Ogun, Nigeria",,,,,,,,,,,,,,,,,,,,,,,,,
"Bāgmatī, Nepal",,,,,,,,,,,,,,,,,,,,,,,,,
"Delta, Nigeria",,,,,,,,,,,,,,,,,,,,,,,,,
"Basnāhira paḷāta, Sri Lanka",,,,,,,,,,,,,,,,,,,,,,,,,
"Guanajuato, Mexico",,,,,,,,,,,,,,,,,,,,,,,,,
"Ayeyarwady, Myanmar",,,,,,,,,,,,,,,,,,,,,,,,,
"Al Qalyūbīyah, Egypt",,,,,,,,,,,,,,,,,,,,,,,,,
"Qinghai Sheng, China",,,,,,,,,,,,,,,,,,,,,,,,,
"Puebla, Mexico",,,,,,,,,,,,,,,,,,,,,,,,,
"Al Iskandariyah, Egypt",,,,,,,,,,,,,,,,,,,,,,,,,
"Borno, Nigeria",,,,,,,,,,,,,,,,,,,,,,,,,
"Hessen, Germany",,,,,,,,,,,,,,,,,,,,,,,,,
"Tiba, Japan",,,,,,,,,,,,,,,,,,,,,,,,,
"Maryland, USA",0.023115606374703463,0.05951001062494459,0.020936090475701552,0.02193511644239974,0.01911346965850833,0.0660145001116155,0.01763940454620912,0.043727142913569994,0.017699931176346186,0.07187941478214974,0.11998945360596855,0.047944682672174076,0.0019255978309166831,0.028103960082407443,0.02811309548635162,0.02742209198038782,0.03420740924485496,0.10825985568269728,0.08212068564963161,0.03284243596908865,0.04430880705452701,0.027587017405903306,0.027126827547540394,0.016002390874775976,0.01247500180662634
"Missouri, USA",0.016178708402095076,0.03091884170855594,0.00936160041587389,0.016774776799436453,0.017924143310482716,0.061452175059703074,0.009972265021122733,0.04444793771981529,0.024075297572994606,0.054924245816604156,0.10235707939892759,0.05020523343967213,0.005136192365729584,0.031088317846887505,0.04195066636089006,0.06643151049777464,0.03927060990812956,0.11604890635947819,0.09844574126706797,0.03256389805805414,0.05387324560001924,0.03247927816788509,0.025038625592008347,0.009509938621818035,0.009570764688974161
"Antioquia, Colombia",,,,,,,,,,,,,,,,,,,,,,,,,
"Sagaing, Myanmar",,,,,,,,,,,,,,,,,,,,,,,,,
"Chiapas, Mexico",,,,,,,,,,,,,,,,,,,,,,,,,
"Kābul, Afghanistan",,,,,,,,,,,,,,,,,,,,,,,,,
"Madhesh, Nepal",,,,,,,,,,,,,,,,,,,,,,,,,
"Occitanie, France",,,,,,,,,,,,,,,,,,,,,,,,,
"Nampula, Mozambique",,,,,,,,,,,,,,,,,,,,,,,,,
"Nouvelle-Aquitaine, France",,,,,,,,,,,,,,,,,,,,,,,,,
"Haut-Lomami, Democratic Republic of the Congo",,,,,,,,,,,,,,,,,,,,,,,,,
"Al Minyā, Egypt",,,,,,,,,,,,,,,,,,,,,,,,,
"Niger, Nigeria",,,,,,,,,,,,,,,,,,,,,,,,,
"Wisconsin, USA",0.021466633199948043,0.029684043839931305,0.010931174702145349,0.016879322946504297,0.017128286501134987,0.05806733927569719,0.007302707680444565,0.04350211674810368,0.019736258340154817,0.052995733019474654,0.10215671310065726,0.04447620574477025,0.008484028613044453,0.03286453005593234,0.04543985735588234,0.09607050268027703,0.03595248218559836,0.10970615338753709,0.08824286985053341,0.03131111278590396,0.051197227134803035,0.03764233716496718,0.022820217717729283,0.007774019002605438,0.008168126966219751
"Ankara, Turkey",,,,,,,,,,,,,,,,,,,,,,,,,
"Hauts-de-France, France",,,,,,,,,,,,,,,,,,,,,,,,,
"Zambézia, Mozambique",,,,,,,,,,,,,,,,,,,,,,,,,
"Centre, Cameroon",,,,,,,,,,,,,,,,,,,,,,,,,
"Lazio, Italy",,,,,,,,,,,,,,,,,,,,,,,,,
"Limpopo, South Africa",,,,,,,,,,,,,,,,,,,,,,,,,
"Jigawa, Nigeria",,,,,,,,,,,,,,,,,,,,,,,,,
"Benue, Nigeria",,,,,,,,,,,,,,,,,,,,,,,,,
"Colorado, USA",0.027546264403544476,0.04593306741312487,0.012838771031947253,0.023659281612189047,0.01730878443997143,0.057545625926212214,0.011756383933221957,0.041317212340758476,0.01600125007140891,0.06576484543807912,0.12783189899960704,0.05589264171676499,0.0052993618587084,0.028013024937579886,0.02882758759740995,0.0365397216910905,0.034942184197349735,0.10476875359143417,0.1000033604070142,0.03049132510929719,0.053559847168690465,0.027005238874531684,0.02670112203990143,0.011815863137343131,0.008636582062819427
"Abidjan, Ivory Coast",,,,,,,,,,,,,,,,,,,,,,,,,
"Mandalay, Myanmar",,,,,,,,,,,,,,,,,,,,,,,,,
"Campania, Italy",,,,,,,,,,,,,,,,,,,,,,,,,
"Minnesota, USA",0.022366995001409384,0.03776909246556083,0.012172818048649217,0.02099858893511712,0.020347027827450806,0.06145938114366537,0.010194651528130007,0.04631815285925711,0.020593254886492184,0.06520083654764784,0.11319289284040568,0.043786122925946795,0.0066723211614750704,0.028900503945071057,0.033775296595095344,0.06766464271928961,0.034674486942346136,0.10520095314631957,0.0931242537094555,0.03090117646883925,0.04873745818230132,0.037777768668689114,0.0252138112878454,0.006496675002268386,0.006460837161271743
"Baghdād, Iraq",,,,,,,,,,,,,,,,,,,,,,,,,
"Kogi, Nigeria",,,,,,,,,,,,,,,,,,,,,,,,,
"Krasnodyarskiy kray, Russia",,,,,,,,,,,,,,,,,,,,,,,,,
"Papua, Indonesia",,,,,,,,,,,,,,,,,,,,,,,,,
"Ash Sharqīyah, Saudi Arabia",,,,,,,,,,,,,,,,,,,,,,,,,
"Al Gharbīyah, Egypt",,,,,,,,,,,,,,,,,,,,,,,,,
"Kasaï Central, Democratic Republic of the Congo",,,,,,,,,,,,,,,,,,,,,,,,,
"Nusa Tenggara Timur, Indonesia",,,,,,,,,,,,,,,,,,,,,,,,,
"Grand Est, France",,,,,,,,,,,,,,,,,,,,,,,,,
"Scotland, United Kingdom",,,,,,,,,,,,,,,,,,,,,,,,,
"Imo, Nigeria",,,,,,,,,,,,,,,,,,,,,,,,,
