longname,Mean high temp,Mean high heat index,Mean high dewpt,High temperature Above 90°F %,High temperature Between 40 and 90°F %,High temperature Below 40°F %,Humid days (dewpt > 70°F) %,Non-humid days (50°F < dewpt < 70°F) %,Dry days (dewpt < 50°F) %,Mean sunny hours,Rainfall,Snowfall [rain-equivalent],High windspeed (>10mph) days %,Mean high temperature in summer,Mean high temperature in winter,Mean high temperature in fall,Mean high temperature in spring
"Florida, USA",80.25134422391936,84.81033317324727,67.51291092814228,0.09123197386871135,0.9086690927038227,9.893342747160325e-05,0.4904621081129177,0.4496232985458519,0.05991459334123146,5.578412720000127,1.1108895695423546,3.683668629708358e-05,0.1958172067840818,87.57128902185057,72.00355496851229,78.4493055244158,82.60760272152929
"Minas Gerais, Brazil",,,,,,,,,,,,,,,,,
"Delhi, India",,,,,,,,,,,,,,,,,
"Rajshahi, Bangladesh",,,,,,,,,,,,,,,,,
"New York, USA",59.052720755865984,58.30228370500044,47.656803202314684,0.010242521951649807,0.8168141840950928,0.17294329395325372,0.08754683051275021,0.4010733809458454,0.5113797885414043,4.656993194636212,1.0243294640731584,0.13690210989071233,0.24172936726264316,78.72483034836398,38.922946264088075,54.51613146460687,63.08934209134567
"YeDebub Bihēroch Bihēreseboch na Hizboch, Ethiopia",,,,,,,,,,,,,,,,,
"Rangpur, Bangladesh",,,,,,,,,,,,,,,,,
"Nordrhein-Westfalen, Germany",,,,,,,,,,,,,,,,,
"Buenos Aires, Argentina",,,,,,,,,,,,,,,,,
"Rio de Janeiro, Brazil",,,,,,,,,,,,,,,,,
"Khulna, Bangladesh",,,,,,,,,,,,,,,,,
"México, Mexico",,,,,,,,,,,,,,,,,
"Tianjin Shi, China",,,,,,,,,,,,,,,,,
"Gauteng, South Africa",,,,,,,,,,,,,,,,,
"Bahia, Brazil",,,,,,,,,,,,,,,,,
"Jammu and Kashmīr, India",,,,,,,,,,,,,,,,,
"İstanbul, Turkey",,,,,,,,,,,,,,,,,
"Ontario, Canada",,,,,,,,,,,,,,,,,
"Kano, Nigeria",,,,,,,,,,,,,,,,,
"Sumatera Utara, Indonesia",,,,,,,,,,,,,,,,,
"Banten, Indonesia",,,,,,,,,,,,,,,,,
"Gyeonggi-do, South Korea",,,,,,,,,,,,,,,,,
"Tehrān, Iran",,,,,,,,,,,,,,,,,
"Mymensingh, Bangladesh",,,,,,,,,,,,,,,,,
"Tôkyô, Japan",,,,,,,,,,,,,,,,,
"Bayern, Germany",,,,,,,,,,,,,,,,,
"Pennsylvania, USA",61.81478992810974,61.28013116812116,47.91477889376557,0.03127193651678929,0.8137511184386198,0.15497694504460421,0.09383259489000258,0.41288410842362844,0.4932832966863747,4.433710059938534,1.0477432831251845,0.11573920502755962,0.12306658261633584,81.42889284744402,41.2953060628033,55.80457575557273,67.72019969762233
"National Capital Region, Philippines",,,,,,,,,,,,,,,,,
"Illinois, USA",59.768332028782176,59.28133527998701,47.15884660767701,0.02691579013492901,0.7600842840568327,0.21299992580824478,0.1080213029792828,0.3725317104580877,0.5194469865626339,4.755692492926459,0.9125751869791895,0.09594541475997873,0.32318499093907793,81.04124709887685,37.15231838658915,53.64958541238917,66.13882159514101
"Moskva, Russia",,,,,,,,,,,,,,,,,
"Île-de-France, France",,,,,,,,,,,,,,,,,
"Ohio, USA",61.24959999157364,60.7373059417112,48.198580993352905,0.020893353596627175,0.8018604880916386,0.17724615831173277,0.0923263686917105,0.41878649119135375,0.48888714011693374,4.4046921486125985,0.9994029919275059,0.10404533856976292,0.22651802469067958,81.00189722244261,40.01374041942111,55.172898611469385,67.77958998913732
"Uttarākhand, India",,,,,,,,,,,,,,,,,
"Krung Thep Maha Nakhon, Thailand",,,,,,,,,,,,,,,,,
"Paraná, Brazil",,,,,,,,,,,,,,,,,
"Rio Grande do Sul, Brazil",,,,,,,,,,,,,,,,,
"Baden-Württemberg, Germany",,,,,,,,,,,,,,,,,
"Lagos, Nigeria",,,,,,,,,,,,,,,,,
"Kwazulu-Natal, South Africa",,,,,,,,,,,,,,,,,
"Georgia, USA",73.2943178206165,74.98158174752429,57.57135903840068,0.10494476239132505,0.8821396217059781,0.01291561590268423,0.24428152425317723,0.47528156039170616,0.28043691535511023,5.302664222439127,1.1856586519822996,0.006553820205311142,0.0901229599232731,87.43918859182273,58.63176385531639,67.89591530826516,78.44887361200934
"Hồ Chí Minh, Vietnam",,,,,,,,,,,,,,,,,
"Kinshasa, Democratic Republic of the Congo",,,,,,,,,,,,,,,,,
"Al Jīzah, Egypt",,,,,,,,,,,,,,,,,
"North Carolina, USA",70.40570368535843,71.52614722888143,55.36555573552073,0.07690836020951967,0.8941420163289152,0.028949623461560495,0.20705838947514535,0.4584838139411044,0.3344577965837411,5.297637613521358,1.15014553785882,0.023113743328544347,0.0921271280513315,85.63021470716407,54.64901483007199,64.8651028724665,75.6685178360212
"Al Qāhirah, Egypt",,,,,,,,,,,,,,,,,
"Luanda, Angola",,,,,,,,,,,,,,,,,
"Sylhet, Bangladesh",,,,,,,,,,,,,,,,,
"Lombardia, Italy",,,,,,,,,,,,,,,,,
"Michigan, USA",57.13765987132114,56.07634227214221,44.959152902636625,0.013131131117270024,0.7314940333597391,0.2553748355229895,0.060384496289240815,0.3827186033140706,0.5568969003966939,4.234725206188521,0.7958897067913321,0.13457134386105657,0.2743796331460823,78.68918304527641,34.30078334496814,50.783057849637714,63.66957578563159
"Pernambuco, Brazil",,,,,,,,,,,,,,,,,
"Ar Riyāḑ, Saudi Arabia",,,,,,,,,,,,,,,,,
"Municipalidad Metropolitana de Lima, Peru",,,,,,,,,,,,,,,,,
"Khorāsān-e Raẕavī, Iran",,,,,,,,,,,,,,,,,
"Seoul-teukbyeolsi, South Korea",,,,,,,,,,,,,,,,,
"Makkah al Mukarramah, Saudi Arabia",,,,,,,,,,,,,,,,,
"Hainan Sheng, China",,,,,,,,,,,,,,,,,
"Kanagawa, Japan",,,,,,,,,,,,,,,,,
"Ceará, Brazil",,,,,,,,,,,,,,,,,
"New Jersey, USA",62.51099010150962,62.158265071029994,48.88946331662396,0.03260080665095259,0.8414287906989523,0.12597040265009152,0.11119594964184691,0.40690254057731806,0.4819015097808322,4.869396811236337,1.0531842581051838,0.09629092006668556,0.17394464190304662,81.9124576446872,42.622590858687246,57.37147325593576,67.17080498306792
"Azerbaijan, Azerbaijan",,,,,,,,,,,,,,,,,
"Sulawesi Selatan, Indonesia",,,,,,,,,,,,,,,,,
"Distrito Capital de Bogotá, Colombia",,,,,,,,,,,,,,,,,
"Fārs, Iran",,,,,,,,,,,,,,,,,
"Rivers, Nigeria",,,,,,,,,,,,,,,,,
"Kaduna, Nigeria",,,,,,,,,,,,,,,,,
"Virginia, USA",67.05796735904046,67.53529184728696,52.36587346135638,0.0628638685286128,0.8704684046016696,0.0666677268697218,0.16479714043414576,0.43095825473214705,0.40424460483371105,5.097165499521196,1.039328409357278,0.05009828735875159,0.12807179783978562,84.46983128387996,49.13343264884995,61.421555505104436,72.30553715862801
"Katsina, Nigeria",,,,,,,,,,,,,,,,,
"Veracruz de Ignacio de la Llave, Mexico",,,,,,,,,,,,,,,,,
"Pará, Brazil",,,,,,,,,,,,,,,,,
"Quebec, Canada",,,,,,,,,,,,,,,,,
"Lampung, Indonesia",,,,,,,,,,,,,,,,,
"Ôsaka, Japan",,,,,,,,,,,,,,,,,
"Moskovskaya oblast', Russia",,,,,,,,,,,,,,,,,
"Yangon, Myanmar",,,,,,,,,,,,,,,,,
"Balochistan, Pakistan",,,,,,,,,,,,,,,,,
"Oyo, Nigeria",,,,,,,,,,,,,,,,,
"Catalunya, Spain",,,,,,,,,,,,,,,,,
"Ash Sharqīyah, Egypt",,,,,,,,,,,,,,,,,
"Andalucía, Spain",,,,,,,,,,,,,,,,,
"New South Wales, Australia",,,,,,,,,,,,,,,,,
"Jalisco, Mexico",,,,,,,,,,,,,,,,,
"Sumatera Selatan, Indonesia",,,,,,,,,,,,,,,,,
"Auvergne-Rhône-Alpes, France",,,,,,,,,,,,,,,,,
"Barishal, Bangladesh",,,,,,,,,,,,,,,,,
"Niedersachsen, Germany",,,,,,,,,,,,,,,,,
"Ciudad de México, Mexico",,,,,,,,,,,,,,,,,
"Región Metropolitana de Santiago, Chile",,,,,,,,,,,,,,,,,
"Aiti, Japan",,,,,,,,,,,,,,,,,
"Riau, Indonesia",,,,,,,,,,,,,,,,,
"Washington, USA",59.57103950208132,58.17189433454677,46.055032143857616,0.02481594593727929,0.910949714303649,0.06423433975907863,0.0002112169845051912,0.36684021286875457,0.6329485701467406,4.322685141053022,1.2258552329858396,0.06644963569859233,0.07353163203882873,75.79813182760864,46.22729380561204,53.097226659180436,62.34597477791018
"Jakarta Raya, Indonesia",,,,,,,,,,,,,,,,,
"Himāchal Pradesh, India",,,,,,,,,,,,,,,,,
"Casablanca-Settat, Morocco",,,,,,,,,,,,,,,,,
"Hà Nội, Vietnam",,,,,,,,,,,,,,,,,
"Bauchi, Nigeria",,,,,,,,,,,,,,,,,
"Al Kharţūm, Sudan",,,,,,,,,,,,,,,,,
"Nord-Kivu, Democratic Republic of the Congo",,,,,,,,,,,,,,,,,
"Goiás, Brazil",,,,,,,,,,,,,,,,,
"Ad Daqahlīyah, Egypt",,,,,,,,,,,,,,,,,
"Anambra, Nigeria",,,,,,,,,,,,,,,,,
"Maranhão, Brazil",,,,,,,,,,,,,,,,,
"Western Cape, South Africa",,,,,,,,,,,,,,,,,
"Madrid, Comunidad de, Spain",,,,,,,,,,,,,,,,,
"Haut-Katanga, Democratic Republic of the Congo",,,,,,,,,,,,,,,,,
"Hong Kong, China",,,,,,,,,,,,,,,,,
"Santa Catarina, Brazil",,,,,,,,,,,,,,,,,
"Selangor, Malaysia",,,,,,,,,,,,,,,,,
"Saitama, Japan",,,,,,,,,,,,,,,,,
"Arizona, USA",83.66876769286296,82.23029463348377,43.21414055487747,0.39887159158478414,0.5969424262819543,0.004185982133254961,0.03312942128152987,0.2669643302508492,0.699906248467612,8.733656013564028,0.23773975419988258,0.007660504805784176,0.02911031549304901,100.41502704110482,67.35079753003966,77.42544494263299,88.60788255278402
"Ningxia Zizhiiqu, China",,,,,,,,,,,,,,,,,
"Massachusetts, USA",58.21042513850006,57.1829362204038,46.069985718883096,0.014794896773328806,0.800997942590848,0.1842071606358247,0.05844767074227152,0.40487915508890643,0.5366731741688285,4.825023575440117,0.9840165381394993,0.16094509663436934,0.2513112130377448,77.85429073108533,38.47384582937478,53.770156516584954,61.79673738107022
"Ashanti, Ghana",,,,,,,,,,,,,,,,,
"Sumalē, Ethiopia",,,,,,,,,,,,,,,,,
"Al Buḩayrah, Egypt",,,,,,,,,,,,,,,,,
"Tennessee, USA",69.64035707523865,70.65048453979206,54.58138469305087,0.07991191488409576,0.8728508421905085,0.047237242925392955,0.19443437934437346,0.4514894562305324,0.35407616442509765,5.107492324167709,1.2527093249706707,0.027021360836706983,0.07039944350741507,86.19845081589378,52.41354614987382,63.72815474161296,75.34226352289558
"Tigray, Ethiopia",,,,,,,,,,,,,,,,,
"Indiana, USA",62.13830078708598,61.86008031677427,48.6600966275693,0.030421817265437412,0.7982561738204588,0.1713220089141017,0.11305213520537002,0.4038719933649345,0.4830758714296956,4.640806753964424,0.9978530209252309,0.08336695743852264,0.24997917545980688,82.16321023659751,40.3672509690707,55.78286854097526,69.18536982354597
"Akwa Ibom, Nigeria",,,,,,,,,,,,,,,,,
"Dar es Salaam, Tanzania",,,,,,,,,,,,,,,,,
"Eastern Cape, South Africa",,,,,,,,,,,,,,,,,
"Shan, Myanmar",,,,,,,,,,,,,,,,,
"Vlaamse Gewest, Belgium",,,,,,,,,,,,,,,,,
"Victoria, Australia",,,,,,,,,,,,,,,,,
"Ogun, Nigeria",,,,,,,,,,,,,,,,,
"Bāgmatī, Nepal",,,,,,,,,,,,,,,,,
"Delta, Nigeria",,,,,,,,,,,,,,,,,
"Basnāhira paḷāta, Sri Lanka",,,,,,,,,,,,,,,,,
"Guanajuato, Mexico",,,,,,,,,,,,,,,,,
"Ayeyarwady, Myanmar",,,,,,,,,,,,,,,,,
"Al Qalyūbīyah, Egypt",,,,,,,,,,,,,,,,,
"Qinghai Sheng, China",,,,,,,,,,,,,,,,,
"Puebla, Mexico",,,,,,,,,,,,,,,,,
"Al Iskandariyah, Egypt",,,,,,,,,,,,,,,,,
"Borno, Nigeria",,,,,,,,,,,,,,,,,
"Hessen, Germany",,,,,,,,,,,,,,,,,
"Tiba, Japan",,,,,,,,,,,,,,,,,
"Maryland, USA",64.83370576108433,64.9714587635631,50.72139323555741,0.04933009585932067,0.8547699709399241,0.09589993320074906,0.14898498919496223,0.4052648960253108,0.4457501147797299,4.992301180299994,1.0496842331908287,0.06417995568805675,0.14819912762102486,83.69229298813165,45.41518480638319,59.137209501697065,70.12723309536102
"Missouri, USA",66.50971473328447,67.07757831692597,51.154292181164,0.08627797539658084,0.8035711900062613,0.11015083459717416,0.1702926788907354,0.3924131010837275,0.4372942200255324,5.392051320794541,1.002227703876624,0.05338825881839918,0.1530831843979547,86.14892478674741,46.092251664442756,59.67493829391752,73.08596415917302
"Antioquia, Colombia",,,,,,,,,,,,,,,,,
"Sagaing, Myanmar",,,,,,,,,,,,,,,,,
"Chiapas, Mexico",,,,,,,,,,,,,,,,,
"Kābul, Afghanistan",,,,,,,,,,,,,,,,,
"Madhesh, Nepal",,,,,,,,,,,,,,,,,
"Occitanie, France",,,,,,,,,,,,,,,,,
"Nampula, Mozambique",,,,,,,,,,,,,,,,,
"Nouvelle-Aquitaine, France",,,,,,,,,,,,,,,,,
"Haut-Lomami, Democratic Republic of the Congo",,,,,,,,,,,,,,,,,
"Al Minyā, Egypt",,,,,,,,,,,,,,,,,
"Niger, Nigeria",,,,,,,,,,,,,,,,,
"Wisconsin, USA",55.08354275062274,53.78994571437253,43.14032739443828,0.009084011483221178,0.700256614990113,0.2906593735266645,0.058697409959333334,0.3541662078743434,0.5871363821663179,4.516805448139088,0.7432502888779688,0.13701441972752118,0.31095479923547975,77.72784548752621,31.31073274854871,48.6037741133465,61.53793991273976
"Ankara, Turkey",,,,,,,,,,,,,,,,,
"Hauts-de-France, France",,,,,,,,,,,,,,,,,
"Zambézia, Mozambique",,,,,,,,,,,,,,,,,
"Centre, Cameroon",,,,,,,,,,,,,,,,,
"Lazio, Italy",,,,,,,,,,,,,,,,,
"Limpopo, South Africa",,,,,,,,,,,,,,,,,
"Jigawa, Nigeria",,,,,,,,,,,,,,,,,
"Benue, Nigeria",,,,,,,,,,,,,,,,,
"Colorado, USA",61.658142592345364,59.12907141104546,35.38765074569459,0.04793940477677761,0.80101559865985,0.15104499656337955,1.2742131605074145e-05,0.20538607413385873,0.7946011837345388,6.6175824854713206,0.30383436342235,0.18165196527618194,0.028549399996690053,81.800698361493,43.563038738820836,54.51430309405358,65.73942285626022
"Abidjan, Ivory Coast",,,,,,,,,,,,,,,,,
"Mandalay, Myanmar",,,,,,,,,,,,,,,,,
"Campania, Italy",,,,,,,,,,,,,,,,,
"Minnesota, USA",54.391075924021436,52.955289304664205,41.16888345597514,0.014796919351163274,0.6627584294560039,0.32244465119284493,0.054794841901202845,0.3349804391417749,0.6102247189570216,4.680548624506582,0.690315089124936,0.14320354059665347,0.2483829425799433,78.73718506951933,27.786215330740845,46.21691665705331,63.524451044776804
"Baghdād, Iraq",,,,,,,,,,,,,,,,,
"Kogi, Nigeria",,,,,,,,,,,,,,,,,
"Krasnodyarskiy kray, Russia",,,,,,,,,,,,,,,,,
"Papua, Indonesia",,,,,,,,,,,,,,,,,
"Ash Sharqīyah, Saudi Arabia",,,,,,,,,,,,,,,,,
"Al Gharbīyah, Egypt",,,,,,,,,,,,,,,,,
"Kasaï Central, Democratic Republic of the Congo",,,,,,,,,,,,,,,,,
"Nusa Tenggara Timur, Indonesia",,,,,,,,,,,,,,,,,
"Grand Est, France",,,,,,,,,,,,,,,,,
"Scotland, United Kingdom",,,,,,,,,,,,,,,,,
"Imo, Nigeria",,,,,,,,,,,,,,,,,
"Khūzestān, Iran",,,,,,,,,,,,,,,,,
"Ādīs Ābeba, Ethiopia",,,,,,,,,,,,,,,,,
"Sumatera Barat, Indonesia",,,,,,,,,,,,,,,,,
"Hokkaidô, Japan",,,,,,,,,,,,,,,,,
"Mazowieckie, Poland",,,,,,,,,,,,,,,,,
"Greater Accra, Ghana",,,,,,,,,,,,,,,,,
"Hyôgo, Japan",,,,,,,,,,,,,,,,,
"Cebu, Philippines",,,,,,,,,,,,,,,,,
"Zinder, Niger",,,,,,,,,,,,,,,,,
"Sūhāj, Egypt",,,,,,,,,,,,,,,,,
"Sokoto, Nigeria",,,,,,,,,,,,,,,,,
"Nuevo León, Mexico",,,,,,,,,,,,,,,,,
"Queensland, Australia",,,,,,,,,,,,,,,,,
"Sankt-Peterburg, Russia",,,,,,,,,,,,,,,,,
"Koshi, Nepal",,,,,,,,,,,,,,,,,
"Nairobi City, Kenya",,,,,,,,,,,,,,,,,
"Michoacán de Ocampo, Mexico",,,,,,,,,,,,,,,,,
"South Carolina, USA",73.26345662283674,75.25039302255257,58.273297902150475,0.09979813162600774,0.8891458523306208,0.011056016043380142,0.2684311140516359,0.4578424578094295,0.27372642813893766,5.473936624698104,1.172311267477352,0.007406738679142951,0.10872955841444745,87.29066253568863,58.7972066373101,68.09165603721232,78.1264889075664
"Sīdama, Ethiopia",,,,,,,,,,,,,,,,,
"Analamanga, Madagascar",,,,,,,,,,,,,,,,,
"Hukuoka, Japan",,,,,,,,,,,,,,,,,
"Rabat-Salé-Kénitra, Morocco",,,,,,,,,,,,,,,,,
"Nusa Tenggara Barat, Indonesia",,,,,,,,,,,,,,,,,
"Valenciana, Comunidad, Spain",,,,,,,,,,,,,,,,,
"Tahoua, Niger",,,,,,,,,,,,,,,,,
"Alabama, USA",73.96958720114824,76.29651708026344,59.250414202764006,0.11403118262325773,0.8726039932745142,0.013364824102218613,0.2919835826001828,0.45877256952817974,0.249243847871638,5.420701978747984,1.3086036319236487,0.005975868733973612,0.07805315524775418,88.11751113408388,59.25452432050551,68.86623687453164,78.88790192260767
"Kalimantan Barat, Indonesia",,,,,,,,,,,,,,,,,
"British Columbia, Canada",,,,,,,,,,,,,,,,,
"Bago, Myanmar",,,,,,,,,,,,,,,,,
"Provence-Alpes-Côte d'Azur, France",,,,,,,,,,,,,,,,,
"Marrakech-Safi, Morocco",,,,,,,,,,,,,,,,,
"Asyūţ, Egypt",,,,,,,,,,,,,,,,,
"Veneto, Italy",,,,,,,,,,,,,,,,,
"Zamfara, Nigeria",,,,,,,,,,,,,,,,,
"Kebbi, Nigeria",,,,,,,,,,,,,,,,,
"Enugu, Nigeria",,,,,,,,,,,,,,,,,
"Janūb Dārfūr, Sudan",,,,,,,,,,,,,,,,,
"Ituri, Democratic Republic of the Congo",,,,,,,,,,,,,,,,,
"Eşfahān, Iran",,,,,,,,,,,,,,,,,
"Centre, Burkina Faso",,,,,,,,,,,,,,,,,
"Valle del Cauca, Colombia",,,,,,,,,,,,,,,,,
"Kasaï, Democratic Republic of the Congo",,,,,,,,,,,,,,,,,
"Sicilia, Italy",,,,,,,,,,,,,,,,,
"Osun, Nigeria",,,,,,,,,,,,,,,,,
"Adamawa, Nigeria",,,,,,,,,,,,,,,,,
"Ḩalab, Syria",,,,,,,,,,,,,,,,,
"Ondo, Nigeria",,,,,,,,,,,,,,,,,
"Sud-Kivu, Democratic Republic of the Congo",,,,,,,,,,,,,,,,,
"Qinā, Egypt",,,,,,,,,,,,,,,,,
"Aceh, Indonesia",,,,,,,,,,,,,,,,,
"Louisiana, USA",77.15680013595956,81.16128655327908,63.88116286771377,0.14750046689541213,0.8488515906997449,0.0036479424048411796,0.4107851700641784,0.4282351276152569,0.16097970232055966,5.6563261544589425,1.3519781216637983,0.0015677410378259664,0.14172376496030648,89.50578613583332,64.12203881422977,73.01922478750303,81.32959539337769
"Fès-Meknès, Morocco",,,,,,,,,,,,,,,,,
"Mpumalanga, South Africa",,,,,,,,,,,,,,,,,
"Toshkent (Province), Uzbekistan",,,,,,,,,,,,,,,,,
"Bali, Indonesia",,,,,,,,,,,,,,,,,
"Maradi, Niger",,,,,,,,,,,,,,,,,
"Littoral, Cameroon",,,,,,,,,,,,,,,,,
"Plateau, Nigeria",,,,,,,,,,,,,,,,,
"Oaxaca, Mexico",,,,,,,,,,,,,,,,,
"Emilia-Romagna, Italy",,,,,,,,,,,,,,,,,
"Kentucky, USA",66.7683075424984,67.24359033262937,52.20092698273969,0.05891776121115539,0.8475595610742819,0.09352267771456735,0.16343858148258988,0.42995745446181466,0.4066039640555979,4.831676751284449,1.1740741493376354,0.051653407479803584,0.08754303639037479,84.89055195211036,47.64344571079466,60.473632834383075,73.10389584748394
"Edo, Nigeria",,,,,,,,,,,,,,,,,
"Lumbinī, Nepal",,,,,,,,,,,,,,,,,
"Guayas, Ecuador",,,,,,,,,,,,,,,,,
"Śląskie, Poland",,,,,,,,,,,,,,,,,
"Kasaï Oriental, Democratic Republic of the Congo",,,,,,,,,,,,,,,,,
"Tillabéri, Niger",,,,,,,,,,,,,,,,,
"Al Minūfīyah, Egypt",,,,,,,,,,,,,,,,,
"Far North, Cameroon",,,,,,,,,,,,,,,,,
"Kermān, Iran",,,,,,,,,,,,,,,,,
"Piemonte, Italy",,,,,,,,,,,,,,,,,
"Al Jazīrah, Sudan",,,,,,,,,,,,,,,,,
"Amazonas, Brazil",,,,,,,,,,,,,,,,,
"Ozama, Dominican Republic",,,,,,,,,,,,,,,,,
"Alberta, Canada",,,,,,,,,,,,,,,,,
"Oregon, USA",63.03645835310378,61.66568778323229,46.74013454396366,0.04639332585297786,0.9124450795183744,0.04116159462864284,0.0003647367187154321,0.39197090706928295,0.6076643562119945,4.661256121263961,1.19092209756216,0.06438324233024385,0.05421193309815371,80.90501722691808,49.02863094354483,56.52387891588856,64.8221827167315
"Kalimantan Selatan, Indonesia",,,,,,,,,,,,,,,,,
"Sverdlovskaya oblast', Russia",,,,,,,,,,,,,,,,,
"Rostovskaya oblast', Russia",,,,,,,,,,,,,,,,,
"Bashkortostan, Respublika, Russia",,,,,,,,,,,,,,,,,
"Nīnawá, Iraq",,,,,,,,,,,,,,,,,
"Tanganyika, Democratic Republic of the Congo",,,,,,,,,,,,,,,,,
"Rheinland-Pfalz, Germany",,,,,,,,,,,,,,,,,
"Sachsen, Germany",,,,,,,,,,,,,,,,,
"Donets'ka oblast, Ukraine",,,,,,,,,,,,,,,,,
"Espírito Santo, Brazil",,,,,,,,,,,,,,,,,
"Paraíba, Brazil",,,,,,,,,,,,,,,,,
"Bulacan, Philippines",,,,,,,,,,,,,,,,,
"Zulia, Venezuela",,,,,,,,,,,,,,,,,
"Tripura, India",,,,,,,,,,,,,,,,,
"Kalimantan Timur, Indonesia",,,,,,,,,,,,,,,,,
"Cavite, Philippines",,,,,,,,,,,,,,,,,
"Abia, Nigeria",,,,,,,,,,,,,,,,,
"Mwanza, Tanzania",,,,,,,,,,,,,,,,,
"Tanger-Tétouan-Al Hoceïma, Morocco",,,,,,,,,,,,,,,,,
"Ekiti, Nigeria",,,,,,,,,,,,,,,,,
"P’yŏngan-namdo [Phyeongannamto], North Korea",,,,,,,,,,,,,,,,,
"Al ‘A̅şimah, Jordan",,,,,,,,,,,,,,,,,
"North-West, South Africa",,,,,,,,,,,,,,,,,
