longname,PW Mean % of parkland within 1km,Within 10km of Hospital %,Mean distance to nearest Hospital,Within 2km of Public School %,Mean distance to nearest Public School,Within 30km of Airport %,Mean distance to nearest Airport,Within 10km of Active Superfund Site %,Mean distance to nearest Active Superfund Site,Within 0.5mi of a grocery store %,Within 1mi of a grocery store %,Within 10mi of a grocery store %,Within 20mi of a grocery store %
"Buenos Aires, Argentina",,,,,,,,,,,,,
"Rio de Janeiro, Brazil",,,,,,,,,,,,,
"Khulna, Bangladesh",,,,,,,,,,,,,
"México, Mexico",,,,,,,,,,,,,
"Tianjin Shi, China",,,,,,,,,,,,,
"Gauteng, South Africa",,,,,,,,,,,,,
"Bahia, Brazil",,,,,,,,,,,,,
"Jammu and Kashmīr, India",,,,,,,,,,,,,
"İstanbul, Turkey",,,,,,,,,,,,,
"Ontario, Canada",,,,,,,,,,,,,
"Kano, Nigeria",,,,,,,,,,,,,
"Sumatera Utara, Indonesia",,,,,,,,,,,,,
"Banten, Indonesia",,,,,,,,,,,,,
"Gyeonggi-do, South Korea",,,,,,,,,,,,,
"Tehrān, Iran",,,,,,,,,,,,,
"Mymensingh, Bangladesh",,,,,,,,,,,,,
"Tôkyô, Japan",,,,,,,,,,,,,
"Bayern, Germany",,,,,,,,,,,,,
"Pennsylvania, USA",0.02526816467619297,0.8110600389656364,5.952674370862081,0.7176036525842747,1.8451308799263668,0.6820023842668841,24.43045645270711,0.4905185745864775,14.507709936415852,0.2919997731443964,0.5733426127388335,0.9954916932785318,1.0
"National Capital Region, Philippines",,,,,,,,,,,,,
"Illinois, USA",0.03385986802927909,0.856327411902552,5.396930764491746,0.8748435857064462,1.1711572986629992,0.6530907776649366,27.128135392978393,0.1956685632834863,24.296710419702073,0.37278341730581555,0.6863427550593362,0.9868345123331641,1.0
"Moskva, Russia",,,,,,,,,,,,,
"Île-de-France, France",,,,,,,,,,,,,
"Ohio, USA",0.02612158949695843,0.7952384669517335,6.270983771465799,0.7271622137370614,1.8229194912292497,0.5227535180546702,34.671342892409406,0.19072881045497034,37.8090252830727,0.22664004080702238,0.5385866391185257,0.994218991162245,1.0
"Uttarākhand, India",,,,,,,,,,,,,
"Krung Thep Maha Nakhon, Thailand",,,,,,,,,,,,,
"Paraná, Brazil",,,,,,,,,,,,,
"Rio Grande do Sul, Brazil",,,,,,,,,,,,,
"Baden-Württemberg, Germany",,,,,,,,,,,,,
"Lagos, Nigeria",,,,,,,,,,,,,
"Kwazulu-Natal, South Africa",,,,,,,,,,,,,
"Georgia, USA",0.009253394289707065,0.7364980645004694,7.418884217266583,0.6427962681944658,2.4015934808944186,0.38548298333458586,39.848274669435746,0.06275676934717676,73.72375457397442,0.17397075865578382,0.45227238122888747,0.9891248531896722,0.9999532779178257
"Hồ Chí Minh, Vietnam",,,,,,,,,,,,,
"Kinshasa, Democratic Republic of the Congo",,,,,,,,,,,,,
"Al Jīzah, Egypt",,,,,,,,,,,,,
"North Carolina, USA",0.013444175996022191,0.6545113723030196,8.856705043713035,0.603599866531103,2.317896022696,0.5188148322149773,35.445322179641906,0.19553682000868525,29.001884150318638,0.17168875959355145,0.4410046253642036,0.9919650903790387,0.9998647673499607
"Al Qāhirah, Egypt",,,,,,,,,,,,,
"Luanda, Angola",,,,,,,,,,,,,
"Sylhet, Bangladesh",,,,,,,,,,,,,
"Lombardia, Italy",,,,,,,,,,,,,
"Michigan, USA",0.02673610313663198,0.7292650901703366,7.7820454560105885,0.7372591909630178,1.9438838065695938,0.5616076133915182,30.010024139156908,0.2931301626748102,22.923386781627844,0.22865460080494104,0.5360028238217192,0.9919014330420407,0.9994492127683937
"Pernambuco, Brazil",,,,,,,,,,,,,
"Ar Riyāḑ, Saudi Arabia",,,,,,,,,,,,,
"Municipalidad Metropolitana de Lima, Peru",,,,,,,,,,,,,
"Khorāsān-e Raẕavī, Iran",,,,,,,,,,,,,
"Seoul-teukbyeolsi, South Korea",,,,,,,,,,,,,
"Makkah al Mukarramah, Saudi Arabia",,,,,,,,,,,,,
"Hainan Sheng, China",,,,,,,,,,,,,
"Kanagawa, Japan",,,,,,,,,,,,,
"Ceará, Brazil",,,,,,,,,,,,,
"New Jersey, USA",0.018817302911507287,0.9324953977854032,4.157477532817091,0.9055449755250142,0.9125156579688409,0.6766964566688806,25.042524889240525,0.8557246769460136,5.930413921209009,0.4005302913993174,0.699557036525206,0.9989654097616606,1.0
"Azerbaijan, Azerbaijan",,,,,,,,,,,,,
"Sulawesi Selatan, Indonesia",,,,,,,,,,,,,
"Distrito Capital de Bogotá, Colombia",,,,,,,,,,,,,
"Fārs, Iran",,,,,,,,,,,,,
"Rivers, Nigeria",,,,,,,,,,,,,
"Kaduna, Nigeria",,,,,,,,,,,,,
"Virginia, USA",0.020284596212382877,0.7820400123970652,7.463253833051959,0.7298701494309805,2.032348934498346,0.6689952294470851,27.422065299107604,0.2863661826597498,22.477799616084457,0.26230977147811607,0.5728806022892077,0.9848927213453182,0.9999201694433674
"Katsina, Nigeria",,,,,,,,,,,,,
"Veracruz de Ignacio de la Llave, Mexico",,,,,,,,,,,,,
"Pará, Brazil",,,,,,,,,,,,,
"Quebec, Canada",,,,,,,,,,,,,
"Lampung, Indonesia",,,,,,,,,,,,,
"Ôsaka, Japan",,,,,,,,,,,,,
"Moskovskaya oblast', Russia",,,,,,,,,,,,,
"Yangon, Myanmar",,,,,,,,,,,,,
"Balochistan, Pakistan",,,,,,,,,,,,,
"Oyo, Nigeria",,,,,,,,,,,,,
"Catalunya, Spain",,,,,,,,,,,,,
"Ash Sharqīyah, Egypt",,,,,,,,,,,,,
"Andalucía, Spain",,,,,,,,,,,,,
"New South Wales, Australia",,,,,,,,,,,,,
"Jalisco, Mexico",,,,,,,,,,,,,
"Sumatera Selatan, Indonesia",,,,,,,,,,,,,
"Auvergne-Rhône-Alpes, France",,,,,,,,,,,,,
"Barishal, Bangladesh",,,,,,,,,,,,,
"Niedersachsen, Germany",,,,,,,,,,,,,
"Ciudad de México, Mexico",,,,,,,,,,,,,
"Región Metropolitana de Santiago, Chile",,,,,,,,,,,,,
"Aiti, Japan",,,,,,,,,,,,,
"Riau, Indonesia",,,,,,,,,,,,,
"Washington, USA",0.028227834936216792,0.8077169294478272,6.634664067026142,0.8352514506267704,1.479983752185757,0.7009410123443458,27.869161006086454,0.4938936348947906,18.812820453068262,0.2972189807243891,0.6142712219070185,0.9866963034380948,0.9989180313004034
"Jakarta Raya, Indonesia",,,,,,,,,,,,,
"Himāchal Pradesh, India",,,,,,,,,,,,,
"Casablanca-Settat, Morocco",,,,,,,,,,,,,
"Hà Nội, Vietnam",,,,,,,,,,,,,
"Bauchi, Nigeria",,,,,,,,,,,,,
"Al Kharţūm, Sudan",,,,,,,,,,,,,
"Nord-Kivu, Democratic Republic of the Congo",,,,,,,,,,,,,
"Goiás, Brazil",,,,,,,,,,,,,
"Ad Daqahlīyah, Egypt",,,,,,,,,,,,,
"Anambra, Nigeria",,,,,,,,,,,,,
"Maranhão, Brazil",,,,,,,,,,,,,
"Western Cape, South Africa",,,,,,,,,,,,,
"Madrid, Comunidad de, Spain",,,,,,,,,,,,,
"Haut-Katanga, Democratic Republic of the Congo",,,,,,,,,,,,,
"Hong Kong, China",,,,,,,,,,,,,
"Santa Catarina, Brazil",,,,,,,,,,,,,
"Selangor, Malaysia",,,,,,,,,,,,,
"Saitama, Japan",,,,,,,,,,,,,
"Arizona, USA",0.017581837108787968,0.8351252645947662,6.82945363478599,0.8546081648302692,1.4212339969095527,0.7158861173498938,28.681064867241627,0.18863617740720762,31.45876614965123,0.2893987536340984,0.6458527610406226,0.9610432019751419,0.9862604679538847
"Ningxia Zizhiiqu, China",,,,,,,,,,,,,
"Massachusetts, USA",0.025863594094392744,0.9197005729087294,4.228401167389823,0.841167269342802,1.132697905737374,0.6867380372949169,22.814722455451363,0.4057951959789528,12.792482138572534,0.33666921094487756,0.6407357627689294,0.9987428241179214,1.0
"Ashanti, Ghana",,,,,,,,,,,,,
"Sumalē, Ethiopia",,,,,,,,,,,,,
"Al Buḩayrah, Egypt",,,,,,,,,,,,,
"Tennessee, USA",0.011127214706675166,0.716672191800624,7.675838385687964,0.5996469605806412,2.4286226474244192,0.5094416122606171,37.78135581203041,0.11982749427240642,43.836893791735534,0.15423692853452364,0.40907851551772834,0.9867893411407026,1.0
"Tigray, Ethiopia",,,,,,,,,,,,,
"Indiana, USA",0.015850467477754794,0.7933356107291871,6.485315497198744,0.6791906245173551,2.0937516336817845,0.39327182792554977,43.71190605000451,0.3697797724804908,18.942106962931458,0.17695600567816017,0.45209558492184443,0.9889878808903153,1.0
"Akwa Ibom, Nigeria",,,,,,,,,,,,,
"Dar es Salaam, Tanzania",,,,,,,,,,,,,
"Eastern Cape, South Africa",,,,,,,,,,,,,
"Shan, Myanmar",,,,,,,,,,,,,
"Vlaamse Gewest, Belgium",,,,,,,,,,,,,
"Victoria, Australia",,,,,,,,,,,,,
"Ogun, Nigeria",,,,,,,,,,,,,
"Bāgmatī, Nepal",,,,,,,,,,,,,
"Delta, Nigeria",,,,,,,,,,,,,
"Basnāhira paḷāta, Sri Lanka",,,,,,,,,,,,,
"Guanajuato, Mexico",,,,,,,,,,,,,
"Ayeyarwady, Myanmar",,,,,,,,,,,,,
"Al Qalyūbīyah, Egypt",,,,,,,,,,,,,
"Qinghai Sheng, China",,,,,,,,,,,,,
"Puebla, Mexico",,,,,,,,,,,,,
"Al Iskandariyah, Egypt",,,,,,,,,,,,,
"Borno, Nigeria",,,,,,,,,,,,,
"Hessen, Germany",,,,,,,,,,,,,
"Tiba, Japan",,,,,,,,,,,,,
"Maryland, USA",0.02953797232960614,0.814333812620746,6.206264240725516,0.8299944020179932,1.3124629282040023,0.6815096290794606,27.70618110720867,0.40311298307686977,14.55932682325928,0.30587530985918243,0.6457373463282314,0.9989645404137912,1.0
"Missouri, USA",0.022927691650154736,0.7308397622000348,8.216296183809447,0.7253555325892891,2.1892018283534895,0.4751893647375815,38.8622331146955,0.30874254925449085,29.271031135102973,0.2145352307896926,0.5137986221429114,0.9702196589869915,0.999628732873091
"Antioquia, Colombia",,,,,,,,,,,,,
"Sagaing, Myanmar",,,,,,,,,,,,,
"Chiapas, Mexico",,,,,,,,,,,,,
"Kābul, Afghanistan",,,,,,,,,,,,,
"Madhesh, Nepal",,,,,,,,,,,,,
"Occitanie, France",,,,,,,,,,,,,
"Nampula, Mozambique",,,,,,,,,,,,,
"Nouvelle-Aquitaine, France",,,,,,,,,,,,,
"Haut-Lomami, Democratic Republic of the Congo",,,,,,,,,,,,,
"Al Minyā, Egypt",,,,,,,,,,,,,
"Niger, Nigeria",,,,,,,,,,,,,
"Wisconsin, USA",0.035853609966906994,0.7442283215371753,7.3367756409580815,0.7103386674671233,2.188444467089897,0.43975000097568373,40.33899526790923,0.3242041008242746,20.118159940287278,0.23522537542445288,0.527618105004658,0.9763679321530161,0.9997906653256191
"Ankara, Turkey",,,,,,,,,,,,,
"Hauts-de-France, France",,,,,,,,,,,,,
"Zambézia, Mozambique",,,,,,,,,,,,,
"Centre, Cameroon",,,,,,,,,,,,,
"Lazio, Italy",,,,,,,,,,,,,
"Limpopo, South Africa",,,,,,,,,,,,,
"Jigawa, Nigeria",,,,,,,,,,,,,
"Benue, Nigeria",,,,,,,,,,,,,
"Colorado, USA",0.03357616337873858,0.8440676140175977,6.508844085497245,0.8621582225929445,1.4309343099391905,0.41274784306946966,39.664781041443476,0.32127292761643544,34.123308371636384,0.2794152141197138,0.6557783697389403,0.9779959333189874,0.9953884549129134
"Abidjan, Ivory Coast",,,,,,,,,,,,,
"Mandalay, Myanmar",,,,,,,,,,,,,
"Campania, Italy",,,,,,,,,,,,,
"Minnesota, USA",0.047381629141105774,0.7187958427227583,8.025340554504961,0.7545077563849696,2.16996201964453,0.5616023676158989,37.542856734551044,0.43001098253851733,27.765083479080015,0.2295583873906495,0.5207288048136958,0.9608343876492994,0.9984210529736586
"Baghdād, Iraq",,,,,,,,,,,,,
"Kogi, Nigeria",,,,,,,,,,,,,
"Krasnodyarskiy kray, Russia",,,,,,,,,,,,,
"Papua, Indonesia",,,,,,,,,,,,,
"Ash Sharqīyah, Saudi Arabia",,,,,,,,,,,,,
"Al Gharbīyah, Egypt",,,,,,,,,,,,,
"Kasaï Central, Democratic Republic of the Congo",,,,,,,,,,,,,
"Nusa Tenggara Timur, Indonesia",,,,,,,,,,,,,
"Grand Est, France",,,,,,,,,,,,,
"Scotland, United Kingdom",,,,,,,,,,,,,
"Imo, Nigeria",,,,,,,,,,,,,
"Khūzestān, Iran",,,,,,,,,,,,,
"Ādīs Ābeba, Ethiopia",,,,,,,,,,,,,
"Sumatera Barat, Indonesia",,,,,,,,,,,,,
"Hokkaidô, Japan",,,,,,,,,,,,,
"Mazowieckie, Poland",,,,,,,,,,,,,
"Greater Accra, Ghana",,,,,,,,,,,,,
"Hyôgo, Japan",,,,,,,,,,,,,
"Cebu, Philippines",,,,,,,,,,,,,
"Zinder, Niger",,,,,,,,,,,,,
"Sūhāj, Egypt",,,,,,,,,,,,,
"Sokoto, Nigeria",,,,,,,,,,,,,
"Nuevo León, Mexico",,,,,,,,,,,,,
"Queensland, Australia",,,,,,,,,,,,,
"Sankt-Peterburg, Russia",,,,,,,,,,,,,
"Koshi, Nepal",,,,,,,,,,,,,
"Nairobi City, Kenya",,,,,,,,,,,,,
"Michoacán de Ocampo, Mexico",,,,,,,,,,,,,
"South Carolina, USA",0.007227204622686368,0.6578276419485788,8.995130641618795,0.5682290183059754,2.5755444907608083,0.5708526702873025,31.448712684010655,0.23630353635230122,29.38511938090907,0.14307819535779243,0.390909981466673,0.9834627198265581,0.999840196071798
"Sīdama, Ethiopia",,,,,,,,,,,,,
"Analamanga, Madagascar",,,,,,,,,,,,,
"Hukuoka, Japan",,,,,,,,,,,,,
"Rabat-Salé-Kénitra, Morocco",,,,,,,,,,,,,
"Nusa Tenggara Barat, Indonesia",,,,,,,,,,,,,
"Valenciana, Comunidad, Spain",,,,,,,,,,,,,
"Tahoua, Niger",,,,,,,,,,,,,
"Alabama, USA",0.008751951831532653,0.6291942615181843,9.205217577422738,0.5329496161169193,2.910414875238063,0.4707061004508989,40.14837083062279,0.07185721229269776,40.235403011539255,0.14274130681813046,0.3858169503315313,0.9743629758368384,0.999951257560322
"Kalimantan Barat, Indonesia",,,,,,,,,,,,,
"British Columbia, Canada",,,,,,,,,,,,,
"Bago, Myanmar",,,,,,,,,,,,,
"Provence-Alpes-Côte d'Azur, France",,,,,,,,,,,,,
"Marrakech-Safi, Morocco",,,,,,,,,,,,,
"Asyūţ, Egypt",,,,,,,,,,,,,
"Veneto, Italy",,,,,,,,,,,,,
"Zamfara, Nigeria",,,,,,,,,,,,,
"Kebbi, Nigeria",,,,,,,,,,,,,
"Enugu, Nigeria",,,,,,,,,,,,,
"Janūb Dārfūr, Sudan",,,,,,,,,,,,,
"Ituri, Democratic Republic of the Congo",,,,,,,,,,,,,
"Eşfahān, Iran",,,,,,,,,,,,,
"Centre, Burkina Faso",,,,,,,,,,,,,
"Valle del Cauca, Colombia",,,,,,,,,,,,,
"Kasaï, Democratic Republic of the Congo",,,,,,,,,,,,,
"Sicilia, Italy",,,,,,,,,,,,,
"Osun, Nigeria",,,,,,,,,,,,,
"Adamawa, Nigeria",,,,,,,,,,,,,
"Ḩalab, Syria",,,,,,,,,,,,,
"Ondo, Nigeria",,,,,,,,,,,,,
"Sud-Kivu, Democratic Republic of the Congo",,,,,,,,,,,,,
"Qinā, Egypt",,,,,,,,,,,,,
"Aceh, Indonesia",,,,,,,,,,,,,
"Louisiana, USA",0.009978843968777885,0.817162557667403,5.884735755023805,0.6643774325080983,2.209412014776372,0.6008183360871701,31.24627485448304,0.15354536445111625,36.86114199363114,0.22060399318935486,0.49976239737587236,0.9676274557814505,0.9993719859201702
"Fès-Meknès, Morocco",,,,,,,,,,,,,
"Mpumalanga, South Africa",,,,,,,,,,,,,
"Toshkent (Province), Uzbekistan",,,,,,,,,,,,,
"Bali, Indonesia",,,,,,,,,,,,,
"Maradi, Niger",,,,,,,,,,,,,
"Littoral, Cameroon",,,,,,,,,,,,,
"Plateau, Nigeria",,,,,,,,,,,,,
"Oaxaca, Mexico",,,,,,,,,,,,,
"Emilia-Romagna, Italy",,,,,,,,,,,,,
"Kentucky, USA",0.012891861175375876,0.6690043336350847,8.391192508147812,0.5863512354976801,2.8043326109261595,0.47196386440318366,45.84616685701035,0.05063586390961041,47.41937891741288,0.16717533763163206,0.4165272501790709,0.9785271197425336,1.0
"Edo, Nigeria",,,,,,,,,,,,,
"Lumbinī, Nepal",,,,,,,,,,,,,
"Guayas, Ecuador",,,,,,,,,,,,,
"Śląskie, Poland",,,,,,,,,,,,,
"Kasaï Oriental, Democratic Republic of the Congo",,,,,,,,,,,,,
"Tillabéri, Niger",,,,,,,,,,,,,
"Al Minūfīyah, Egypt",,,,,,,,,,,,,
"Far North, Cameroon",,,,,,,,,,,,,
"Kermān, Iran",,,,,,,,,,,,,
"Piemonte, Italy",,,,,,,,,,,,,
"Al Jazīrah, Sudan",,,,,,,,,,,,,
"Amazonas, Brazil",,,,,,,,,,,,,
"Ozama, Dominican Republic",,,,,,,,,,,,,
"Alberta, Canada",,,,,,,,,,,,,
"Oregon, USA",0.02250501599560973,0.8134204508176409,7.041233182632808,0.8309768974249444,1.5622329259972827,0.5858502922927695,35.759010447538586,0.2698217450716159,35.54538198357233,0.3373261674452893,0.6627883015133273,0.9797924608186032,0.9951142818865458
"Kalimantan Selatan, Indonesia",,,,,,,,,,,,,
"Sverdlovskaya oblast', Russia",,,,,,,,,,,,,
"Rostovskaya oblast', Russia",,,,,,,,,,,,,
"Bashkortostan, Respublika, Russia",,,,,,,,,,,,,
"Nīnawá, Iraq",,,,,,,,,,,,,
"Tanganyika, Democratic Republic of the Congo",,,,,,,,,,,,,
"Rheinland-Pfalz, Germany",,,,,,,,,,,,,
"Sachsen, Germany",,,,,,,,,,,,,
"Donets'ka oblast, Ukraine",,,,,,,,,,,,,
"Espírito Santo, Brazil",,,,,,,,,,,,,
"Paraíba, Brazil",,,,,,,,,,,,,
"Bulacan, Philippines",,,,,,,,,,,,,
"Zulia, Venezuela",,,,,,,,,,,,,
"Tripura, India",,,,,,,,,,,,,
"Kalimantan Timur, Indonesia",,,,,,,,,,,,,
"Cavite, Philippines",,,,,,,,,,,,,
"Abia, Nigeria",,,,,,,,,,,,,
"Mwanza, Tanzania",,,,,,,,,,,,,
"Tanger-Tétouan-Al Hoceïma, Morocco",,,,,,,,,,,,,
"Ekiti, Nigeria",,,,,,,,,,,,,
"P’yŏngan-namdo [Phyeongannamto], North Korea",,,,,,,,,,,,,
"Al ‘A̅şimah, Jordan",,,,,,,,,,,,,
"North-West, South Africa",,,,,,,,,,,,,
"Kongo Central, Democratic Republic of the Congo",,,,,,,,,,,,,
"Oklahoma, USA",0.015558866418561091,0.7476802443626636,7.112467747829401,0.6994080610482348,2.2216770431080337,0.49066377124995675,48.75603556478879,0.06700550922232149,44.02955368112238,0.20871802008304619,0.49112475566331526,0.9482841573598056,0.9984175653714442
"İzmir, Turkey",,,,,,,,,,,,,
"Guerrero, Mexico",,,,,,,,,,,,,
"Sikasso, Mali",,,,,,,,,,,,,
"Tatarstan, Respublika, Russia",,,,,,,,,,,,,
"Tā‘izz, Yemen",,,,,,,,,,,,,
"Maritime (Région), Togo",,,,,,,,,,,,,
"Puglia, Italy",,,,,,,,,,,,,
"Kafr ash Shaykh, Egypt",,,,,,,,,,,,,
"Sabah, Malaysia",,,,,,,,,,,,,
"Magway, Myanmar",,,,,,,,,,,,,
"Samarqand, Uzbekistan",,,,,,,,,,,,,
"Meghālaya, India",,,,,,,,,,,,,
"Johor, Malaysia",,,,,,,,,,,,,
"Farg'ona, Uzbekistan",,,,,,,,,,,,,
"Pays de la Loire, France",,,,,,,,,,,,,
"Al Fayyūm, Egypt",,,,,,,,,,,,,
"Banaadir, Somalia",,,,,,,,,,,,,
"Eastern Equatoria, South Sudan",,,,,,,,,,,,,
"Zuid-Holland, Netherlands",,,,,,,,,,,,,
"Est, Rwanda",,,,,,,,,,,,,
"Attikí, Greece",,,,,,,,,,,,,
"Jambi, Indonesia",,,,,,,,,,,,,
"Yobe, Nigeria",,,,,,,,,,,,,
"Yogyakarta, Indonesia",,,,,,,,,,,,,
"Huíla, Angola",,,,,,,,,,,,,
"Lusaka, Zambia",,,,,,,,,,,,,
"wallonne, Région, Belgium",,,,,,,,,,,,,
"Santa Fe, Argentina",,,,,,,,,,,,,
"Córdoba, Argentina",,,,,,,,,,,,,
"Rio Grande do Norte, Brazil",,,,,,,,,,,,,
"Ebonyi, Nigeria",,,,,,,,,,,,,
"Azad Jammu and Kashmir, Pakistan",,,,,,,,,,,,,
"Toscana, Italy",,,,,,,,,,,,,
"Connecticut, USA",0.02187292258820318,0.8131179348906815,6.080241196863782,0.8088893042852915,1.2894630722981055,0.6114111179121486,26.027617531362313,0.36666085173334473,12.629757605591319,0.2623105889866113,0.5808634665286367,0.9999636624517307,1.0
"Chihuahua, Mexico",,,,,,,,,,,,,
"Tamaulipas, Mexico",,,,,,,,,,,,,
"Dakar, Senegal",,,,,,,,,,,,,
"Al Ḩudaydah, Yemen",,,,,,,,,,,,,
"Mato Grosso, Brazil",,,,,,,,,,,,,
"Ibb, Yemen",,,,,,,,,,,,,
"Kwilu, Democratic Republic of the Congo",,,,,,,,,,,,,
"Berlin, Germany",,,,,,,,,,,,,
"Shamāl Dārfūr, Sudan",,,,,,,,,,,,,
"Bamako, Mali",,,,,,,,,,,,,
"Wielkopolskie, Poland",,,,,,,,,,,,,
"Busan-gwangyeoksi, South Korea",,,,,,,,,,,,,
"Chelyabinskaya oblast', Russia",,,,,,,,,,,,,
"Kwara, Nigeria",,,,,,,,,,,,,
"Baja California, Mexico",,,,,,,,,,,,,
"Dagestan, Respublika, Russia",,,,,,,,,,,,,
"Khatlon, Tajikistan",,,,,,,,,,,,,
"Tete, Mozambique",,,,,,,,,,,,,
"Gyeongsangnam-do, South Korea",,,,,,,,,,,,,
"Thanh Hóa, Vietnam",,,,,,,,,,,,,
"Cross River, Nigeria",,,,,,,,,,,,,
"Guatemala, Guatemala",,,,,,,,,,,,,
"Alagoas, Brazil",,,,,,,,,,,,,
"Laguna, Philippines",,,,,,,,,,,,,
"Banī Suwayf, Egypt",,,,,,,,,,,,,
"Małopolskie, Poland",,,,,,,,,,,,,
"Manipur, India",,,,,,,,,,,,,
"Pangasinan, Philippines",,,,,,,,,,,,,
"Hidalgo, Mexico",,,,,,,,,,,,,
"Piauí, Brazil",,,,,,,,,,,,,
"Kindia, Guinea",,,,,,,,,,,,,
"Bretagne, France",,,,,,,,,,,,,
"Sudūr Pashchim, Nepal",,,,,,,,,,,,,
"Bursa, Turkey",,,,,,,,,,,,,
"Santa Cruz, Bolivia",,,,,,,,,,,,,
"P’yŏngyang [Phyeongyang], North Korea",,,,,,,,,,,,,
