longname,Population (2010),Population Change (2010-2020),PW Density (r=1km) (2010),PW Density (r=1km) Change (2010-2020),AW Density (2010),White % (2010),Hispanic % (2010),Black % (2010),Asian % (2010),Native % (2010),Hawaiian / PI % (2010),Other / Mixed % (2010),Racial Homogeneity (2010) %,Racial Homogeneity Change (2010-2020) %,Segregation (2010) %,Segregation Change (2010-2020) %,Mean Local Segregation (2010) %,Mean Local Segregation Change (2010-2020) %,Housing Units per Adult (2010),Vacancy % (2010),PW Density (r=250m) (2010),PW Density (r=250m) Change (2010-2020),PW Density (r=500m) (2010),PW Density (r=500m) Change (2010-2020),PW Density (r=2km) (2010),PW Density (r=2km) Change (2010-2020),PW Density (r=4km) (2010),PW Density (r=4km) Change (2010-2020)
"Assam, India",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Guizhou Sheng, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Chattogram, Bangladesh",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jawa Tengah, Indonesia",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Chongqing Shi, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Punjab, India",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shanghai Shi, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Haryāna, India",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Texas, USA",25144392.0,0.1590631421909108,1318.0995248829906,0.055684405977017765,36.56393222357116,0.45325239918308624,0.3762432991022412,0.11480905961058832,0.03771835087521703,0.0032046509615344847,0.000712683766622792,0.014059556500709978,0.5936143786438624,-0.06211537872758455,0.3632103199368511,-0.06260036432595228,0.11278061321853022,-0.01664101860280827,0.5443816152346731,0.10333436207591878,2627.7680613733287,0.03925252342022089,1680.2234477161235,0.042289236638355085,1090.2263382466151,0.0708527008140206,908.0274437784325,0.09332443007434481
"Chhattīsgarh, India",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jilin Sheng, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nei Mongol Zizhiqu, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gansu Sheng, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Xinjiang Uygur Zizhiqu, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Āmara, Ethiopia",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Taiwan, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Beijing Shi, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Florida, USA",18799046.0,0.14557712130711314,1374.3221806067825,0.0831382311118959,124.60752501274291,0.5789009718897438,0.22466911352842053,0.15166072789012805,0.023681520860154286,0.002514116939763858,0.0005172070965728792,0.01805634179521663,0.6221175975808588,-0.06911906623957065,0.36023268064736086,-0.05784916551340885,0.10677666056881924,-0.0159783678802443,0.6058603951781174,0.17237739866360172,2899.013570870985,0.07273080018555596,1740.3078661491968,0.0729437032936212,1163.574141758592,0.08099367854589504,983.4081132930996,0.080868403002814
"Minas Gerais, Brazil",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Delhi, India",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rajshahi, Bangladesh",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"New York, USA",19376687.0,0.042514130511578166,8406.21125878482,0.09325862286959559,152.64007590447576,0.583332228053227,0.17633566563778422,0.14366816164187407,0.07256999093807935,0.0027822609716511393,0.0002745567392403046,0.021037136018143863,0.6368973793651296,-0.07911101297200152,0.3972770680767696,-0.07044857070955624,0.1509387484092559,-0.016610080468464267,0.5369273610700034,0.09462773384840106,11571.105749495098,0.07159267420261983,9921.19415931603,0.08346153227022995,7029.855903924467,0.10141470780953736,5919.263555928731,0.1113300219034775
"YeDebub Bihēroch Bihēreseboch na Hizboch, Ethiopia",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rangpur, Bangladesh",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nordrhein-Westfalen, Germany",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Buenos Aires, Argentina",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rio de Janeiro, Brazil",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Khulna, Bangladesh",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"México, Mexico",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tianjin Shi, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gauteng, South Africa",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bahia, Brazil",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jammu and Kashmīr, India",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"İstanbul, Turkey",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ontario, Canada",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kano, Nigeria",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sumatera Utara, Indonesia",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Banten, Indonesia",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gyeonggi-do, South Korea",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tehrān, Iran",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mymensingh, Bangladesh",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tôkyô, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bayern, Germany",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pennsylvania, USA",12702502.0,0.02363605217302859,1729.8815407243721,0.05977091253077673,108.25359718155835,0.7947058776294623,0.05665553132760774,0.10447611029701077,0.027261400942900856,0.0013308401762109543,0.00021373741960442123,0.015356502207202959,0.7838884259449064,-0.08559053171215547,0.388734318265554,-0.07474895526616226,0.08845172629568261,-0.0009733364865703309,0.5599284626028509,0.09553183751834989,2837.026689039318,0.024411735264375997,2109.433848850427,0.04914719121330301,1426.716175526066,0.06735100260691462,1150.6735187695938,0.0698859876800589
"National Capital Region, Philippines",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Illinois, USA",12829619.0,-0.0014878851819372034,2417.7633671001354,0.03756494079315501,87.92482487398048,0.6365827387391628,0.15803376546100084,0.1428598931893457,0.04523789833509475,0.0014691784689786968,0.00023204118532280655,0.015584484621094359,0.6892458185732289,-0.0706879003141091,0.43210454896284717,-0.06491807406793504,0.14139014177902173,-0.01125028077110396,0.5450264986067743,0.0852430521076558,3589.6165699528115,0.02526282551104002,2896.9874840208936,0.036193478970537145,2040.3850737337416,0.03430698566482789,1745.7269718351722,0.032769143667627704
"Moskva, Russia",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Île-de-France, France",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ohio, USA",11535004.0,0.022855041922828983,996.6025371090868,0.021514057787249206,107.94700918188539,0.8112610103993029,0.03074441933440162,0.12042163140992408,0.016535928379391978,0.0018123097313186888,0.0002947549909822311,0.018929945754678542,0.7921515614583892,-0.08049183583800135,0.36212411079587187,-0.07533126943093899,0.07790472481845392,-0.0041360875367424665,0.5814487097724959,0.10092650633216514,1894.4904555232429,0.0020709187310715685,1242.0282909835594,0.01423047964641634,818.0903257790347,0.024918595621615094,668.9602575490939,0.031541603637686835
"Uttarākhand, India",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Krung Thep Maha Nakhon, Thailand",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Paraná, Brazil",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rio Grande do Sul, Brazil",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Baden-Württemberg, Germany",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lagos, Nigeria",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kwazulu-Natal, South Africa",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Georgia, USA",9687597.0,0.10571331569634863,694.3908400178531,0.1270300199166168,63.495790993814026,0.5588448817596355,0.08812185312828351,0.3004666688756768,0.032174335906004346,0.0021965199419422586,0.0005318140298362948,0.017663926358621233,0.6479244379710268,-0.06816195218885701,0.4016068172030893,-0.057065389203810046,0.13948262067811826,-0.01742666592054186,0.5669537963316552,0.12115066587349617,2280.6911737851956,-0.03833436936908698,984.3458623799679,0.056790698596625486,586.9905735767625,0.14696582398034874,512.3349084350378,0.1539933956579431
"Hồ Chí Minh, Vietnam",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kinshasa, Democratic Republic of the Congo",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Al Jīzah, Egypt",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"North Carolina, USA",9534709.0,0.09477772210982002,539.5786064690866,0.14778431855710503,74.17485876071858,0.6526966895371427,0.08391477915057502,0.2118415989412996,0.02166537017542958,0.011413772565056783,0.0005515637656062707,0.017916225864890056,0.6563388396726251,-0.07609647763739624,0.3406595030359434,-0.06530125502442952,0.12173050157360717,-0.015639770074733467,0.5941997534860763,0.13111377892410206,1533.092833196928,0.09201333062106543,742.145668878327,0.13038407399598625,447.28326455608027,0.16187349047637084,377.63564257531675,0.17345263802885208
"Al Qāhirah, Egypt",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Luanda, Angola",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sylhet, Bangladesh",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lombardia, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Michigan, USA",9882581.0,0.019564625880627743,991.3467920730346,0.011259513215136253,65.48622515602462,0.7658847420527087,0.044153647716117884,0.14001888777840527,0.023929173967812658,0.00553104497701562,0.00021957826604203902,0.02026292524189784,0.77083007144768,-0.07284231757070014,0.41362998713786947,-0.08283250358944572,0.09545846421391983,-0.003867363104790106,0.5982990889900149,0.14153451030811837,1747.2546544029651,0.0221705217272278,1205.0140268081475,0.01239257577056015,847.1387102418646,0.002092343583613508,731.4797877409035,-0.0025525026336270986
"Pernambuco, Brazil",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ar Riyāḑ, Saudi Arabia",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Municipalidad Metropolitana de Lima, Peru",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Khorāsān-e Raẕavī, Iran",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Seoul-teukbyeolsi, South Korea",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Makkah al Mukarramah, Saudi Arabia",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hainan Sheng, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kanagawa, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ceará, Brazil",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"New Jersey, USA",8791435.0,0.056535480271423265,2734.2808244917937,0.11239691240095635,437.0852539057509,0.5931284255641996,0.17689205459632018,0.12800959115320765,0.0818777594329026,0.0013906717162784005,0.00022328550458486016,0.01847821203250664,0.6084462403032895,-0.06946153923466769,0.34039315869704684,-0.041486842167638704,0.1439652360311589,-0.010401539742426302,0.5272065794671302,0.09363085596459012,4179.142954932725,0.0806901544425944,3296.2305584902147,0.09874371878188566,2225.256774800993,0.11852149320863399,1904.6916661389516,0.12684253968891307
"Azerbaijan, Azerbaijan",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sulawesi Selatan, Indonesia",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Distrito Capital de Bogotá, Colombia",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fārs, Iran",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rivers, Nigeria",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Quebec, Canada",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kaduna, Nigeria",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Virginia, USA",8000910.0,0.07876166586050837,1184.0573145102676,0.08836097090743916,76.34230039114235,0.6482195150301653,0.07896914226006792,0.1904412123120995,0.05453092210761026,0.002584581003910805,0.0006325530470908934,0.024622074239055308,0.6192977299794703,-0.07624956452228593,0.2869776853805578,-0.04287073718346773,0.10344580849513856,-0.009793648173585828,0.5457453476419327,0.08907404768874086,2808.4418245377087,-0.003477378116024877,1575.675755384573,0.05871107501277357,973.0289446073311,0.09644262655942114,804.6987894567654,0.10323160502788896
"Katsina, Nigeria",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Veracruz de Ignacio de la Llave, Mexico",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pará, Brazil",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lampung, Indonesia",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ôsaka, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Moskovskaya oblast', Russia",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yangon, Myanmar",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Balochistan, Pakistan",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Oyo, Nigeria",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Catalunya, Spain",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ash Sharqīyah, Egypt",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Andalucía, Spain",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"New South Wales, Australia",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jalisco, Mexico",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sumatera Selatan, Indonesia",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Auvergne-Rhône-Alpes, France",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Barishal, Bangladesh",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Niedersachsen, Germany",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ciudad de México, Mexico",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Región Metropolitana de Santiago, Chile",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Aiti, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Riau, Indonesia",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Washington, USA",6723276.0,0.14590803649887346,1334.93548262707,0.1977049863983369,38.34613880770143,0.725188732397718,0.11241037851190402,0.03414972105860298,0.07073991905136721,0.013195501716722622,0.0057684676339332195,0.03854727962975193,0.6299614256311802,-0.09461409490073369,0.18456014430527223,-0.016853151718649623,0.04720927926973399,0.002491904345461468,0.5596736725932624,0.08981251502840282,2338.691486852113,0.1734374559575441,1633.6591530088454,0.18326440252673257,1099.6469682357706,0.20098514494986772,866.0217068864763,0.19334181896984645
"Jakarta Raya, Indonesia",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Himāchal Pradesh, India",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Casablanca-Settat, Morocco",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hà Nội, Vietnam",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bauchi, Nigeria",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Al Kharţūm, Sudan",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nord-Kivu, Democratic Republic of the Congo",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Goiás, Brazil",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ad Daqahlīyah, Egypt",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Anambra, Nigeria",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Maranhão, Brazil",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Western Cape, South Africa",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Madrid, Comunidad de, Spain",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Haut-Katanga, Democratic Republic of the Congo",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hong Kong, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Santa Catarina, Brazil",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Selangor, Malaysia",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Saitama, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Arizona, USA",6392017.0,0.11881773781264975,1455.938091148346,0.07837705541977334,21.65072574629555,0.5781660155159162,0.29648685227213883,0.037406189626842355,0.02667530452437783,0.040273046833260925,0.0017144822987798687,0.019278108928684014,0.6022868170942502,-0.05963069514677011,0.30686607579252445,-0.0504277483185937,0.07512539132112143,-0.008882793970167252,0.5947646894196792,0.15951195714869676,2531.552713311938,0.03406781462749029,1776.6142752791518,0.06775654186977113,1221.4080380790792,0.08495077347850474,1035.5007299344043,0.08874178171775708
"Ningxia Zizhiiqu, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Massachusetts, USA",6545464.0,0.07369332410964295,2197.7628644886827,0.10697159780646447,308.62012731653135,0.7612476365311917,0.09588609760897011,0.059841594117697385,0.053085617765218786,0.0016455670675142359,0.00022397189870725743,0.02806951501070054,0.7027640448437705,-0.10047466559211238,0.265174206766922,-0.037171096952466426,0.08197439156928622,0.004352213110059955,0.5461420243432072,0.09072181443628873,3492.509553947045,0.0793488063302906,2643.837886825444,0.09782746176218067,1839.6201405288155,0.11434220223126994,1506.3369893555298,0.11494605923353829
"Ashanti, Ghana",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sumalē, Ethiopia",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Al Buḩayrah, Egypt",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tennessee, USA",6346109.0,0.08898901673450614,585.9618778453032,0.0789552200317179,58.16118014102661,0.7564923640611909,0.0457069048136425,0.1653597503604177,0.014230924807626217,0.0025688181529816144,0.0004360152023862181,0.01520522260175487,0.7687900319330907,-0.0788322430157542,0.4189192019261397,-0.08462198217166189,0.08240683148484432,-0.003302944510934519,0.5781086247304443,0.11067976608220505,1533.669714977531,0.007993757986402136,796.6382840755928,0.05020631156758656,483.1372729380705,0.08911359528174723,399.78966532654505,0.09366242329481456
"Tigray, Ethiopia",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Indiana, USA",6483789.0,0.0465374490132236,785.7689594743099,0.03339681775529049,69.17942287899793,0.8153320535261095,0.060104824509249144,0.08978376686841598,0.015645789830606764,0.0021846793595534956,0.0002857896825451908,0.01666309622351992,0.7806757636557857,-0.08571594747393296,0.3214709968714508,-0.060601338639295455,0.06918984757268304,-0.0016641873382985395,0.5723497670801083,0.10332920144103776,1596.8921167303708,0.016079835690287897,1017.2516897912524,0.0238344492037425,628.8050877274696,0.042813309778663336,493.96088831091225,0.060042607829763055
"Akwa Ibom, Nigeria",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dar es Salaam, Tanzania",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Eastern Cape, South Africa",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shan, Myanmar",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Vlaamse Gewest, Belgium",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Victoria, Australia",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ogun, Nigeria",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bāgmatī, Nepal",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Delta, Nigeria",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Basnāhira paḷāta, Sri Lanka",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Guanajuato, Mexico",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ayeyarwady, Myanmar",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Al Qalyūbīyah, Egypt",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Qinghai Sheng, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Puebla, Mexico",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Al Iskandariyah, Egypt",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Borno, Nigeria",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hessen, Germany",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tiba, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Maryland, USA",5773562.0,0.06991593750963443,1668.732676909434,0.033647561632523075,216.6798903648057,0.5469694445127635,0.08151501620663293,0.2899830295405159,0.05485244637539183,0.002392803610665305,0.0004177663632953106,0.023869493390735217,0.6270067139871931,-0.08202250498646835,0.38517716558983206,-0.06205221092648017,0.13130896964239477,-0.010325609170392672,0.5370416786183195,0.09166947481929538,3318.1599727558287,0.05025609539918642,2114.5171129409987,0.027267723553915938,1406.3445717835841,0.03328870316681434,1197.8971023391339,0.034185746486303674
"Missouri, USA",5988927.0,0.027716818054386035,856.0967195199122,0.013518614562080098,33.171363252432286,0.8099527678330358,0.035477139728034755,0.11473657969115336,0.016233458848304547,0.004017748087428683,0.0009622758801367924,0.018620029931905997,0.7940081681776872,-0.08559013794437276,0.3739817563084759,-0.0894438678458434,0.06271783279192329,-0.00445809505127423,0.5917840092157517,0.12033987990080726,1610.9254438118144,-0.003654659078711832,1057.5938679932553,0.005501403753481979,716.8865722653466,0.01747295274453022,582.6306972196435,0.02040387443633227
"Antioquia, Colombia",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sagaing, Myanmar",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Chiapas, Mexico",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kābul, Afghanistan",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Madhesh, Nepal",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Occitanie, France",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nampula, Mozambique",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nouvelle-Aquitaine, France",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Haut-Lomami, Democratic Republic of the Congo",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Al Minyā, Egypt",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Niger, Nigeria",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Wisconsin, USA",5686616.0,0.03634622066972695,1056.41201455673,0.0013355580080486264,39.12703298865279,0.8331957002196033,0.05909402006395368,0.061705414960320865,0.02251760977002843,0.008530204958449805,0.0002752076102905489,0.014681842417353307,0.8048597370634656,-0.07225824479699627,0.34449833429423005,-0.06743804273858484,0.06485089759955782,-0.0011028188196853805,0.6002529456459005,0.12639231825468392,1782.6823554888574,0.01029353136834872,1307.7865205727414,0.002794905598604917,843.7831244221915,-0.006727484523333597,648.9906080493869,-0.011205139895496733
"Ankara, Turkey",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hauts-de-France, France",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Zambézia, Mozambique",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Centre, Cameroon",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lazio, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,
