longname,White %,White % (2010),White % (2000),Hispanic %,Hispanic % (2010),Hispanic % (2000),Black %,Black % (2010),Black % (2000),Asian %,Asian % (2010),Asian % (2000),Native %,Native % (2010),Native % (2000),Hawaiian / PI %,Hawaiian / PI % (2010),Hawaiian / PI % (2000),Other / Mixed %,Other / Mixed % (2010),Other / Mixed % (2000),Racial Homogeneity (2000) %,Racial Homogeneity Change (2000-2020) %,Racial Homogeneity (2010) %,Racial Homogeneity Change (2010-2020) %,Racial Homogeneity %,Segregation (2000) %,Segregation Change (2000-2020) %,Segregation (2010) %,Segregation Change (2010-2020) %,Segregation %,Mean Local Segregation (2000) %,Mean Local Segregation Change (2000-2020) %,Mean Local Segregation (2010) %,Mean Local Segregation Change (2010-2020) %,Mean Local Segregation %
"California, USA",0.34682138725408085,0.4014290665363049,0.46691228046449634,0.3940794891348005,0.37619612141575653,0.3238053581469588,0.053599446564724255,0.05808461648115083,0.06442175643639263,0.15122758543371226,0.12818350725190933,0.10773465548364138,0.003947562068333816,0.004355252953072186,0.0052844043545518665,0.003493904203263817,0.0034516065555638777,0.0030628249842683526,0.04683062534108449,0.02829982880624233,0.028778720129690606,0.5377797884187847,-0.058674642042988334,0.5158164160378563,-0.03671126966205995,0.4791051463757964,0.30025878033271575,-0.04822941468062675,0.28444215744099016,-0.03241279178890116,0.252029365652089,0.11478743432433883,-0.022300234586889123,0.10767403652945821,-0.01518683679200851,0.0924871997374497
"Shanxi Sheng, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jawa Timur, Indonesia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shaanxi Sheng, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jhārkhand, India",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Telangāna, India",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fujian Sheng, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Khyber Pakhtunkhwa, Pakistan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Assam, India",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Guizhou Sheng, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Chattogram, Bangladesh",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jawa Tengah, Indonesia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Chongqing Shi, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Punjab, India",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shanghai Shi, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Haryāna, India",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Texas, USA",0.397465092054478,0.45325239918308624,0.524330647491979,0.3925734744563346,0.3762432991022412,0.3198599556410774,0.1181963123857867,0.11480905961058832,0.11338656097107347,0.05357855208173995,0.03771835087521703,0.026590462476731132,0.002930832477066071,0.0032046509615344847,0.003302219931665044,0.0009558420004873741,0.000712683766622792,0.0005159029221965445,0.03429989454410725,0.014059556500709978,0.012014250565277475,0.6406549630676666,-0.10915596315138876,0.5936143786438624,-0.06211537872758455,0.5314989999162778,0.4100177217545859,-0.10940776614368708,0.3632103199368511,-0.06260036432595228,0.3006099556108988,0.12518140518975376,-0.02904181057403181,0.11278061321853022,-0.01664101860280827,0.09613959461572195
"Chhattīsgarh, India",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jilin Sheng, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nei Mongol Zizhiqu, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gansu Sheng, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Xinjiang Uygur Zizhiqu, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Āmara, Ethiopia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Taiwan, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Beijing Shi, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Florida, USA",0.515358619620383,0.5789009718897438,0.6543191394859413,0.26452898776671746,0.22466911352842053,0.16787968594448685,0.14520093256995795,0.15166072789012805,0.14170029894641215,0.029234403044202256,0.023681520860154286,0.016376558200360998,0.0019579065644174942,0.002514116939763858,0.0026507579052259703,0.0005349707465588509,0.0005172070965728792,0.00043095547008348555,0.043184179687763,0.01805634179521663,0.016642604047489216,0.6912724580374254,-0.13827392669613725,0.6221175975808588,-0.06911906623957065,0.5529985313412882,0.4099360042406038,-0.10755248910665177,0.36023268064736086,-0.05784916551340885,0.302383515133952,0.11623911261341205,-0.025440819924837113,0.10677666056881924,-0.0159783678802443,0.09079829268857494
"Minas Gerais, Brazil",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Delhi, India",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rajshahi, Bangladesh",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"New York, USA",0.5246587331878911,0.583332228053227,0.6197401439840506,0.19543550224326464,0.17633566563778422,0.15112327650096347,0.13658038649595777,0.14366816164187407,0.1482292179538302,0.09486506997114423,0.07256999093807935,0.054591835605331616,0.0027180555699941635,0.0027822609716511393,0.00276630508854042,0.00030182466051532463,0.0002745567392403046,0.0002755869781279122,0.0454404278712327,0.021037136018143863,0.023273633889155744,0.6791434100570284,-0.12135704366390032,0.6368973793651296,-0.07911101297200152,0.5577863663931281,0.4348022010144145,-0.10797370364720116,0.3972770680767696,-0.07044857070955624,0.32682849736721337,0.15605821845730855,-0.021729550516516927,0.1509387484092559,-0.016610080468464267,0.13432866794079162
"YeDebub Bihēroch Bihēreseboch na Hizboch, Ethiopia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rangpur, Bangladesh",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nordrhein-Westfalen, Germany",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Buenos Aires, Argentina",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rio de Janeiro, Brazil",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Khulna, Bangladesh",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"México, Mexico",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tianjin Shi, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gauteng, South Africa",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bahia, Brazil",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jammu and Kashmīr, India",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"İstanbul, Turkey",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ontario, Canada",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kano, Nigeria",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sumatera Utara, Indonesia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Banten, Indonesia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gyeonggi-do, South Korea",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tehrān, Iran",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mymensingh, Bangladesh",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tôkyô, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bayern, Germany",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pennsylvania, USA",0.7347235071010808,0.7947058776294623,0.8405192910618634,0.08072345372771075,0.05665553132760774,0.03208923479993043,0.10528427895076568,0.10447611029701077,0.09790932884992323,0.03896725143833157,0.027261400942900856,0.01777491448668233,0.0011557564909977812,0.0013308401762109543,0.0012135693073144422,0.00024317953317374132,0.00021373741960442123,0.00021911668048732984,0.038902572757939693,0.015356502207202959,0.010274544813798863,0.8468041936045665,-0.1485062993718156,0.7838884259449064,-0.08559053171215547,0.6982978942327509,0.4578206448681353,-0.14383528186874356,0.388734318265554,-0.07474895526616226,0.3139853629993917,0.08750551791366226,-2.7128104549981047e-05,0.08845172629568261,-0.0009733364865703309,0.08747838980911228
"National Capital Region, Philippines",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Illinois, USA",0.5832418330857505,0.6365827387391628,0.678312651282242,0.18244709625597066,0.15803376546100084,0.12322292437421958,0.13859122144048686,0.1428598931893457,0.14946005053626127,0.05830024206648749,0.04523789833509475,0.033801862358989125,0.0012926865633193943,0.0014691784689786968,0.0014681091517532515,0.00023098185633225167,0.00023204118532280655,0.0002509257921596803,0.03589593873165279,0.015584484621094359,0.013483476504375015,0.7449411133528208,-0.126383195093701,0.6892458185732289,-0.0706879003141091,0.6185579182591198,0.4911538368693606,-0.12396736197444846,0.43210454896284717,-0.06491807406793504,0.36718647489491213,0.1461404727992576,-0.016000611791339825,0.14139014177902173,-0.01125028077110396,0.13013986100791777
"Moskva, Russia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Île-de-France, France",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ohio, USA",0.75885951911225,0.8112610103993029,0.8400990588807234,0.04418154402072036,0.03074441933440162,0.019126427116668183,0.1234969768118131,0.12042163140992408,0.11370917431168412,0.02513476768545384,0.016535928379391978,0.011598864923160118,0.0016060329680453768,0.0018123097313186888,0.0019366682522172526,0.00038080669826523185,0.0002947549909822311,0.00020571924160346124,0.0463403527034521,0.018929945754678542,0.013324087273943406,0.8401888550065083,-0.1285291293861205,0.7921515614583892,-0.08049183583800135,0.7116597256203878,0.4306033644036765,-0.14381052303874364,0.36212411079587187,-0.07533126943093899,0.2867928413649329,0.08559297554992054,-0.011824338268209084,0.07790472481845392,-0.0041360875367424665,0.07376863728171146
"Uttarākhand, India",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Krung Thep Maha Nakhon, Thailand",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Paraná, Brazil",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rio Grande do Sul, Brazil",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Baden-Württemberg, Germany",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lagos, Nigeria",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kwazulu-Natal, South Africa",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Georgia, USA",0.500570077312622,0.5588448817596355,0.6264788264424246,0.1048814357751637,0.08812185312828351,0.05316458170206892,0.3060311126940109,0.3004666688756768,0.28479757255640153,0.04440749628560533,0.032174335906004346,0.020950993050660914,0.0019021248251328803,0.0021965199419422586,0.0021584605668676913,0.0005695638556140223,0.0005318140298362948,0.0004004206982564965,0.04163818925185113,0.017663926358621233,0.012049144983319876,0.7202960301144983,-0.14053354433232845,0.6479244379710268,-0.06816195218885701,0.5797624857821698,0.4652970083216538,-0.1207555803223746,0.4016068172030893,-0.057065389203810046,0.3445414279992792,0.14874275731930212,-0.026686802561725717,0.13948262067811826,-0.01742666592054186,0.1220559547575764
"Hồ Chí Minh, Vietnam",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kinshasa, Democratic Republic of the Congo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Al Jīzah, Egypt",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"North Carolina, USA",0.6046160196972962,0.6526966895371427,0.7015320886997152,0.10715889341906944,0.08391477915057502,0.047086529015924014,0.20190083008035628,0.2118415989412996,0.21412226839186102,0.032577447071084835,0.02166537017542958,0.013966902490501483,0.009664711607262693,0.011413772565056783,0.01184453767834338,0.0006686856886988382,0.0005515637656062707,0.000393260618844353,0.043413412436231764,0.017916225864890056,0.011054413104810604,0.7286142842097635,-0.14837192217453465,0.6563388396726251,-0.07609647763739624,0.5802423620352288,0.4092668746825189,-0.133908626671005,0.3406595030359434,-0.06530125502442952,0.2753582480115139,0.1355976202238375,-0.029506888724963806,0.12173050157360717,-0.015639770074733467,0.1060907314988737
"Al Qāhirah, Egypt",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Luanda, Angola",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sylhet, Bangladesh",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lombardia, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Michigan, USA",0.7239419090843228,0.7658847420527087,0.7854845226372876,0.05601358882008906,0.044153647716117884,0.032590992180436144,0.13482179808712447,0.14001888777840527,0.14108916395926238,0.032978097307146834,0.023929173967812658,0.017640384593129593,0.004699318077834999,0.00553104497701562,0.005374723703879995,0.00025833843625352695,0.00021957826604203902,0.00021585437829662216,0.04728695018722838,0.02026292524189784,0.01760435854770759,0.8177147625739329,-0.11972700869695307,0.77083007144768,-0.07284231757070014,0.6979877538769799,0.4956633011155192,-0.16486581756709545,0.41362998713786947,-0.08283250358944572,0.33079748354842375,0.10424323191764713,-0.012652130808517403,0.09545846421391983,-0.003867363104790106,0.09159110110912973
"Pernambuco, Brazil",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ar Riyāḑ, Saudi Arabia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Municipalidad Metropolitana de Lima, Peru",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Khorāsān-e Raẕavī, Iran",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Seoul-teukbyeolsi, South Korea",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Makkah al Mukarramah, Saudi Arabia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hainan Sheng, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kanagawa, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ceará, Brazil",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"New Jersey, USA",0.5185011772130653,0.5931284255641996,0.6604175672381475,0.21558658305469916,0.17689205459632018,0.13278214099749228,0.124247466992117,0.12800959115320765,0.13028452967853743,0.10151205856124959,0.0818777594329026,0.056694968728751016,0.001206335213909987,0.0013906717162784005,0.0013474550072804408,0.0002092918925337809,0.00022328550458486016,0.0002585088330982587,0.03873708707242522,0.01847821203250664,0.018214829516693072,0.6693585275616515,-0.13037382649302964,0.6084462403032895,-0.06946153923466769,0.5389847010686218,0.37123040404135743,-0.0723240875119493,0.34039315869704684,-0.041486842167638704,0.29890631652940813,0.14540227163769623,-0.011838575348963626,0.1439652360311589,-0.010401539742426302,0.1335636962887326
"Azerbaijan, Azerbaijan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sulawesi Selatan, Indonesia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Distrito Capital de Bogotá, Colombia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fārs, Iran",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rivers, Nigeria",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kaduna, Nigeria",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Virginia, USA",0.5860425265682432,0.6482195150301653,0.7015034242583716,0.10528422010004547,0.07896914226006792,0.04655536208132746,0.1828305280628427,0.1904412123120995,0.19444828645802062,0.07074379495022347,0.05453092210761026,0.03662865074683799,0.0022103851490109863,0.002584581003910805,0.002627230889318221,0.0007174077388969509,0.0006325530470908934,0.00047752422057945726,0.05217113743073719,0.024622074239055308,0.01775952134554458,0.6856564329205819,-0.1426082674633975,0.6192977299794703,-0.07624956452228593,0.5430481654571844,0.3261260610991994,-0.08201911290210934,0.2869776853805578,-0.04287073718346773,0.24410694819709006,0.10818098527701071,-0.014528824955457986,0.10344580849513856,-0.009793648173585828,0.09365216032155273
"Katsina, Nigeria",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Veracruz de Ignacio de la Llave, Mexico",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pará, Brazil",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Quebec, Canada",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lampung, Indonesia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ôsaka, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Moskovskaya oblast', Russia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yangon, Myanmar",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Balochistan, Pakistan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Oyo, Nigeria",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Catalunya, Spain",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ash Sharqīyah, Egypt",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Andalucía, Spain",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"New South Wales, Australia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jalisco, Mexico",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sumatera Selatan, Indonesia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Auvergne-Rhône-Alpes, France",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Barishal, Bangladesh",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Niedersachsen, Germany",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ciudad de México, Mexico",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Región Metropolitana de Santiago, Chile",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Aiti, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Riau, Indonesia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Washington, USA",0.6383611863364873,0.725188732397718,0.7893021786044251,0.13747167799200857,0.11241037851190402,0.07492554811319538,0.03843979223951021,0.03414972105860298,0.03133122756854767,0.0938482573787787,0.07073991905136721,0.05420121118811431,0.011834108316234559,0.013195501716722622,0.014489012618975372,0.008110841591972022,0.0057684676339332195,0.003865660081230114,0.07193413614500868,0.03854727962975193,0.03188516182551207,0.6995131722793302,-0.1641658415488837,0.6299614256311802,-0.09461409490073369,0.5353473307304465,0.17974656166462794,-0.012039569078005324,0.18456014430527223,-0.016853151718649623,0.1677069925866226,0.04014143173204401,0.009559751883151453,0.04720927926973399,0.002491904345461468,0.04970118361519546
"Jakarta Raya, Indonesia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Himāchal Pradesh, India",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Casablanca-Settat, Morocco",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hà Nội, Vietnam",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bauchi, Nigeria",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Al Kharţūm, Sudan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nord-Kivu, Democratic Republic of the Congo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Goiás, Brazil",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ad Daqahlīyah, Egypt",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Anambra, Nigeria",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Maranhão, Brazil",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Western Cape, South Africa",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Madrid, Comunidad de, Spain",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Haut-Katanga, Democratic Republic of the Congo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hong Kong, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Santa Catarina, Brazil",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Selangor, Malaysia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Saitama, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Arizona, USA",0.5336706890384705,0.5781660155159162,0.6381782985020169,0.3065444154248996,0.29648685227213883,0.2525258096858243,0.04434886545511698,0.037406189626842355,0.029224664719668066,0.034795068224828855,0.02667530452437783,0.01740818674970257,0.03690553397034637,0.040273046833260925,0.045485624383116936,0.002002796055989357,0.0017144822987798687,0.0010990848690765583,0.041732631830348366,0.019278108928684014,0.016078331090594686,0.6572076305243141,-0.11455150857683394,0.6022868170942502,-0.05963069514677011,0.5426561219474801,0.34771917265419205,-0.0912808451802613,0.30686607579252445,-0.0504277483185937,0.25643832747393075,0.07904562616567337,-0.012803028814719189,0.07512539132112143,-0.008882793970167252,0.06624259735095418
"Ningxia Zizhiiqu, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Massachusetts, USA",0.6754594347237928,0.7612476365311917,0.8186791782023933,0.1263020216365784,0.09588609760897011,0.06755633595061952,0.06503224826016485,0.059841594117697385,0.05015771796850179,0.07183720245578253,0.053085617765218786,0.037308147627044284,0.00133540680674707,0.0016455670675142359,0.001774799921330126,0.00022866262530021753,0.00022397189870725743,0.00026885177284578186,0.05980502349163418,0.02806951501070054,0.02425496855726511,0.76936466034695,-0.1670752810952918,0.7027640448437705,-0.10047466559211238,0.6022893792516582,0.28155722449647297,-0.0535541146820174,0.265174206766922,-0.037171096952466426,0.22800310981445557,0.07240998936220619,0.013916615317139988,0.08197439156928622,0.004352213110059955,0.08632660467934618
"Ashanti, Ghana",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sumalē, Ethiopia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Al Buḩayrah, Egypt",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
