longname,PW Density (250m) [StatCan],PW Density (500m) [StatCan],PW Density (2km) [StatCan],PW Density (4km) [StatCan]
"Ottawa Centre (Riding), Ontario, Canada",7862.153667706883,6203.602504665256,4016.1193014829337,3057.846077005215
"Sherwood Park--Fort Saskatchewan (Riding), Alberta, Canada",2836.771415727686,1830.6702242908839,1232.852276604575,764.0634163970599
"Kingston and the Islands (Riding), Ontario, Canada",3208.8650962788975,2369.0451533317714,1400.8540315052164,971.9235805947753
"Edmonton Mill Woods (Riding), Alberta, Canada",4719.293134364598,3523.655868395388,2675.889886584325,2027.8675102244163
"Flamborough--Glanbrook (Riding), Ontario, Canada",3119.7453178956966,1817.7795189804954,1020.467362617517,755.0927644806029
"Peterborough--Kawartha (Riding), Ontario, Canada",2182.3127319214855,1558.9014169920463,1042.8742371901774,729.6292349753347
"Burlington (Riding), Ontario, Canada",4166.408175669086,3018.09607116856,1804.8763410996378,1304.959876671619
"Beloeil--Chambly (Riding), Quebec, Canada",2928.537203979462,1871.0464084935911,1054.576212427254,651.9009277287167
"New Westminster--Burnaby (Riding), British Columbia, Canada",8720.812046983998,6837.451844294554,4260.422993803173,3107.589964432809
"Brampton North (Riding), Ontario, Canada",5687.8130163284195,4716.044660255558,3871.8425794685113,3370.538338104779
"Ottawa South (Riding), Ontario, Canada",5207.578278726935,3431.295418995942,2307.150512401872,2115.797998534813
"Fleetwood--Port Kells (Riding), British Columbia, Canada",4825.559965842803,4040.7829057211266,3025.2629079990775,2528.5276600806046
"Sturgeon River--Parkland (Riding), Alberta, Canada",2040.3679358672923,1219.8943986095865,620.1244516239528,338.3818871012558
"Oxford (Riding), Ontario, Canada",1907.0983697447427,1340.471918693188,748.7635955816329,396.14651492964174
"Courtenay--Alberni (Riding), British Columbia, Canada",1563.5458930966229,958.1194923716429,480.0950101677386,280.5653942341317
"York--Simcoe (Riding), Ontario, Canada",2891.908738568544,1831.716038015423,894.1038453419029,449.58313978885644
"Cowichan--Malahat--Langford (Riding), British Columbia, Canada",2766.2394354656694,1434.2344076234865,786.3667936361203,504.2273446967905
"Edmonton Riverbend (Riding), Alberta, Canada",3861.6254291502355,2773.4569710718356,2042.1737118390758,1744.6734060973527
"Calgary Confederation (Riding), Alberta, Canada",3771.136926497895,2979.652487661773,2561.349277656069,2410.2663011499694
"Lethbridge (Riding), Alberta, Canada",2557.484957002883,1809.0777710345624,1045.3212649304812,601.1492979968548
"Laurentides--Labelle (Riding), Quebec, Canada",1169.108140808206,481.7392572180457,183.90586500532632,109.03618873088914
"South Okanagan--West Kootenay (Riding), British Columbia, Canada",1809.5123645630617,1101.2668334568355,480.6129219635189,257.43460229454007
"Mississauga--Erin Mills (Riding), Ontario, Canada",6085.366640597898,5067.812195892013,3783.634752816607,2839.140208096745
"Victoria (Riding), British Columbia, Canada",5372.9645294992315,4660.819684561474,3420.5204827274465,2404.1499692059906
"Portneuf--Jacques-Cartier (Riding), Quebec, Canada",2037.9700078437165,914.0943043346043,286.0528230088722,153.82468691124961
"Louis-Saint-Laurent (Riding), Quebec, Canada",3426.0587331068364,2587.594355575977,1771.4977786635395,1430.790421504831
"North Vancouver (Riding), British Columbia, Canada",6004.677425037303,5271.782538427222,3071.1349428366875,2120.7196021811196
"Calgary Signal Hill (Riding), Alberta, Canada",3765.0806948135587,2698.3946843178155,1982.3261802154773,1771.493901305635
"Windsor--Tecumseh (Riding), Ontario, Canada",3271.5583503382554,2554.3133417830054,1825.5173720704747,1364.6611273436824
"Rivière-du-Nord (Riding), Quebec, Canada",3004.025952837487,1787.2698114981042,1073.5172336528628,763.5869796620086
"Haliburton--Kawartha Lakes--Brock (Riding), Ontario, Canada",1027.7561394338925,560.6212657639309,250.21616068846717,119.36372363140522
"Central Okanagan--Similkameen--Nicola (Riding), British Columbia, Canada",2461.930988154861,1462.4604775274106,824.9080655192201,494.5957517291914
"Oakville (Riding), Ontario, Canada",3726.1763202131556,2757.784392954705,1726.6491495478867,1509.4521313396644
"Surrey--Newton (Riding), British Columbia, Canada",6086.957829833586,5070.558706209862,3998.945029530618,3225.9734374147174
"Cambridge (Riding), Ontario, Canada",3552.5835917232257,2493.4835072368037,1508.7892003363156,1022.3747435109184
"Kootenay--Columbia (Riding), British Columbia, Canada",1406.6942468849538,827.6440302129284,331.41843195497523,143.85633300077976
"Pickering--Uxbridge (Riding), Ontario, Canada",3558.6651098556104,2560.4552824719904,1690.3894795874328,1287.0161687649625
"Red Deer--Mountain View (Riding), Alberta, Canada",2209.327485210306,1534.8603064595784,898.4641931933369,558.9277521802163
"Simcoe North (Riding), Ontario, Canada",1568.0524909142048,1010.4759288761767,485.56529163313434,279.31631335211983
"Barrie--Innisfil (Riding), Ontario, Canada",3081.8868421583566,2136.3795137410243,1105.777438932464,717.4264986235315
"Burnaby South (Riding), British Columbia, Canada",8232.236983918052,6862.860461029529,4420.841698148779,3638.108134327514
"Bellechasse--Les Etchemins--Lévis (Riding), Quebec, Canada",2162.549188125515,1437.8533173682006,690.049594099723,557.4467160627973
"Terrebonne (Riding), Quebec, Canada",3160.474168769812,2341.181643378567,1334.3329823333095,920.3516769320423
"Vimy (Riding), Quebec, Canada",5877.489940572866,4672.39675065216,3623.3019597606103,3519.1937022759244
"Toronto Centre (Riding), Ontario, Canada",28229.18930572734,24149.650416076875,13876.976602242285,8754.722397535235
"Kitchener South--Hespeler (Riding), Ontario, Canada",4374.2173189764035,2961.160230435682,1680.8065748767133,1360.2684024649218
"Niagara Centre (Riding), Ontario, Canada",2537.622768935134,1858.7670003172304,1155.4384462626676,763.6923828760672
"South Surrey--White Rock (Riding), British Columbia, Canada",3991.685981112408,3074.9084722780444,1942.9362332338965,1338.990188054689
"Grande Prairie--Mackenzie (Riding), Alberta, Canada",2021.9953655362842,1302.0954461400731,700.9856694550067,468.7771493355222
"Bow River (Riding), Alberta, Canada",1984.4752600669585,1162.8198815187413,440.1011239862316,184.18673096616692
"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs (Riding), Quebec, Canada",14126.88663238442,10927.472074426725,7367.073022296808,5843.047136773677
"Dorval--Lachine--LaSalle (Riding), Quebec, Canada",7469.54241992389,5787.288030886746,3148.2710094353683,2413.2787409594494
"Salaberry--Suroît (Riding), Quebec, Canada",1854.883564310236,1151.450171119846,534.7562646091802,293.09326288554405
"Sherbrooke (Riding), Quebec, Canada",3335.6859219891676,2479.0131810081557,1700.3530408307709,1261.9849678395487
"Aurora--Oak Ridges--Richmond Hill (Riding), Ontario, Canada",4206.673570979319,2760.827509727996,1815.402090030232,1452.1081744629673
"Ottawa--Vanier (Riding), Ontario, Canada",6217.591937696725,4957.349743893175,3373.628026524142,2527.0248089940874
"Repentigny (Riding), Quebec, Canada",3261.724882902698,2663.5465683673724,1631.3656744407795,1016.1211702247188
"Montcalm (Riding), Quebec, Canada",2585.469345807893,1448.4885740707691,744.6260459929485,552.2506716322437
"Northumberland--Peterborough South (Riding), Ontario, Canada",1344.8381528512523,737.8930853193119,319.1304663561667,160.12778461886836
"Vancouver East (Riding), British Columbia, Canada",9333.010378225183,7729.357323518957,5767.300501199137,5295.366957299541
"Lévis--Lotbinière (Riding), Quebec, Canada",1985.1440494147005,1179.2224065865048,487.0206305117009,362.89790271352314
"Etobicoke Centre (Riding), Ontario, Canada",5802.309639274113,4475.095582886186,3544.6310546002333,3048.950496255577
"Willowdale (Riding), Ontario, Canada",15393.599431766203,11811.389806683947,6135.033497617729,4591.7469306314015
"Ahuntsic-Cartierville (Riding), Quebec, Canada",8233.15310255563,7016.401497711764,5766.994960577172,5634.903299711262
"Hamilton West--Ancaster--Dundas (Riding), Ontario, Canada",3530.7415056020873,2682.465469864625,1910.7848945095523,1609.7962620391124
"Mississauga--Lakeshore (Riding), Ontario, Canada",5149.2033659299495,3156.8936684744353,2132.0584955189297,2051.78876589149
"Toronto--St. Paul's (Riding), Ontario, Canada",16228.158821087243,12983.134050495135,7879.499007111862,7484.530033889993
"Laurier--Sainte-Marie (Riding), Quebec, Canada",13499.615197371877,12195.744056279285,9838.222422274683,7585.523543858542
"Mississauga--Malton (Riding), Ontario, Canada",6617.038591058049,5344.682084800044,3348.1430592285815,2459.7688677842875
"Mississauga--Streetsville (Riding), Ontario, Canada",5506.074293960621,4201.6756040877535,3133.27033484697,2537.912610816359
"York South--Weston (Riding), Ontario, Canada",7620.512447023616,5579.427821697205,4772.602637088483,4680.163337515261
"Kanata--Carleton (Riding), Ontario, Canada",3396.515425497612,2410.685594138578,1392.3263423587275,894.4655624263338
"Glengarry--Prescott--Russell (Riding), Ontario, Canada",1471.3549750610175,801.5482587287747,294.688547461392,128.72824150253538
"Ottawa West--Nepean (Riding), Ontario, Canada",5107.921699488058,3866.701620755624,2726.8283291982625,2161.7884569389385
"Mississauga East--Cooksville (Riding), Ontario, Canada",6882.397746638013,5478.4532233237705,4524.587927988743,3572.2971036317817
"Haldimand--Norfolk (Riding), Ontario, Canada",1239.6024843938258,738.9912088597558,318.8644708473963,128.46679325943717
"Etobicoke North (Riding), Ontario, Canada",8808.532068075145,5650.46302145754,3314.68236746424,2559.3651563601807
"Shefford (Riding), Quebec, Canada",2108.6087545564424,1415.173627531079,816.9804194965659,541.7619289386215
"Bay of Quinte (Riding), Ontario, Canada",1975.0519596664835,1309.620432686522,724.1801408209368,397.7732980721884
"Eglinton--Lawrence (Riding), Ontario, Canada",8389.17631490399,6966.474351019897,5654.019730153916,5389.492181280719
"Saint-Léonard--Saint-Michel (Riding), Quebec, Canada",9412.433466115155,7883.389262191546,6555.688422841537,6335.911851154565
"Thornhill (Riding), Ontario, Canada",5722.910528158494,4557.954610796646,3192.9094971017025,2885.3016207444334
"Calgary Nose Hill (Riding), Alberta, Canada",4208.17911904322,3068.77607168907,2472.694543372577,2044.1259976825881
"Foothills (Riding), Alberta, Canada",1881.3973620391805,1059.1142611364216,430.08019925044806,235.223329523596
"Longueuil--Saint-Hubert (Riding), Quebec, Canada",4692.107249460579,4000.339892399297,3171.1760445286814,2617.057173199915
"La Prairie (Riding), Quebec, Canada",3476.0397313909916,2394.418131050838,1527.5865387357976,1092.4047569805018
"Port Moody--Coquitlam (Riding), British Columbia, Canada",4615.31844870202,3427.5644018890703,2418.580614516946,2088.2179756815767
"St. Catharines (Riding), Ontario, Canada",3247.1974468048047,2587.29513461321,1986.7428858143646,1529.203771114483
"Saint-Jean (Riding), Quebec, Canada",2632.011255655107,1823.213053819095,1043.7868594473043,727.029910433573
"Brossard--Saint-Lambert (Riding), Quebec, Canada",4706.845629914586,3668.7673328363035,2722.0166098507616,2364.2347781029503
"Richmond Hill (Riding), Ontario, Canada",6150.454073877385,4252.620112868923,3059.9135345627265,2628.729909301943
"Trois-Rivières (Riding), Quebec, Canada",3006.2580070855793,2220.2975301792235,1404.2147966284267,1077.2839629859407
"Brome--Missisquoi (Riding), Quebec, Canada",1286.629724168605,750.8811316568372,347.00946884774413,173.62366943199243
"Perth--Wellington (Riding), Ontario, Canada",1574.695901882053,1057.79556551808,530.3841671137228,242.9010535188358
"Don Valley North (Riding), Ontario, Canada",10657.470480370275,7218.088414003673,4571.494372437531,4175.719611116178
"Chatham-Kent--Leamington (Riding), Ontario, Canada",1996.048526501854,1378.259640241798,795.1192706075608,431.8209789986499
"Kitchener Centre (Riding), Ontario, Canada",4309.869217321966,3377.8029690504845,2746.5091489616375,2338.8870978375376
"Winnipeg South (Riding), Manitoba, Canada",3953.340255859312,2835.247089123826,1969.713157501896,1520.9805541688465
"Saanich--Gulf Islands (Riding), British Columbia, Canada",2227.462281289207,1597.6826664779508,1000.3459895170433,784.0406963515778
"Scarborough Centre (Riding), Ontario, Canada",7422.15589614262,5656.442720182279,4175.158580323972,4116.716067029916
"Bruce--Grey--Owen Sound (Riding), Ontario, Canada",1031.5056813083172,638.6715443965563,287.53377656763524,131.11653858619326
"Rosemont--La Petite-Patrie (Riding), Quebec, Canada",10650.098387853981,11097.943135924694,10293.16734992503,8611.877531845234
"Huron--Bruce (Riding), Ontario, Canada",986.0574327280731,654.8699264411989,226.7233606414974,84.51813135947407
"Joliette (Riding), Quebec, Canada",1668.7246592237893,1027.130794419616,546.6089324909084,352.5844393203246
"Longueuil--Charles-LeMoyne (Riding), Quebec, Canada",5208.1372404115455,4477.1877452335275,3859.4595095065797,3325.281275786513
"Chilliwack--Hope (Riding), British Columbia, Canada",3254.631656665032,2053.444773791755,1114.4905492413382,620.7752272443703
"Hamilton East--Stoney Creek (Riding), Ontario, Canada",4242.5225856274365,3368.6210288442094,2135.428805465078,1642.0043583217084
"Saint-Maurice--Champlain (Riding), Quebec, Canada",1704.9429758623824,972.9558483589657,355.84103245840873,221.55300101203707
"Scarborough Southwest (Riding), Ontario, Canada",6936.410312756412,5738.704464242934,4443.240248498474,3700.662080660343
"Halifax West (Riding), Nova Scotia, Canada",4295.356997578119,2600.518544971598,1506.3762770717835,987.6149514268932
"Laval--Les Îles (Riding), Quebec, Canada",4566.473809435493,3632.1976740670434,2740.6289240347774,2365.6048276051624
"Edmonton Griesbach (Riding), Alberta, Canada",3722.3090780155057,2950.027689077902,2385.84449655539,2325.6894032523164
"Humber River--Black Creek (Riding), Ontario, Canada",8406.13277998229,6105.40952851377,3726.4600864884537,2934.5617900289535
"Lanark--Frontenac--Kingston (Riding), Ontario, Canada",1326.1396859463343,660.6103117557484,235.88722935633416,102.19913455073795
"Louis-Hébert (Riding), Quebec, Canada",4332.287483612078,3173.408793147001,2190.34894089039,1710.116914805448
"Lambton--Kent--Middlesex (Riding), Ontario, Canada",1096.8916214446974,614.719656177854,247.51470878350398,120.08285899181695
"Cariboo--Prince George (Riding), British Columbia, Canada",1817.0155127918667,1052.3467814255116,524.1332544620556,321.9379468213204
"Compton--Stanstead (Riding), Quebec, Canada",1524.6048686539996,805.5076259142337,416.63218688993055,282.0778347631458
"Beauce (Riding), Quebec, Canada",1348.9340565127575,782.9171220606019,319.4075756790782,174.25718554955216
"Hull--Aylmer (Riding), Quebec, Canada",4126.416675872507,3027.7538079860874,1701.0857890986147,1608.0724827633233
"Papineau (Riding), Quebec, Canada",12030.233407902795,11262.657134259181,8838.59770733108,8085.823780905844
"Delta (Riding), British Columbia, Canada",4191.098647832501,3104.6045598426067,2197.2928223398453,1551.5438908990504
"Richmond--Arthabaska (Riding), Quebec, Canada",1518.5424086492108,1047.421534442006,576.4204885122803,341.8440641587562
"La Pointe-de-l'Île (Riding), Quebec, Canada",6477.959221269797,5412.387528548358,3121.674206013138,1999.7918699753636
"North Island--Powell River (Riding), British Columbia, Canada",1527.6085921246092,980.9528296011268,481.59914537666464,271.558343005265
"Pitt Meadows--Maple Ridge (Riding), British Columbia, Canada",3628.661392962677,2300.9496794331803,1441.326505505898,910.7576490036007
"Abbotsford (Riding), British Columbia, Canada",4116.0761216084375,3117.1895385045764,2143.056988082349,1387.4908444537286
"Fort McMurray--Cold Lake (Riding), Alberta, Canada",2601.208822575061,1653.9546615607899,896.8796328654372,496.2593587865711
"Lac-Saint-Louis (Riding), Quebec, Canada",3084.421496044129,2501.570185665476,1771.8418369381213,1450.3877464993736
"Vancouver Granville (Riding), British Columbia, Canada",7930.384013506432,6766.955804682404,5628.843071820651,5187.03623341301
"Charlesbourg--Haute-Saint-Charles (Riding), Quebec, Canada",3550.3739030849365,2632.8906153639823,1902.7058291064004,1640.1461435222514
"Pierrefonds--Dollard (Riding), Quebec, Canada",4477.806906484679,3450.141638041886,2582.3665138464567,2161.0885530680216
"Provencher (Riding), Manitoba, Canada",1190.1227185406574,590.3698999553544,233.10444892691618,100.68404964765652
"Beaches--East York (Riding), Ontario, Canada",9886.23373140272,8187.830385325917,6420.068450508916,4963.479050033449
"Vancouver South (Riding), British Columbia, Canada",7044.065245044488,5913.153349158125,4998.873476470566,4286.842529751659
"Vancouver Quadra (Riding), British Columbia, Canada",6957.3057506923,5461.150527109711,3342.2481500438053,2896.687645666128
"Calgary Heritage (Riding), Alberta, Canada",3978.91169013851,2970.568360507559,2148.7798234820707,1646.989807665689
"Edmonton Centre (Riding), Alberta, Canada",5876.321979540876,4360.929693297567,2848.930058101424,2309.0674335219865
"Prince George--Peace River--Northern Rockies (Riding), British Columbia, Canada",1481.6745049540812,902.5995810143573,440.12939150380714,224.47514704823837
"Burnaby North--Seymour (Riding), British Columbia, Canada",6003.011111554766,4219.748721819279,2432.9201972437413,1953.772325730078
"Mount Royal (Riding), Quebec, Canada",8747.273919990832,8127.095501341801,6340.346292505689,5453.61912906517
"Medicine Hat--Cardston--Warner (Riding), Alberta, Canada",1804.8497281847408,1244.099566941897,687.6153252471931,431.3766884059959
"York Centre (Riding), Ontario, Canada",7558.163752729208,5575.932134815817,3697.3078669016963,3830.5953199297182
"Hochelaga (Riding), Quebec, Canada",9619.957758010312,8680.879440201707,6041.359309488329,5868.367181742023
"Vancouver Kingsway (Riding), British Columbia, Canada",8458.429946605987,7652.830957993575,6493.743399069568,5796.016811788814
"Battle River--Crowfoot (Riding), Alberta, Canada",925.3558198130169,578.096233309781,239.42061285139985,95.67793452313353
"Drummond (Riding), Quebec, Canada",1974.740982514162,1409.6221951947448,834.6960511172872,569.4651259964692
"Calgary Forest Lawn (Riding), Alberta, Canada",4327.330844379078,3541.150527195873,2620.7709998327728,2067.9449213788102
"Richmond Centre (Riding), British Columbia, Canada",6848.179327886544,5409.854731046906,4028.181935911456,2783.8521146194184
"Hamilton Mountain (Riding), Ontario, Canada",4170.265144205878,3639.4425766402696,3370.086425786096,3045.625069592116
"LaSalle--Émard--Verdun (Riding), Quebec, Canada",8998.714965681967,8652.96180995611,5336.7985988567825,4065.8248412582125
"Renfrew--Nipissing--Pembroke (Riding), Ontario, Canada",1211.9513734014315,693.8912889747983,333.5171735917225,151.34249112508445
"Gatineau (Riding), Quebec, Canada",3352.778591988056,2564.265611937003,1614.6743840989286,1212.581600545724
"Peace River--Westlock (Riding), Alberta, Canada",1056.352332392128,556.2026714034059,151.40372494345365,54.777322086915795
"Kitchener--Conestoga (Riding), Ontario, Canada",3011.527058142062,2152.155183789925,1258.7133322175177,961.2347459110284
"Sarnia--Lambton (Riding), Ontario, Canada",2216.642162361356,1572.4761177545788,970.8206583950391,610.1535841210122
"Halifax (Riding), Nova Scotia, Canada",5488.906288495475,4301.468668307971,2486.323882663392,1800.9836005294483
"Barrie--Springwater--Oro-Medonte (Riding), Ontario, Canada",2647.9551529490136,1936.4546321516066,1186.630411642723,856.6907933759649
"Vaughan--Woodbridge (Riding), Ontario, Canada",4441.853634887221,3298.8168343487678,2078.59594356686,1568.6459403339802
"Parkdale--High Park (Riding), Ontario, Canada",11609.689338204498,9415.786440166268,6263.2301111458,5779.4426577507575
"Hamilton Centre (Riding), Ontario, Canada",7826.096513504024,6671.315018445296,4376.361643611746,2926.132291125751
"University--Rosedale (Riding), Ontario, Canada",15177.45909391597,12804.456518936986,11560.392468528424,9994.389915435117
"Thérèse-De Blainville (Riding), Quebec, Canada",3483.152371588946,2501.0429706951018,1800.623377533959,1322.833557874392
"Lakeland (Riding), Alberta, Canada",1116.4892733226138,693.1619004527283,316.54749065671587,143.0894995340207
"Davenport (Riding), Ontario, Canada",10899.113558307858,9420.36516401186,8542.080806389231,7457.863774020897
"Bourassa (Riding), Quebec, Canada",9651.510251033043,8507.91719568655,5387.348148536063,4382.992313129889
"Notre-Dame-de-Grâce--Westmount (Riding), Quebec, Canada",9159.461433105667,8417.360514612159,6672.37832831709,6034.914088722598
"Rivière-des-Mille-Îles (Riding), Quebec, Canada",3369.549104519632,2541.7405532169532,1647.902376904883,1427.3002729316634
"Toronto--Danforth (Riding), Ontario, Canada",10047.316739247808,8595.632271533419,7030.147903015949,6731.217276543263
"Châteauguay--Lacolle (Riding), Quebec, Canada",2506.443857423835,1860.7265110543149,1085.932158888222,605.4440072567477
"Saint-Hyacinthe--Bagot (Riding), Quebec, Canada",2146.094238315041,1564.0306710146513,784.2036781118218,428.5846683896162
"Berthier--Maskinongé (Riding), Quebec, Canada",1329.1948097918976,637.4777336322188,212.3389612209615,102.3628877762587
"Marc-Aurèle-Fortin (Riding), Quebec, Canada",3967.5859453886374,3039.3287546150277,2171.0210584028914,1852.742250371805
"Honoré-Mercier (Riding), Quebec, Canada",6551.812327483585,5600.397159742336,3438.998124965073,2860.5349998250267
"Brampton Centre (Riding), Ontario, Canada",7202.442586453122,5128.226939902499,3704.262246608134,2913.1720441049233
"Stormont--Dundas--South Glengarry (Riding), Ontario, Canada",1897.8318290245047,1248.3369079626284,645.0853415026627,360.0953060773482
"Scarborough--Agincourt (Riding), Ontario, Canada",8326.575178774958,6443.932946615668,4636.497604680191,4246.806864073035
"Parry Sound--Muskoka (Riding), Ontario, Canada",1119.54465549831,442.9346450796288,145.7643094630522,69.75909141009627
"Leeds--Grenville--Thousand Islands and Rideau Lakes (Riding), Ontario, Canada",1294.0181485509866,727.1017753491379,272.21265801497475,140.1451728157678
"Lac-Saint-Jean (Riding), Quebec, Canada",1446.459638550132,848.032248124574,349.19445778672076,165.02748583994023
"Abitibi--Témiscamingue (Riding), Quebec, Canada",1443.1861610775147,772.7448087832657,297.8846517566804,135.30504843163354
