longname,Citizen by Birth %,Citizen by Naturalization %,Non-citizen %,Born outside US %,Born in us outside state %,Born in state of residence %,Only English at Home %,Spanish at Home %,Other at Home %
"Illinois, USA",0.8593666389029727,0.07399953200996362,0.06663382908706374,0.14063336109702507,0.18806795357153513,0.6712986853314398,0.7675816133048703,0.13479829569363988,0.09762009100148977
"Moskva, Russia",,,,,,,,,
"Île-de-France, France",,,,,,,,,
"Ohio, USA",0.952464560503253,0.02532108003531081,0.022214359461436232,0.047535439496743895,0.20387003525848682,0.7485945252447693,0.9265993412388398,0.02342437831773488,0.049976280443425336
"Uttarākhand, India",,,,,,,,,
"Krung Thep Maha Nakhon, Thailand",,,,,,,,,
"Paraná, Brazil",,,,,,,,,
"Rio Grande do Sul, Brazil",,,,,,,,,
"Baden-Württemberg, Germany",,,,,,,,,
"Lagos, Nigeria",,,,,,,,,
"Kwazulu-Natal, South Africa",,,,,,,,,
"Georgia, USA",0.8970722611575971,0.048362024530963804,0.05456571431143897,0.10292773884240049,0.35273645553567295,0.5443358056219266,0.8572719513655583,0.080252856144904,0.06247519248953776
"Hồ Chí Minh, Vietnam",,,,,,,,,
"Kinshasa, Democratic Republic of the Congo",,,,,,,,,
"Al Jīzah, Egypt",,,,,,,,,
"North Carolina, USA",0.9183917857492557,0.033654157948882005,0.04795405630186224,0.0816082142507502,0.36415764159526026,0.5542341441539894,0.8792911210698572,0.07706959956340304,0.043639279366739815
"Al Qāhirah, Egypt",,,,,,,,,
"Luanda, Angola",,,,,,,,,
"Sylhet, Bangladesh",,,,,,,,,
"Lombardia, Italy",,,,,,,,,
"Michigan, USA",0.9306915028078581,0.03800818141947679,0.031300315772665115,0.06930849719214337,0.16721977820134487,0.7634717246065117,0.9010511507043789,0.02894508023486081,0.07000376906076018
"Pernambuco, Brazil",,,,,,,,,
"Ar Riyāḑ, Saudi Arabia",,,,,,,,,
"Municipalidad Metropolitana de Lima, Peru",,,,,,,,,
"Khorāsān-e Raẕavī, Iran",,,,,,,,,
"Seoul-teukbyeolsi, South Korea",,,,,,,,,
"Makkah al Mukarramah, Saudi Arabia",,,,,,,,,
"Hainan Sheng, China",,,,,,,,,
"Kanagawa, Japan",,,,,,,,,
"Ceará, Brazil",,,,,,,,,
"New Jersey, USA",0.770942239155505,0.1313474371453308,0.09771032369916426,0.229057760844496,0.2535706683781217,0.5173715707773823,0.6806146410083193,0.1654581323393481,0.15392722665233252
"Azerbaijan, Azerbaijan",,,,,,,,,
"Sulawesi Selatan, Indonesia",,,,,,,,,
"Distrito Capital de Bogotá, Colombia",,,,,,,,,
"Fārs, Iran",,,,,,,,,
"Rivers, Nigeria",,,,,,,,,
"Kaduna, Nigeria",,,,,,,,,
"Virginia, USA",0.8745181131153736,0.06858268569028635,0.05689920119433992,0.12548188688462517,0.3823632128526958,0.4921549002626792,0.8353682664697482,0.07366096104899827,0.09097077248125353
"Katsina, Nigeria",,,,,,,,,
"Veracruz de Ignacio de la Llave, Mexico",,,,,,,,,
"Pará, Brazil",,,,,,,,,
"Quebec, Canada",,,,,,,,,
"Lampung, Indonesia",,,,,,,,,
"Ôsaka, Japan",,,,,,,,,
"Moskovskaya oblast', Russia",,,,,,,,,
"Yangon, Myanmar",,,,,,,,,
"Balochistan, Pakistan",,,,,,,,,
"Oyo, Nigeria",,,,,,,,,
"Catalunya, Spain",,,,,,,,,
"Ash Sharqīyah, Egypt",,,,,,,,,
"Andalucía, Spain",,,,,,,,,
"New South Wales, Australia",,,,,,,,,
"Jalisco, Mexico",,,,,,,,,
"Sumatera Selatan, Indonesia",,,,,,,,,
"Auvergne-Rhône-Alpes, France",,,,,,,,,
"Barishal, Bangladesh",,,,,,,,,
"Niedersachsen, Germany",,,,,,,,,
"Ciudad de México, Mexico",,,,,,,,,
"Región Metropolitana de Santiago, Chile",,,,,,,,,
"Aiti, Japan",,,,,,,,,
"Riau, Indonesia",,,,,,,,,
"Washington, USA",0.8534133259660822,0.07079728469279513,0.0757893893411226,0.1465866740339147,0.38569020564489587,0.46772312032118946,0.797102581635586,0.08653405314883872,0.11636336521557536
"Jakarta Raya, Indonesia",,,,,,,,,
"Himāchal Pradesh, India",,,,,,,,,
"Casablanca-Settat, Morocco",,,,,,,,,
"Hà Nội, Vietnam",,,,,,,,,
"Bauchi, Nigeria",,,,,,,,,
"Al Kharţūm, Sudan",,,,,,,,,
"Nord-Kivu, Democratic Republic of the Congo",,,,,,,,,
"Goiás, Brazil",,,,,,,,,
"Ad Daqahlīyah, Egypt",,,,,,,,,
"Anambra, Nigeria",,,,,,,,,
"Maranhão, Brazil",,,,,,,,,
"Western Cape, South Africa",,,,,,,,,
"Madrid, Comunidad de, Spain",,,,,,,,,
"Haut-Katanga, Democratic Republic of the Congo",,,,,,,,,
"Hong Kong, China",,,,,,,,,
"Santa Catarina, Brazil",,,,,,,,,
"Selangor, Malaysia",,,,,,,,,
"Saitama, Japan",,,,,,,,,
"Arizona, USA",0.8697423562261953,0.060146827470307966,0.0701108163034967,0.13025764377380314,0.4722202092809111,0.3975221469452857,0.7341038225406725,0.20141745693861693,0.06447872052071063
"Ningxia Zizhiiqu, China",,,,,,,,,
"Massachusetts, USA",0.8269660445750023,0.09398730059270624,0.07904665483229147,0.17303395542499678,0.22992114621583312,0.5970448983591702,0.7564412783473583,0.09394251178939804,0.14961620986324362
"Ashanti, Ghana",,,,,,,,,
"Sumalē, Ethiopia",,,,,,,,,
"Al Buḩayrah, Egypt",,,,,,,,,
"Tennessee, USA",0.9467309019785629,0.022129303116843104,0.03113979490459397,0.05326909802143951,0.3573247439458795,0.589406158032681,0.9260293090399101,0.042066457367155384,0.03190423359293449
"Tigray, Ethiopia",,,,,,,,,
"Indiana, USA",0.9458245326113053,0.022337639638945344,0.03183782774974936,0.05417546738869514,0.2680875204033553,0.6777370122079496,0.9105378675267116,0.04661606951484227,0.04284606295844621
"Akwa Ibom, Nigeria",,,,,,,,,
"Dar es Salaam, Tanzania",,,,,,,,,
"Eastern Cape, South Africa",,,,,,,,,
"Shan, Myanmar",,,,,,,,,
"Vlaamse Gewest, Belgium",,,,,,,,,
"Victoria, Australia",,,,,,,,,
"Ogun, Nigeria",,,,,,,,,
"Bāgmatī, Nepal",,,,,,,,,
"Delta, Nigeria",,,,,,,,,
"Basnāhira paḷāta, Sri Lanka",,,,,,,,,
"Guanajuato, Mexico",,,,,,,,,
"Ayeyarwady, Myanmar",,,,,,,,,
"Al Qalyūbīyah, Egypt",,,,,,,,,
"Qinghai Sheng, China",,,,,,,,,
"Puebla, Mexico",,,,,,,,,
"Al Iskandariyah, Egypt",,,,,,,,,
"Borno, Nigeria",,,,,,,,,
"Hessen, Germany",,,,,,,,,
"Tiba, Japan",,,,,,,,,
"Maryland, USA",0.846136271678991,0.08310178670912197,0.07076194161188712,0.15386372832100734,0.37373611329137,0.47240015838762267,0.8053909878670147,0.08546962183453,0.10913939029845537
"Missouri, USA",0.9581860355834035,0.021259982493437576,0.020553981923158847,0.04181396441659714,0.29680135423375076,0.6613846813496521,0.9377156734868152,0.026040260602590615,0.03624406591059428
"Antioquia, Colombia",,,,,,,,,
"Sagaing, Myanmar",,,,,,,,,
"Chiapas, Mexico",,,,,,,,,
"Kābul, Afghanistan",,,,,,,,,
"Madhesh, Nepal",,,,,,,,,
"Occitanie, France",,,,,,,,,
"Nampula, Mozambique",,,,,,,,,
"Nouvelle-Aquitaine, France",,,,,,,,,
"Haut-Lomami, Democratic Republic of the Congo",,,,,,,,,
"Al Minyā, Egypt",,,,,,,,,
"Niger, Nigeria",,,,,,,,,
"Wisconsin, USA",0.949745913453676,0.023794797848699957,0.02645928869762418,0.050254086546325134,0.23995720852454577,0.709788704929129,0.9138139150553255,0.04636638156732695,0.03981970337734752
"Ankara, Turkey",,,,,,,,,
"Hauts-de-France, France",,,,,,,,,
"Zambézia, Mozambique",,,,,,,,,
"Centre, Cameroon",,,,,,,,,
"Lazio, Italy",,,,,,,,,
"Limpopo, South Africa",,,,,,,,,
"Jigawa, Nigeria",,,,,,,,,
"Benue, Nigeria",,,,,,,,,
"Colorado, USA",0.9046920800618383,0.04456651341842416,0.05074140651973735,0.09530791993815643,0.4854177121234791,0.41927436793836437,0.8374587186720354,0.11124482073299691,0.05129646059496767
"Abidjan, Ivory Coast",,,,,,,,,
"Mandalay, Myanmar",,,,,,,,,
"Campania, Italy",,,,,,,,,
"Minnesota, USA",0.9154848995844322,0.04709516417997241,0.037419936235595315,0.0845151004155697,0.24109609025091958,0.6743888093335108,0.880105174196719,0.0389464668239804,0.08094835897930067
"Baghdād, Iraq",,,,,,,,,
"Kogi, Nigeria",,,,,,,,,
"Krasnodyarskiy kray, Russia",,,,,,,,,
"Papua, Indonesia",,,,,,,,,
"Ash Sharqīyah, Saudi Arabia",,,,,,,,,
"Al Gharbīyah, Egypt",,,,,,,,,
"Kasaï Central, Democratic Republic of the Congo",,,,,,,,,
"Nusa Tenggara Timur, Indonesia",,,,,,,,,
"Grand Est, France",,,,,,,,,
"Scotland, United Kingdom",,,,,,,,,
"Imo, Nigeria",,,,,,,,,
"Khūzestān, Iran",,,,,,,,,
"Ādīs Ābeba, Ethiopia",,,,,,,,,
"Sumatera Barat, Indonesia",,,,,,,,,
"Hokkaidô, Japan",,,,,,,,,
"Mazowieckie, Poland",,,,,,,,,
"Greater Accra, Ghana",,,,,,,,,
"Hyôgo, Japan",,,,,,,,,
"Cebu, Philippines",,,,,,,,,
"Zinder, Niger",,,,,,,,,
"Sūhāj, Egypt",,,,,,,,,
"Sokoto, Nigeria",,,,,,,,,
"Nuevo León, Mexico",,,,,,,,,
"Queensland, Australia",,,,,,,,,
"Sankt-Peterburg, Russia",,,,,,,,,
"Koshi, Nepal",,,,,,,,,
"Nairobi City, Kenya",,,,,,,,,
"Michoacán de Ocampo, Mexico",,,,,,,,,
"South Carolina, USA",0.9480367256276517,0.02291159477313263,0.029051679599215525,0.05196327437234742,0.3987447355000689,0.5492919901275836,0.9248658718531809,0.047230796744807485,0.027903331402011535
"Sīdama, Ethiopia",,,,,,,,,
"Analamanga, Madagascar",,,,,,,,,
"Hukuoka, Japan",,,,,,,,,
"Rabat-Salé-Kénitra, Morocco",,,,,,,,,
"Nusa Tenggara Barat, Indonesia",,,,,,,,,
"Valenciana, Comunidad, Spain",,,,,,,,,
"Tahoua, Niger",,,,,,,,,
"Alabama, USA",0.9652974933538463,0.014291468610328577,0.020411038035825047,0.03470250664615474,0.2740391130910314,0.6912583802628137,0.9469121137929922,0.033337026756604056,0.01975085945040382
"Kalimantan Barat, Indonesia",,,,,,,,,
"British Columbia, Canada",,,,,,,,,
"Bago, Myanmar",,,,,,,,,
"Provence-Alpes-Côte d'Azur, France",,,,,,,,,
"Marrakech-Safi, Morocco",,,,,,,,,
"Asyūţ, Egypt",,,,,,,,,
"Veneto, Italy",,,,,,,,,
"Zamfara, Nigeria",,,,,,,,,
"Kebbi, Nigeria",,,,,,,,,
"Enugu, Nigeria",,,,,,,,,
"Janūb Dārfūr, Sudan",,,,,,,,,
"Ituri, Democratic Republic of the Congo",,,,,,,,,
"Eşfahān, Iran",,,,,,,,,
"Centre, Burkina Faso",,,,,,,,,
"Valle del Cauca, Colombia",,,,,,,,,
"Kasaï, Democratic Republic of the Congo",,,,,,,,,
"Sicilia, Italy",,,,,,,,,
"Osun, Nigeria",,,,,,,,,
"Adamawa, Nigeria",,,,,,,,,
"Ḩalab, Syria",,,,,,,,,
"Ondo, Nigeria",,,,,,,,,
"Sud-Kivu, Democratic Republic of the Congo",,,,,,,,,
"Qinā, Egypt",,,,,,,,,
"Aceh, Indonesia",,,,,,,,,
"Louisiana, USA",0.9579112417034731,0.017555886263192585,0.02453287203333434,0.042088758296528396,0.17904557566551926,0.7788656660379525,0.9231145645639288,0.03713054887859212,0.0397548865574791
"Fès-Meknès, Morocco",,,,,,,,,
"Mpumalanga, South Africa",,,,,,,,,
"Toshkent (Province), Uzbekistan",,,,,,,,,
"Bali, Indonesia",,,,,,,,,
"Maradi, Niger",,,,,,,,,
"Littoral, Cameroon",,,,,,,,,
"Plateau, Nigeria",,,,,,,,,
"Oaxaca, Mexico",,,,,,,,,
"Emilia-Romagna, Italy",,,,,,,,,
"Kentucky, USA",0.9595384408515543,0.016639079355539887,0.02382247979290575,0.04046155914844533,0.2740418171480481,0.6854966237035067,0.9415004391723297,0.02742682747512068,0.03107273335254955
"Edo, Nigeria",,,,,,,,,
"Lumbinī, Nepal",,,,,,,,,
"Guayas, Ecuador",,,,,,,,,
"Śląskie, Poland",,,,,,,,,
"Kasaï Oriental, Democratic Republic of the Congo",,,,,,,,,
"Tillabéri, Niger",,,,,,,,,
"Al Minūfīyah, Egypt",,,,,,,,,
"Far North, Cameroon",,,,,,,,,
"Kermān, Iran",,,,,,,,,
"Piemonte, Italy",,,,,,,,,
"Al Jazīrah, Sudan",,,,,,,,,
"Amazonas, Brazil",,,,,,,,,
"Ozama, Dominican Republic",,,,,,,,,
"Alberta, Canada",,,,,,,,,
"Oregon, USA",0.9019805269640325,0.04710596914716563,0.050913503888801746,0.09801947303596921,0.4430786398965874,0.4589018870674434,0.8472141609095186,0.0886788439643038,0.06410699512617765
"Kalimantan Selatan, Indonesia",,,,,,,,,
"Sverdlovskaya oblast', Russia",,,,,,,,,
"Rostovskaya oblast', Russia",,,,,,,,,
"Bashkortostan, Respublika, Russia",,,,,,,,,
"Nīnawá, Iraq",,,,,,,,,
"Tanganyika, Democratic Republic of the Congo",,,,,,,,,
"Rheinland-Pfalz, Germany",,,,,,,,,
"Sachsen, Germany",,,,,,,,,
"Donets'ka oblast, Ukraine",,,,,,,,,
"Espírito Santo, Brazil",,,,,,,,,
"Paraíba, Brazil",,,,,,,,,
"Bulacan, Philippines",,,,,,,,,
"Zulia, Venezuela",,,,,,,,,
"Tripura, India",,,,,,,,,
"Kalimantan Timur, Indonesia",,,,,,,,,
"Cavite, Philippines",,,,,,,,,
"Abia, Nigeria",,,,,,,,,
"Mwanza, Tanzania",,,,,,,,,
"Tanger-Tétouan-Al Hoceïma, Morocco",,,,,,,,,
"Ekiti, Nigeria",,,,,,,,,
"P’yŏngan-namdo [Phyeongannamto], North Korea",,,,,,,,,
"Al ‘A̅şimah, Jordan",,,,,,,,,
"North-West, South Africa",,,,,,,,,
"Kongo Central, Democratic Republic of the Congo",,,,,,,,,
"Oklahoma, USA",0.9394140036965207,0.023553109896521377,0.03703288640695789,0.06058599630348137,0.33308905801774386,0.6063249456787748,0.8925412262559328,0.07423742461327293,0.03322134913079425
"İzmir, Turkey",,,,,,,,,
"Guerrero, Mexico",,,,,,,,,
"Sikasso, Mali",,,,,,,,,
"Tatarstan, Respublika, Russia",,,,,,,,,
"Tā‘izz, Yemen",,,,,,,,,
"Maritime (Région), Togo",,,,,,,,,
"Puglia, Italy",,,,,,,,,
"Kafr ash Shaykh, Egypt",,,,,,,,,
"Sabah, Malaysia",,,,,,,,,
"Magway, Myanmar",,,,,,,,,
"Samarqand, Uzbekistan",,,,,,,,,
"Meghālaya, India",,,,,,,,,
"Johor, Malaysia",,,,,,,,,
"Farg'ona, Uzbekistan",,,,,,,,,
"Pays de la Loire, France",,,,,,,,,
"Al Fayyūm, Egypt",,,,,,,,,
"Banaadir, Somalia",,,,,,,,,
"Eastern Equatoria, South Sudan",,,,,,,,,
"Zuid-Holland, Netherlands",,,,,,,,,
"Est, Rwanda",,,,,,,,,
"Attikí, Greece",,,,,,,,,
"Jambi, Indonesia",,,,,,,,,
"Yobe, Nigeria",,,,,,,,,
"Yogyakarta, Indonesia",,,,,,,,,
"Huíla, Angola",,,,,,,,,
"Lusaka, Zambia",,,,,,,,,
"wallonne, Région, Belgium",,,,,,,,,
"Santa Fe, Argentina",,,,,,,,,
"Córdoba, Argentina",,,,,,,,,
"Rio Grande do Norte, Brazil",,,,,,,,,
"Ebonyi, Nigeria",,,,,,,,,
"Azad Jammu and Kashmir, Pakistan",,,,,,,,,
"Toscana, Italy",,,,,,,,,
"Connecticut, USA",0.8518244835367793,0.08012732447529414,0.06804819198792651,0.1481755164632196,0.3095502063549312,0.5422742771818493,0.7767847594126676,0.12088930903520054,0.10232593155213193
"Chihuahua, Mexico",,,,,,,,,
"Tamaulipas, Mexico",,,,,,,,,
"Dakar, Senegal",,,,,,,,,
"Al Ḩudaydah, Yemen",,,,,,,,,
"Mato Grosso, Brazil",,,,,,,,,
"Ibb, Yemen",,,,,,,,,
"Kwilu, Democratic Republic of the Congo",,,,,,,,,
"Berlin, Germany",,,,,,,,,
"Shamāl Dārfūr, Sudan",,,,,,,,,
"Bamako, Mali",,,,,,,,,
"Wielkopolskie, Poland",,,,,,,,,
"Busan-gwangyeoksi, South Korea",,,,,,,,,
"Chelyabinskaya oblast', Russia",,,,,,,,,
"Kwara, Nigeria",,,,,,,,,
"Baja California, Mexico",,,,,,,,,
"Dagestan, Respublika, Russia",,,,,,,,,
"Khatlon, Tajikistan",,,,,,,,,
"Tete, Mozambique",,,,,,,,,
"Gyeongsangnam-do, South Korea",,,,,,,,,
"Thanh Hóa, Vietnam",,,,,,,,,
"Cross River, Nigeria",,,,,,,,,
"Guatemala, Guatemala",,,,,,,,,
"Alagoas, Brazil",,,,,,,,,
"Laguna, Philippines",,,,,,,,,
"Banī Suwayf, Egypt",,,,,,,,,
"Małopolskie, Poland",,,,,,,,,
"Manipur, India",,,,,,,,,
"Pangasinan, Philippines",,,,,,,,,
"Hidalgo, Mexico",,,,,,,,,
"Piauí, Brazil",,,,,,,,,
"Kindia, Guinea",,,,,,,,,
"Bretagne, France",,,,,,,,,
"Sudūr Pashchim, Nepal",,,,,,,,,
"Bursa, Turkey",,,,,,,,,
"Santa Cruz, Bolivia",,,,,,,,,
"P’yŏngyang [Phyeongyang], North Korea",,,,,,,,,
"Puerto Rico, USA",0.9723756378425936,0.013653164330194765,0.013971197827211646,0.027624362157406632,0.05332411951586607,0.9190515183267273,0.051464389863090626,0.9469813786598087,0.0015542314771007045
"Normandie, France",,,,,,,,,
"Utah, USA",0.9153814016964946,0.03621683682153394,0.04840176148197136,0.08461859830350545,0.29908057573103786,0.6163008259654568,0.845599285401131,0.10391391588860348,0.0504867987102655
"Hamgyŏng-namdo [Hamkyeongnamto], North Korea",,,,,,,,,
"Taraba, Nigeria",,,,,,,,,
"Qashqadaryo, Uzbekistan",,,,,,,,,
"Tabora, Tanzania",,,,,,,,,
"Ouest, Haiti",,,,,,,,,
"Ðồng Nai, Vietnam",,,,,,,,,
"Āz̄arbāyjān-e Gharbī, Iran",,,,,,,,,
"Al Başrah, Iraq",,,,,,,,,
"nohiyahoi tobei jumhurí, Tajikistan",,,,,,,,,
"Ségou, Mali",,,,,,,,,
"Amānat al ‘Āşimah [city], Yemen",,,,,,,,,
"Samarskaya oblast', Russia",,,,,,,,,
"Negros Occidental, Philippines",,,,,,,,,
"Iowa, USA",0.9453101359193979,0.023403238033524898,0.03128662604707701,0.054689864080603404,0.24510944955945807,0.7002006863599386,0.9144673180276925,0.042087504858400335,0.043445177113907066
"Āz̄arbāyjān-e Sharqī, Iran",,,,,,,,,
"Kagera, Tanzania",,,,,,,,,
"Xizang Zizhiqu, China",,,,,,,,,
"Lomami, Democratic Republic of the Congo",,,,,,,,,
"Pichincha, Ecuador",,,,,,,,,
"Wales, United Kingdom",,,,,,,,,
"Distrito Federal, Brazil",,,,,,,,,
"Sulawesi Tengah, Indonesia",,,,,,,,,
"Dnipropetrovska oblast, Ukraine",,,,,,,,,
"Sonora, Mexico",,,,,,,,,
"Māzandarān, Iran",,,,,,,,,
"Herāt, Afghanistan",,,,,,,,,
"Abū Z̧aby, United Arab Emirates",,,,,,,,,
"Eastern, Ghana",,,,,,,,,
"La Paz, Bolivia",,,,,,,,,
"Sud, Rwanda",,,,,,,,,
"Nevada, USA",0.8081708582333265,0.09948784631990097,0.09234129544677266,0.1918291417666781,0.5369284769605974,0.2712423812727245,0.7014419650504944,0.2054556087634736,0.09310242618603197
"Batangas, Philippines",,,,,,,,,
"Dubayy, United Arab Emirates",,,,,,,,,
"Şalāḩ ad Dīn, Iraq",,,,,,,,,
"Cundinamarca, Colombia",,,,,,,,,
"Andijon, Uzbekistan",,,,,,,,,
"Nizhegorodskaya oblast', Russia",,,,,,,,,
"Rizal, Philippines",,,,,,,,,
"Arkansas, USA",0.9507171998314365,0.01670823440114976,0.03257456576741368,0.049282800168563734,0.3383560650024578,0.6123611348289786,0.923303865626407,0.05509972235045714,0.02159641202313577
"Lilongwe, Malawi",,,,,,,,,
"Shamāl Kurdufān, Sudan",,,,,,,,,
"Coahuila de Zaragoza, Mexico",,,,,,,,,
"Gombe, Nigeria",,,,,,,,,
"Lualaba, Democratic Republic of the Congo",,,,,,,,,
"Souss-Massa, Morocco",,,,,,,,,
"Nghệ An, Vietnam",,,,,,,,,
"Wakiso, Uganda",,,,,,,,,
"Mississippi, USA",0.9768869593025591,0.009882384525003514,0.013230656172437525,0.02311304069744141,0.2605020769573177,0.716384882345241,0.96080364888052,0.023824580165622816,0.015371770953857397
"Sinaloa, Mexico",,,,,,,,,
"Morogoro, Tanzania",,,,,,,,,
"Koulikoro, Mali",,,,,,,,,
"Kansas, USA",0.9300582961216479,0.029586313422570946,0.04035539045578104,0.06994170387835219,0.3357983478729724,0.5942599482486755,0.8823306052119089,0.07725070017252947,0.04041869461556167
"Schleswig-Holstein, Germany",,,,,,,,,
"Stavropol'skiy kray, Russia",,,,,,,,,
"Kyiv, Ukraine",,,,,,,,,
"Kigoma, Tanzania",,,,,,,,,
"Dolnośląskie, Poland",,,,,,,,,
"Montagnes, Ivory Coast",,,,,,,,,
"San Luis Potosí, Mexico",,,,,,,,,
"Noord-Holland, Netherlands",,,,,,,,,
"Kayes, Mali",,,,,,,,,
"Rīf Dimashq, Syria",,,,,,,,,
"Mato Grosso do Sul, Brazil",,,,,,,,,
"Pampanga, Philippines",,,,,,,,,
"Tshopo, Democratic Republic of the Congo",,,,,,,,,
"Incheon-gwangyeoksi, South Korea",,,,,,,,,
"Ibaraki, Japan",,,,,,,,,
"Bourgogne-Franche-Comté, France",,,,,,,,,
"P’yŏngan-bukto [Phyeonganpukto], North Korea",,,,,,,,,
"Namangan, Uzbekistan",,,,,,,,,
"Iloilo, Philippines",,,,,,,,,
"Mopti, Mali",,,,,,,,,
"Abuja Federal Capital Territory, Nigeria",,,,,,,,,
"Novosibirskaya oblast', Russia",,,,,,,,,
"Leinster, Ireland",,,,,,,,,
"Free State, South Africa",,,,,,,,,
"North, Cameroon",,,,,,,,,
"Ouest, Rwanda",,,,,,,,,
"Tabasco, Mexico",,,,,,,,,
"Hirosima, Japan",,,,,,,,,
"Central, Ghana",,,,,,,,,
"Kankan, Guinea",,,,,,,,,
"Almaty oblysy, Kazakhstan",,,,,,,,,
"Geita, Tanzania",,,,,,,,,
"Tanga, Tanzania",,,,,,,,,
"Sarawak, Malaysia",,,,,,,,,
"Sassandra-Marahoué, Ivory Coast",,,,,,,,,
"Béni Mellal-Khénifra, Morocco",,,,,,,,,
"Bas-Sassandra, Ivory Coast",,,,,,,,,
"Sulawesi Tenggara, Indonesia",,,,,,,,,
