longname,PW Density (250m) [StatCan],PW Density (500m) [StatCan],PW Density (2km) [StatCan],PW Density (4km) [StatCan]
"Red Deer Population Center, AB, Canada",3197.5770106822283,2430.4169786838615,1557.4706413415934,1034.0089778830688
"Thunder Bay Population Center, ON, Canada",2683.647027602624,2149.9521919230006,1329.9246310977767,808.6016470568749
"Lethbridge Population Center, AB, Canada",2793.15580881443,2128.0554878058892,1301.4894087204302,747.8935204750912
"Kamloops Population Center, BC, Canada",3189.2879613371147,1900.7723656096969,974.2328915580898,590.5226909748079
"Sudbury Population Center, ON, Canada",2750.123090286183,1810.632212980875,1064.0152269772484,694.1211787174165
"Saint-Jean-sur-Richelieu Population Center, QC, Canada",3064.342210922286,2255.2779610468365,1324.3829349097712,907.0951824075398
"Peterborough Population Center, ON, Canada",2822.4721589702053,2169.546172191847,1505.1397398414194,1048.2880290956543
"Chilliwack Population Center, BC, Canada",3754.2387862526853,2597.1557143062455,1458.226755399865,793.3163861004837
"Châteauguay Population Center, QC, Canada",2946.986955746142,2351.496624067905,1461.5196148719117,811.4355680987453
"Belleville Population Center, ON, Canada",2657.7978060276632,1895.240643361676,1083.0923308621188,595.7635104652059
"Sarnia Population Center, ON, Canada",2622.7945303942765,1972.2404612288356,1301.723196723796,843.7735036550753
"Airdrie Population Center, AB, Canada",4249.740451725642,3084.4315359555017,1885.0021780416498,1162.0182602949658
"Drummondville Population Center, QC, Canada",2481.3540939582576,1923.4780472207565,1197.6620540205106,806.3588790393621
"Welland - Pelham Population Center, ON, Canada",2617.393288647729,1870.3253964269636,1249.8828885427488,799.7030234913157
"Fort McMurray Population Center, AB, Canada",3503.6116123332954,2319.714774550058,1341.3223113588983,751.1299119919588
"Prince George Population Center, BC, Canada",2212.106293480965,1613.2865657782913,927.7826370858595,583.7212248485745
"Sault Ste. Marie Population Center, ON, Canada",2393.101292102574,1731.627549641242,1146.8058104419647,730.8460152226207
"Fredericton Population Center, NB, Canada",2388.8220265708555,1465.711021107561,740.493525344407,562.7376293873506
"Medicine Hat Population Center, AB, Canada",2457.170481631078,1769.449613176135,1074.0325440646573,701.602813850999
"Grande Prairie Population Center, AB, Canada",2836.134434706386,2066.155215429557,1246.391653749145,836.1250530004138
"Granby Population Center, QC, Canada",2907.4207050400696,2220.4331304222455,1394.0172572014865,916.8319262586914
"Saint John Population Center, NB, Canada",2499.2997553572663,1673.0410896818207,741.8087942481728,493.6418167078868
"Bowmanville - Newcastle Population Center, ON, Canada",3390.912235415399,2658.122868500844,1368.9241966220036,740.2684918730447
"Beloeil Population Center, QC, Canada",2508.19395754292,2027.043948587547,1253.5367118392455,802.2805422769272
"Charlottetown Population Center, PE, Canada",2359.398569133993,1525.2716378410325,799.3530146672639,530.113882154914
"Vernon Population Center, BC, Canada",2749.246461549449,1677.8677902287961,967.8503635291931,601.8731356362835
"North Bay Population Center, ON, Canada",2465.579845606376,1827.98597678621,951.0517726890688,557.2022150563123
"Saint-Hyacinthe Population Center, QC, Canada",3096.954456604023,2653.9426603039356,1490.780233125778,803.4358220871886
"Brandon Population Center, MB, Canada",2771.2312169942984,2105.341297215684,1363.342412475899,832.5607563978084
"Joliette Population Center, QC, Canada",2538.2749860024874,1837.3964069774713,1099.2307085523328,697.3036056343406
"Courtenay Population Center, BC, Canada",1986.1270868237618,1359.8334206905458,811.7992044043461,522.6017215594582
"Cornwall Population Center, ON, Canada",3112.803846715725,2326.2773104321964,1334.0243485566205,735.141968121207
"Victoriaville Population Center, QC, Canada",2302.2231372858914,1833.3194022704263,1175.0884848364556,705.1015302217747
"Woodstock Population Center, ON, Canada",2822.373179491645,2221.528946636317,1377.5219726139862,782.4713783824359
"St. Thomas Population Center, ON, Canada",3215.8191024255625,2257.325893285357,1280.6362595788275,745.8064220265879
"Chatham Population Center, ON, Canada",2780.0936708124873,1978.3204301763556,1308.2937917877007,789.7439050414532
"Georgetown Population Center, ON, Canada",3277.5801834172485,2398.8675144566655,1370.329422623085,717.1784903285107
"Salaberry-de-Valleyfield Population Center, QC, Canada",2590.0996174634743,1855.7040768698057,1090.2284268317212,598.7586851439811
"Spruce Grove Population Center, AB, Canada",3278.276138839772,2245.8028008504566,1326.7688696139412,711.8569190774585
"Shawinigan Population Center, QC, Canada",2309.9905265007465,1735.729467835926,655.8536145343671,335.31413439779874
"Rimouski Population Center, QC, Canada",2484.0996935172398,1860.4804639765878,1083.1818846005228,528.5987122641303
"Bradford Population Center, ON, Canada",4470.272712366996,3226.600789961312,1802.4418670819393,774.3190435504035
"Campbell River Population Center, BC, Canada",2079.5157132970494,1538.3163373427246,781.1620882054208,410.1509815622066
"Penticton Population Center, BC, Canada",3005.419599990845,2280.5212531407606,1189.1277211217614,647.1073235367498
"Prince Albert Population Center, SK, Canada",2581.9134346505753,2036.4992100562758,1105.067189380734,634.5547512654323
"Stouffville Population Center, ON, Canada",4686.416149227564,3267.4591487982775,1689.5449310328675,740.3784694407942
"Sorel Population Center, QC, Canada",2266.424197830566,1680.3416132371726,935.8606860042688,562.6539559250831
"Mission Population Center, BC, Canada",2981.216324263969,2145.2988035233857,1388.1894629289804,670.4114646413365
"Leamington Population Center, ON, Canada",2486.780725110192,1709.1898160220535,875.1049845901066,362.691018797213
"Orangeville Population Center, ON, Canada",2814.293555249686,2010.1880003299525,1105.1820486808479,603.6159072361417
"Leduc Population Center, AB, Canada",3577.741786319141,2172.2267324338645,1105.278884742182,569.8799746156126
"Orillia Population Center, ON, Canada",2576.0845885665935,1956.5507685450063,1036.1507926517747,590.6724968777536
"Stratford Population Center, ON, Canada",2815.98577128798,2059.3678770607135,1292.128655863949,643.0884522865575
"Moose Jaw Population Center, SK, Canada",2293.4009906297074,1791.2487477500044,968.7432046393269,581.4271676111377
"Cochrane Population Center, AB, Canada",3682.2577000731976,1825.3443499343177,687.6220926644672,453.9329669399672
"Lloydminster Population Center, SK-AB, Canada",2675.0618505914495,1826.9030559613093,1163.310103766835,598.0558870044574
"Cape Breton - Sydney Population Center, NS, Canada",1813.6678790115652,1387.3997404026472,762.8960416200244,452.8978745451313
"Okotoks Population Center, AB, Canada",3316.4745600242813,2242.3310117661704,1111.781113814383,595.9890888251447
"Innisfil Population Center, ON, Canada",2472.3515187668904,1823.7537704459837,841.7901426047227,416.4445275423129
"Timmins Population Center, ON, Canada",3258.6815079327143,2540.9881171564957,1137.43140371002,560.3942131168668
"Saint-Georges Population Center, QC, Canada",2017.2352015292083,1561.8666216536237,838.381028655848,479.0019076921013
"Parksville Population Center, BC, Canada",1667.4702870742422,1181.8553270837697,566.4181546245796,288.0684451847063
"Keswick - Elmhurst Beach Population Center, ON, Canada",2948.9683791062444,1945.3291582037539,846.7453802728744,423.35371188422056
"Fort Saskatchewan Population Center, AB, Canada",3414.6161495718125,1985.7875486796304,1073.5522935728086,496.86722177497774
"Bolton Population Center, ON, Canada",3785.1406888846805,2400.527063116022,1016.8209115695332,523.8471569935792
"Midland Population Center, ON, Canada",2020.6101033926527,1436.9967495953088,693.4589410424456,359.79776894622535
"Val-d'Or Population Center, QC, Canada",2314.1777766329783,1781.7610622410741,831.3727740594504,387.83032794758697
"Quispamsis - Rothesay Population Center, NB, Canada",1447.6821129752757,826.6993761337695,517.1322206786401,352.30031764385717
"Whitehorse Population Center, YT, Canada",2101.048962984863,1322.7110794776856,389.69498477746424,208.38074469292553
"Duncan Population Center, BC, Canada",2469.6945591393683,1525.2816982299814,752.2884793465144,402.3982198376414
"Hudson Population Center, QC, Canada",1910.245831561365,914.1284360754651,465.89035250432244,314.1021014205306
"Tsawwassen Population Center, BC, Canada",3033.004661511226,2025.2401357297383,1119.852937878545,474.60337514123245
"Truro Population Center, NS, Canada",1795.9880889083583,1086.5051954219032,593.298317183885,355.08787430638347
"Alliston Population Center, ON, Canada",3328.703629729274,2418.8620265255186,849.170387794656,319.7685883273241
"Fergus Population Center, ON, Canada",2245.350723085561,1649.4892088385006,799.8403051310846,347.00401498065673
"Rouyn-Noranda Population Center, QC, Canada",2473.275888028502,1714.3225397290826,861.7741822490293,384.79453495714154
"Ladner Population Center, BC, Canada",3931.7221136843436,2688.5780661269355,1252.2937072978543,484.06580837317557
"Collingwood Population Center, ON, Canada",2403.6828064944375,1623.266518806184,899.4659544325679,428.26755759854956
"Lindsay Population Center, ON, Canada",2072.6404341222637,1807.4028973293853,1069.3805561157828,467.38893009749995
"Owen Sound Population Center, ON, Canada",2146.1225552581204,1615.5095308470657,975.2105786946811,455.60204926947085
"Brockville Population Center, ON, Canada",2383.251527519754,1868.4073825466378,894.0405133870023,445.44823485232325
"Magog Population Center, QC, Canada",2192.703677845155,1649.03847102894,865.4592555459326,422.2655098708901
"Squamish Population Center, BC, Canada",2799.4605163094834,1343.8689000791687,529.5969437290299,264.5243009563777
"Wasaga Beach Population Center, ON, Canada",1812.460679841054,903.4781368963272,375.9799781300548,226.6344750895562
"Port Alberni Population Center, BC, Canada",1511.1626303537478,1171.5030662987929,617.804038237323,319.8951331200147
"Chestermere Population Center, AB, Canada",4389.078554493029,2695.097254768068,949.6183553902936,416.61241499217607
"Sept-Îles Population Center, QC, Canada",2325.610907822918,1803.1945567802686,817.3289959072947,346.57336330854673
"Fort St. John Population Center, BC, Canada",2517.4813195387414,1838.2280646584184,971.9276973120468,429.1315571498225
"Beaumont Population Center, AB, Canada",3494.2479934292305,2289.587095059757,1146.6449425474177,428.35741801345074
"Varennes Population Center, QC, Canada",3102.222458404412,2404.852507652076,1054.535899699505,435.7612188068661
"Alma Population Center, QC, Canada",2264.83453311408,1633.0335899616039,991.0551301646317,446.4441431480725
"Cranbrook Population Center, BC, Canada",2170.4302590298726,1664.6415771708664,908.7035635132944,400.87580937230956
"Cobourg Population Center, ON, Canada",2407.5515116723245,1592.5246181204375,789.0669887245357,402.0457300722156
"Yellowknife Population Center, NT, Canada",2817.8312695756026,2137.1803716700138,800.181013053744,374.23184193509786
"Les Coteaux Population Center, QC, Canada",2408.658158584694,1401.9245169877818,443.25114112346137,263.696193988711
"New Glasgow Population Center, NS, Canada",1333.899956642191,978.6640143389942,472.04591903776594,253.54718990824207
"Corner Brook Population Center, NL, Canada",2013.1838809542785,1348.0011169973009,558.3889235331872,311.2183204003708
"Rivière-du-Loup Population Center, QC, Canada",2267.204495004716,1606.225416755672,792.1457433697972,351.7109554982661
"Tillsonburg Population Center, ON, Canada",2259.2554979311644,1383.4273799754717,783.6262651796795,366.16356818763745
"Camrose Population Center, AB, Canada",1995.310290827285,1398.0030140702436,839.143010111437,370.0194654005882
"Steinbach Population Center, MB, Canada",2389.9455474605556,1450.2286728379918,834.4587183070643,362.94184016019005
"Buckingham Population Center, QC, Canada",2182.8204585617664,1490.9139875437027,611.3491592808809,327.9287404830941
"Stony Plain Population Center, AB, Canada",2866.0118110599165,1685.6048087412007,806.9027252095608,437.5129361628816
"Valley East Population Center, ON, Canada",1990.5625254845897,1025.396171559234,428.2835808197493,230.9054725773022
"Thetford Mines Population Center, QC, Canada",1993.0604346673322,1537.9710388083347,797.1081913127501,356.7956564029909
"Glace Bay Population Center, NS, Canada",1464.4357886705627,842.3724977028933,507.48164913393776,269.9253638857439
"Pembroke Population Center, ON, Canada",1798.9366488050277,1345.1975178010568,727.0593838943503,332.9732082566554
"L'Assomption Population Center, QC, Canada",2832.4993482336054,2059.8184863933793,890.1950962458116,382.1341435325423
"Swift Current Population Center, SK, Canada",1885.325090634873,1491.9687288806942,740.1694691311743,325.96640278655553
"Sylvan Lake Population Center, AB, Canada",2615.7195943716774,1763.9970358741496,829.0322862847419,328.4160562231182
"Simcoe Population Center, ON, Canada",2111.7124482372647,1516.155974105476,897.8050537781204,337.782486313505
"Salmon Arm Population Center, BC, Canada",2115.67886597279,1163.2845114859388,627.7717630857783,285.32052152512364
"Strathroy Population Center, ON, Canada",1877.6736992339881,1305.3752829530943,715.3123856483954,348.77772649294917
"Bathurst Population Center, NB, Canada",1416.2992584517006,712.0131565400432,284.0775446849189,141.20610374888764
"Yorkton Population Center, SK, Canada",1964.9132733157244,1534.1002471298311,694.4561245501083,306.0535714688567
"Laurentides Population Center, QC, Canada",2252.1372432806024,1492.3957398760579,559.2647974552846,313.5442451140386
"Port Colborne Population Center, ON, Canada",1864.7598712352972,1382.505860380812,772.8829810145675,326.0684989745619
"Fort Erie Population Center, ON, Canada",1695.6747819778566,1238.2563522816297,472.56002118803667,244.61240136140145
"Winkler Population Center, MB, Canada",2491.6362161111465,1668.576894671118,724.0364162246398,288.032283799714
"Amherstburg Population Center, ON, Canada",2321.0458762032313,1561.4549459987313,618.9667901028645,263.36250396443893
"Paris Population Center, ON, Canada",2246.246548692208,1395.2222950741054,636.8157257723752,292.4615660355947
"Summerside Population Center, PE, Canada",2431.678389438149,1353.4653874617954,645.8486355107885,295.54875744810727
"Kentville Population Center, NS, Canada",1816.4912646105913,898.4170430870068,390.48352423468185,227.63370250340117
"Brooks Population Center, AB, Canada",2586.5400032619204,1627.58439954246,738.0406618472011,300.628447699318
"Terrace Population Center, BC, Canada",1566.0381758735716,1054.236252234446,538.4393742018298,239.37000241334977
"Angus - Borden CFB-BFC Population Center, ON, Canada",2754.784695997153,1670.787281201796,616.2425240161285,273.50523060978935
"Petawawa Population Center, ON, Canada",1721.7860248738891,1214.4893046129537,655.5043164156248,295.93569543821474
"New Hamburg Population Center, ON, Canada",2454.7063136835495,1553.568834320721,500.6759932600918,204.5071120722257
"High River Population Center, AB, Canada",2528.8699854671127,1399.9275557800036,576.549202679443,265.02852069996425
"Carleton Place Population Center, ON, Canada",2227.081560783041,1631.2402532922172,790.8837778788536,306.47193523718823
"Strathmore Population Center, AB, Canada",2790.9157110310784,1646.2307075707724,787.1437627741718,286.54006294382805
"North Battleford Population Center, SK, Canada",2051.4464649523325,1571.6156620102154,839.0158681500526,288.93943397675963
"Rockland Population Center, ON, Canada",2599.442864170543,1922.343325709002,905.4052309321935,300.3518075559195
"Ingersoll Population Center, ON, Canada",2185.010808694179,1569.4546497401047,806.8498502632771,288.1718049042993
"Port-Alfred-Bagotville Population Center, QC, Canada",1950.7387947523748,1240.0506246832304,537.3942952496782,245.70726378208897
"Cowansville Population Center, QC, Canada",1967.2943183989546,1352.858362668006,702.9348651316067,292.740638667661
"Beamsville Population Center, ON, Canada",2845.4399012966637,2269.5948350463063,900.7907328044308,336.12953565296175
"Canmore Population Center, AB, Canada",3066.426053245399,1571.3029261234065,671.8666125564421,280.7086777056346
"Edmundston Population Center, NB, Canada",1598.2983280715032,914.3328643328549,326.6061271028759,166.94233837421135
"Powell River Population Center, BC, Canada",1396.155504298086,920.8282729771934,391.0350008708455,191.22123615362335
"Aldergrove Population Center, BC, Canada",3621.530082090071,2447.9091685307353,1250.4861079781874,414.14191855938185
"Port Hope Population Center, ON, Canada",1937.1292665527253,1289.110614608961,667.4984916563455,270.08532227030184
"Portage la Prairie Population Center, MB, Canada",1937.080517554833,1358.476951649162,640.3435234236941,274.87955276572603
"Trail - Fruitvale Population Center, BC, Canada",1344.8842380043177,811.7931043116778,246.23933002038095,123.93128809599376
"Lacombe Population Center, AB, Canada",2285.866050776194,1479.197920366468,626.5827436919521,268.7943824236748
"Duck Lake Population Center, BC, Canada",2315.5541597091747,1076.3364761323928,295.5174725048573,189.31055702804147
"Wetaskiwin Population Center, AB, Canada",2108.5166245552964,1428.7264769437215,699.262565520098,255.0613416787364
"Warman Population Center, SK, Canada",2619.807882004823,1927.7249422596942,840.1000816469993,252.61306529946793
"Sydney Mines Population Center, NS, Canada",1589.6259146570048,1014.7924283390133,372.94476460063515,182.48520826385342
"Thompson Population Center, MB, Canada",2634.468833724138,1752.7249924658975,777.3819213405661,253.1971998290236
"Caledonia Population Center, ON, Canada",2478.445715704826,1643.774415549218,712.0900427608018,261.44989117393175
"Sainte-Agathe-des-Monts - Val-David Population Center, QC, Canada",1326.2879750616053,885.573669299831,404.3569091207271,181.09273927170386
"Quesnel Population Center, BC, Canada",1318.5900032213633,792.9246985858897,355.3525880649898,180.26222343991952
"Grand Falls-Windsor Population Center, NL, Canada",1992.600979064096,1369.7158560321163,514.588084907964,251.1412685080732
"Williams Lake Population Center, BC, Canada",2202.225744476307,1050.7753158241592,435.2125337910344,214.54880198616394
"Prince Rupert Population Center, BC, Canada",2485.4808492056072,1647.5741263630835,575.2057947113091,229.02968859178478
"Uxbridge Population Center, ON, Canada",2179.1383612896334,1227.226736035922,660.7541809664453,255.1189284329393
"Saint-Augustin Population Center, QC, Canada",2822.6200695256475,1996.7630819063775,562.2826622531619,250.8714781854448
"Hawkesbury Population Center, QC-ON, Canada",2068.747047778062,1532.058545271154,594.0655248303717,282.7002335952801
"Dawson Creek Population Center, BC, Canada",1549.14378870257,1170.677847906781,576.8387162232837,247.0010584518387
"Chatham - Douglastown Population Center, NB, Canada",1303.2578637032575,721.2250795247596,282.1142853387367,141.4809283964712
"Sooke Population Center, BC, Canada",2802.7490240343927,1241.6005918143276,542.7444970362778,244.13515163801952
"Arnprior Population Center, ON, Canada",2153.32479279744,1187.540781205479,616.3008247065492,228.70923614503656
"Sainte-Anne-des-Plaines Population Center, QC, Canada",3105.343685437691,2437.9371413185745,835.3719399157121,270.48663807751865
"Lavaltrie Population Center, QC, Canada",2198.4817583635677,1683.6959457254736,693.65252224623,250.0235159518617
"Lachute Population Center, QC, Canada",2006.965022789387,1455.6451513501888,673.905119035677,263.72744775408637
"Saint-Amable Population Center, QC, Canada",2905.9198769003897,2303.5263615437652,783.9408441015066,272.3164525329574
"Nelson Population Center, BC, Canada",2207.6277265807075,1645.8177701642983,608.3777788820075,231.05633143923052
"Ladysmith Population Center, BC, Canada",2023.6646842642306,1029.5573744006751,389.3159029155858,175.18931664603102
"Hauterive Population Center, QC, Canada",2219.292963489157,1488.5762541276342,624.3492646397082,229.58043965114467
"Elliot Lake Population Center, ON, Canada",2064.549470570865,1238.1035513410884,502.3295113928771,202.79861693376725
"Kenora Population Center, ON, Canada",1479.6496121368075,945.8930688683719,417.45016006957263,180.91079764938374
"Weyburn Population Center, SK, Canada",1814.0852160251497,1383.3607846393636,687.5715975336708,221.68153378186815
"Dolbeau Population Center, QC, Canada",1717.1916153974414,1230.6987443466348,411.16530885974913,219.2156693234361
"Binbrook Population Center, ON, Canada",4271.75442382195,2894.5331776365783,905.7603383969459,266.96321955238034
"Elmira Population Center, ON, Canada",2569.799079441478,2120.2427405722588,804.6416813209418,242.18752058134817
"Sainte-Marie Population Center, QC, Canada",2180.8554507081567,1469.4263201699748,508.60069575879754,218.70774012690805
"Estevan Population Center, SK, Canada",1779.3705316223684,1402.4104092943624,656.349430086225,218.18938629137776
"Martensville Population Center, SK, Canada",2362.7673223826146,1867.436877024322,733.5219924095047,215.01117683184685
"Morinville Population Center, AB, Canada",2792.5128616419047,1605.532752035533,650.8473660540158,220.9026645190809
"Matane Population Center, QC, Canada",2306.1829019368065,1700.5889976655337,660.0445071910414,215.48817933673178
"Wallaceburg Population Center, ON, Canada",1808.4116159981372,1312.9831688774593,641.4797642801661,217.50287314668
"Blackfalds Population Center, AB, Canada",2353.435977900376,1849.8438781723908,685.0224473452987,216.97750000799263
"Castlegar Population Center, BC, Canada",1623.4196488741886,790.280830918758,254.88805374475314,128.23089682988982
"Marieville Population Center, QC, Canada",3091.239491532252,2030.3395613483385,562.7034890277998,217.66952925217657
"Whistler Population Center, BC, Canada",1554.4419149953724,713.7228903847941,316.04728979083893,166.3773166989009
"Gander Population Center, NL, Canada",2270.8256806979507,1683.637077943314,646.3326528903686,218.60952429160255
"Bracebridge Population Center, ON, Canada",1933.3954412164098,990.4069764446671,476.3148607413555,226.16975937040186
"Summerland Population Center, BC, Canada",1531.0899223139832,943.1773734635071,426.0857477623698,194.11110890690773
"Selkirk Population Center, MB, Canada",1909.8645347630031,1584.0027375616485,692.3532458049782,245.78310416676388
"Port Elgin Population Center, ON, Canada",1853.4492061408446,1516.3495393297273,648.9282454948418,220.672971788087
"Tottenham Population Center, ON, Canada",3284.748137661609,1971.7742172870167,695.7078545104323,224.71013785898631
"Gibsons Population Center, BC, Canada",1665.9563141960466,884.5204265825489,389.5442278935113,183.85463467521026
"Port Perry Population Center, ON, Canada",1588.5258035441116,1259.5164668282678,548.4601041747853,195.20116987050378
"Amherst Population Center, NS, Canada",1596.710665034938,1217.8818950443658,623.7337227240188,210.7125268168891
"Listowel Population Center, ON, Canada",2228.151317334234,1580.7469831157277,669.6399765980602,205.39590268002036
"Crystal Beach Population Center, ON, Canada",1265.7441167238317,989.8592508042213,477.835948678975,206.24825369884954
"Smiths Falls Population Center, ON, Canada",2026.2593926956552,1733.7012679669804,676.5860837172305,214.49502701545217
"Sechelt Population Center, BC, Canada",1224.8818150513823,786.8697315288882,267.44614939575024,142.59775103303585
"Acton Population Center, ON, Canada",2361.0181782437107,1533.9771967068116,647.536117751373,230.21952614794074
"Kincardine Population Center, ON, Canada",1522.0809471508799,1082.8180739254874,407.7223428040238,162.89730089128494
"Amos Population Center, QC, Canada",1790.103736641075,1330.4346284368205,534.2644778507159,212.53112485519515
"Whitecourt Population Center, AB, Canada",2132.1249849433502,1400.2083214563954,431.8398151004318,199.27235026576838
"Hinton Population Center, AB, Canada",2243.4156615407474,1264.3520805862681,337.8709914810844,132.20518298391679
"Morden Population Center, MB, Canada",2299.8177759318805,1477.8877297960514,629.3512886779442,202.16782092443398
"Baie-Comeau Population Center, QC, Canada",1920.8074981902637,1090.2646683406413,362.6180801643945,159.22129408808826
"Labrador City Population Center, NL, Canada",1888.154758231622,1340.606506335755,416.6456514569137,126.83719927690437
"Shelburne Population Center, ON, Canada",2903.5805009804535,2156.850791479623,708.5330985882612,199.38577248627286
"Olds Population Center, AB, Canada",2570.675034722763,1488.9590369258813,597.4792080783071,186.7884814171186
"Taber Population Center, AB, Canada",1902.1580473057627,1325.6355218122235,603.576384008955,184.36714553694242
"Donnacona Population Center, QC, Canada",1901.475734470385,1405.0838409435728,448.1992273966856,175.40840830968733
"Montmagny Population Center, QC, Canada",2084.6256020779583,1585.3729073218046,579.1553129871587,188.94395999136177
"Saint-Sauveur-des-Monts Population Center, QC, Canada",1616.0771957380418,936.6915877923274,471.11378488576094,269.2948036335205
"Campbellton Population Center, NB, Canada",1749.5398203731354,1187.7096458847805,371.9179575563347,144.12676957278475
"Bridgewater Population Center, NS, Canada",2092.68087182787,1051.9871591417411,522.6930428295224,205.3880010243477
"Embrun Population Center, ON, Canada",2262.1289076045914,1188.8088008877053,530.4631777916775,191.48138398185117
"Coaldale Population Center, AB, Canada",2062.3487207716657,1415.069864696769,589.1044086468281,179.41730584432736
"Oromocto Population Center, NB, Canada",1654.3114643516985,1048.5422045826663,408.7759751406688,193.69529434364378
"Shediac Population Center, NB, Canada",1847.3235241836114,1039.5601647894257,400.78554638222704,168.23843313822485
"Sutton Population Center, ON, Canada",2041.71628673022,892.9344430496529,309.4866999966028,162.9251147289533
"King Population Center, ON, Canada",2250.4020645507717,913.3692151079431,434.5283287063725,342.85368110771077
"Renfrew Population Center, ON, Canada",1727.8653246889694,985.0680342545184,471.73660672811536,181.15611666285642
"Banff Population Center, AB, Canada",4466.304783011859,2311.6724073312494,594.6444048192743,166.2350168502755
"Essex Population Center, ON, Canada",1823.781952268147,1457.964441225153,619.0750131781867,187.6910251960489
"Napanee Population Center, ON, Canada",2204.419617015291,1466.0143678796956,534.8224071751508,196.80943162229465
"Edson Population Center, AB, Canada",2212.0202973194387,1359.574260389576,514.1208282212267,168.32300648314637
"Roberval Population Center, QC, Canada",2040.6616052282632,1521.009810679626,549.8793603348055,179.96773634868907
"Dauphin Population Center, MB, Canada",1601.0817699949712,1239.550361735153,488.3607720080794,169.08021450571036
"Aylmer Population Center, ON, Canada",2302.385577993306,1585.9310518821153,605.3420642059148,183.92261537912347
"Port Dover Population Center, ON, Canada",1512.9191648302785,1011.1445351756314,446.3807223919004,166.55873156005305
"Farnham Population Center, QC, Canada",1751.921952810459,1274.1623157510003,547.3805096633054,191.71658264604298
"Yarmouth Population Center, NS, Canada",1204.45086392888,919.8269894208717,376.2881581095659,167.57773123567776
