longname,Housing Units per Adult,Housing Units per Adult (2010),Housing Units per Adult (2000),Vacancy %,Vacancy % (2010),Vacancy % (2000),Rent/Income < 20%,Rent/Income 20%-40%,Rent/Income > 40%,1BR Rent < $750 %,1BR Rent $750 - $1500 %,1BR Rent > $1500 %,2BR Rent < $750 %,2BR Rent $750 - $1500 %,2BR Rent > $1500 %,% units built pre-1970,% units built in 1970s,% units built in 1980s,% units built in 1990s,% units built in 2000s,% units built in 2010s+,Renter %
"Texas, USA",0.5293742410097342,0.5443816152346731,0.5437532815537536,0.09440708272559285,0.10333436207591878,0.09143134679127919,0.2588805277965505,0.4156685932709587,0.3254508789324909,0.2012119811958941,0.6877566368463686,0.1110313819577374,0.1433944737190331,0.6392004137111607,0.2174051125698063,0.22309026571739637,0.143723630135413,0.1572641293296366,0.14640119517137276,0.18413544846393967,0.14538533118224173,0.37584032037859344
"Chhattīsgarh, India",,,,,,,,,,,,,,,,,,,,,,
"Jilin Sheng, China",,,,,,,,,,,,,,,,,,,,,,
"Nei Mongol Zizhiqu, China",,,,,,,,,,,,,,,,,,,,,,
"Gansu Sheng, China",,,,,,,,,,,,,,,,,,,,,,
"Xinjiang Uygur Zizhiqu, China",,,,,,,,,,,,,,,,,,,,,,
"Āmara, Ethiopia",,,,,,,,,,,,,,,,,,,,,,
"Taiwan, China",,,,,,,,,,,,,,,,,,,,,,
"Beijing Shi, China",,,,,,,,,,,,,,,,,,,,,,
"Florida, USA",0.5685979798595052,0.6058603951781174,0.5912088614246107,0.13514083785513792,0.17237739866360172,0.13100862398372143,0.19299893968193002,0.410695266886242,0.396305793431828,0.1843318017284435,0.6307251914975143,0.18494300677404227,0.09161949569229139,0.5820932799182446,0.32628722438946417,0.19551922129393237,0.17061775193220372,0.19861319106547734,0.16406695095546428,0.18432818793499353,0.08685469681792879,0.3355082440724947
"Minas Gerais, Brazil",,,,,,,,,,,,,,,,,,,,,,
"Delhi, India",,,,,,,,,,,,,,,,,,,,,,
"Rajshahi, Bangladesh",,,,,,,,,,,,,,,,,,,,,,
"New York, USA",0.527022176002576,0.5369273610700034,0.5362237379011575,0.0905106897676281,0.09462773384840106,0.07883017789981503,0.26120739773776,0.3780143705892514,0.36077823167298856,0.21759002234911645,0.3759025777844194,0.40650739986646417,0.15599604005334775,0.39319391844045015,0.45081004150620196,0.6636635080781329,0.09836050755055745,0.07577683275642817,0.06235404488042705,0.061253164954590156,0.03859194177986429,0.4561027075079485
"YeDebub Bihēroch Bihēreseboch na Hizboch, Ethiopia",,,,,,,,,,,,,,,,,,,,,,
"Rangpur, Bangladesh",,,,,,,,,,,,,,,,,,,,,,
"Nordrhein-Westfalen, Germany",,,,,,,,,,,,,,,,,,,,,,
"Buenos Aires, Argentina",,,,,,,,,,,,,,,,,,,,,,
"Rio de Janeiro, Brazil",,,,,,,,,,,,,,,,,,,,,,
"Khulna, Bangladesh",,,,,,,,,,,,,,,,,,,,,,
"México, Mexico",,,,,,,,,,,,,,,,,,,,,,
"Tianjin Shi, China",,,,,,,,,,,,,,,,,,,,,,
"Gauteng, South Africa",,,,,,,,,,,,,,,,,,,,,,
"Bahia, Brazil",,,,,,,,,,,,,,,,,,,,,,
"Jammu and Kashmīr, India",,,,,,,,,,,,,,,,,,,,,,
"İstanbul, Turkey",,,,,,,,,,,,,,,,,,,,,,
"Ontario, Canada",,,,,,,,,,,,,,,,,,,,,,
"Kano, Nigeria",,,,,,,,,,,,,,,,,,,,,,
"Sumatera Utara, Indonesia",,,,,,,,,,,,,,,,,,,,,,
"Banten, Indonesia",,,,,,,,,,,,,,,,,,,,,,
"Gyeonggi-do, South Korea",,,,,,,,,,,,,,,,,,,,,,
"Tehrān, Iran",,,,,,,,,,,,,,,,,,,,,,
"Mymensingh, Bangladesh",,,,,,,,,,,,,,,,,,,,,,
"Tôkyô, Japan",,,,,,,,,,,,,,,,,,,,,,
"Bayern, Germany",,,,,,,,,,,,,,,,,,,,,,
"Pennsylvania, USA",0.5536021804997108,0.5599284626028509,0.5590113061448614,0.09180043860796927,0.09553183751834989,0.08690935134803479,0.2891540598155684,0.3887936407484663,0.3220522994359652,0.39254801184922866,0.4930499538417142,0.11440203430905713,0.21255345471629428,0.6087478975538247,0.17869864772988106,0.5635665884312765,0.1250612502606892,0.09619162774083044,0.0940224659330591,0.08020840428127828,0.040949663352866365,0.3082582855108395
"National Capital Region, Philippines",,,,,,,,,,,,,,,,,,,,,,
"Illinois, USA",0.5415095085082707,0.5450264986067743,0.531910934141876,0.0786466607891043,0.0852430521076558,0.059032163718119174,0.282706335370108,0.39532772673696404,0.32196593789292804,0.3265675743924261,0.48702010041671445,0.18641232519085948,0.18018187650302925,0.590550608336861,0.22926751516010974,0.5077985013158063,0.14392887331278736,0.09093408675385552,0.11095654364363715,0.10891616152095633,0.0374658334529572,0.334830423494389
"Moskva, Russia",,,,,,,,,,,,,,,,,,,,,,
"Île-de-France, France",,,,,,,,,,,,,,,,,,,,,,
"Ohio, USA",0.5687320065959613,0.5814487097724959,0.5644839689612355,0.08241887098881102,0.10092650633216514,0.06958857356497078,0.3093740028190725,0.39440550679715425,0.2962204903837731,0.5940214922287829,0.36680882632494477,0.03916968144627228,0.29846006593783025,0.6305256148011059,0.07101431926106393,0.5114685442145767,0.14143381309664851,0.09094093292255735,0.11720993378927191,0.09456086745030164,0.04438590852664388,0.3340442760595853
"Uttarākhand, India",,,,,,,,,,,,,,,,,,,,,,
"Krung Thep Maha Nakhon, Thailand",,,,,,,,,,,,,,,,,,,,,,
"Paraná, Brazil",,,,,,,,,,,,,,,,,,,,,,
"Rio Grande do Sul, Brazil",,,,,,,,,,,,,,,,,,,,,,
"Baden-Württemberg, Germany",,,,,,,,,,,,,,,,,,,,,,
"Lagos, Nigeria",,,,,,,,,,,,,,,,,,,,,,
"Kwazulu-Natal, South Africa",,,,,,,,,,,,,,,,,,,,,,
"Georgia, USA",0.536101699204047,0.5669537963316552,0.5445899282153758,0.08822839969401841,0.12115066587349617,0.08256461618462395,0.2620674032602723,0.39926827629578565,0.3386643204439422,0.2896579327118069,0.5626805212598734,0.14766154602831974,0.2254669479904476,0.6037226453009513,0.17081040670860104,0.20781836973135318,0.13263658465282968,0.1621492792758901,0.19964491470929854,0.2094960756965394,0.0882547759340893,0.3547963300658929
"Hồ Chí Minh, Vietnam",,,,,,,,,,,,,,,,,,,,,,
"Kinshasa, Democratic Republic of the Congo",,,,,,,,,,,,,,,,,,,,,,
"Al Jīzah, Egypt",,,,,,,,,,,,,,,,,,,,,,
"North Carolina, USA",0.5766049595890425,0.5941997534860763,0.5770780183248836,0.11558933388007825,0.13111377892410206,0.10813204027285285,0.2812405008626421,0.4042573705113972,0.3145021286259607,0.366285173834669,0.5613766606136326,0.07233816555169834,0.29708642951976993,0.6031245247206571,0.09978904575957295,0.2351954803001361,0.13118476586737446,0.14847092319338365,0.1909461651720268,0.18706686476736442,0.10713580069971451,0.34060120796773247
"Al Qāhirah, Egypt",,,,,,,,,,,,,,,,,,,,,,
"Luanda, Angola",,,,,,,,,,,,,,,,,,,,,,
"Sylhet, Bangladesh",,,,,,,,,,,,,,,,,,,,,,
"Lombardia, Italy",,,,,,,,,,,,,,,,,,,,,,
"Michigan, USA",0.5759569619843667,0.5982990889900149,0.5740858309155128,0.11439469002782944,0.14153451030811837,0.10193779128379474,0.2743046229261758,0.389662044745114,0.3360333323287102,0.48576188787443525,0.45972364906460567,0.05451446306095909,0.2215954897226839,0.6716318667837283,0.10677264349358781,0.4816880671712074,0.15326783696574747,0.09813893763650657,0.13008025708590962,0.09927686802587167,0.0375480331147574,0.2781453758542839
"Pernambuco, Brazil",,,,,,,,,,,,,,,,,,,,,,
"Ar Riyāḑ, Saudi Arabia",,,,,,,,,,,,,,,,,,,,,,
"Municipalidad Metropolitana de Lima, Peru",,,,,,,,,,,,,,,,,,,,,,
"Khorāsān-e Raẕavī, Iran",,,,,,,,,,,,,,,,,,,,,,
"Seoul-teukbyeolsi, South Korea",,,,,,,,,,,,,,,,,,,,,,
"Makkah al Mukarramah, Saudi Arabia",,,,,,,,,,,,,,,,,,,,,,
"Hainan Sheng, China",,,,,,,,,,,,,,,,,,,,,,
"Kanagawa, Japan",,,,,,,,,,,,,,,,,,,,,,
"Ceará, Brazil",,,,,,,,,,,,,,,,,,,,,,
"New Jersey, USA",0.5159103685391919,0.5272065794671302,0.5224821467327774,0.08811266033806833,0.09363085596459012,0.07292646783864228,0.25059966789865323,0.39697095376566716,0.3524293783356795,0.17150934031445306,0.5538917068119359,0.274598952873611,0.06842706289773283,0.42334313473791735,0.5082298023643498,0.5266034737661975,0.124477104734937,0.11793455910704148,0.09479172353682842,0.08868989128715088,0.04750324756784472,0.3617740271048305
"Azerbaijan, Azerbaijan",,,,,,,,,,,,,,,,,,,,,,
"Sulawesi Selatan, Indonesia",,,,,,,,,,,,,,,,,,,,,,
"Distrito Capital de Bogotá, Colombia",,,,,,,,,,,,,,,,,,,,,,
"Fārs, Iran",,,,,,,,,,,,,,,,,,,,,,
"Rivers, Nigeria",,,,,,,,,,,,,,,,,,,,,,
"Kaduna, Nigeria",,,,,,,,,,,,,,,,,,,,,,
"Virginia, USA",0.5360254098687564,0.5457453476419327,0.5431974359238455,0.08179402739522937,0.08907404768874086,0.06949192919215387,0.2685379620277811,0.4162923420508223,0.3151696959213966,0.21080000701956922,0.43889471270959185,0.350305280270839,0.16051511192515425,0.4958331999653349,0.34365168810951086,0.30365618689447926,0.1515733990112286,0.16177871563167046,0.1544765373650609,0.147506386500612,0.08100877459694872,0.33353178588471016
"Katsina, Nigeria",,,,,,,,,,,,,,,,,,,,,,
"Veracruz de Ignacio de la Llave, Mexico",,,,,,,,,,,,,,,,,,,,,,
"Pará, Brazil",,,,,,,,,,,,,,,,,,,,,,
"Quebec, Canada",,,,,,,,,,,,,,,,,,,,,,
"Lampung, Indonesia",,,,,,,,,,,,,,,,,,,,,,
"Ôsaka, Japan",,,,,,,,,,,,,,,,,,,,,,
"Moskovskaya oblast', Russia",,,,,,,,,,,,,,,,,,,,,,
"Yangon, Myanmar",,,,,,,,,,,,,,,,,,,,,,
"Balochistan, Pakistan",,,,,,,,,,,,,,,,,,,,,,
"Oyo, Nigeria",,,,,,,,,,,,,,,,,,,,,,
"Catalunya, Spain",,,,,,,,,,,,,,,,,,,,,,
"Ash Sharqīyah, Egypt",,,,,,,,,,,,,,,,,,,,,,
"Andalucía, Spain",,,,,,,,,,,,,,,,,,,,,,
"New South Wales, Australia",,,,,,,,,,,,,,,,,,,,,,
"Jalisco, Mexico",,,,,,,,,,,,,,,,,,,,,,
"Sumatera Selatan, Indonesia",,,,,,,,,,,,,,,,,,,,,,
"Auvergne-Rhône-Alpes, France",,,,,,,,,,,,,,,,,,,,,,
"Barishal, Bangladesh",,,,,,,,,,,,,,,,,,,,,,
"Niedersachsen, Germany",,,,,,,,,,,,,,,,,,,,,,
"Ciudad de México, Mexico",,,,,,,,,,,,,,,,,,,,,,
"Región Metropolitana de Santiago, Chile",,,,,,,,,,,,,,,,,,,,,,
"Aiti, Japan",,,,,,,,,,,,,,,,,,,,,,
"Riau, Indonesia",,,,,,,,,,,,,,,,,,,,,,
"Washington, USA",0.5310291064087487,0.5596736725932624,0.5586007627278701,0.07069933113002637,0.08981251502840282,0.07166420616383555,0.2555878735455013,0.4302963439434031,0.3141157825110956,0.20073293441751136,0.4496321342236664,0.34963493135882234,0.08895688960238246,0.4707460969141261,0.44029701348349143,0.30717838362148836,0.15260245066362313,0.1283133961734201,0.16274033654357925,0.1505332882322141,0.09863214476567499,0.3639269129044763
"Jakarta Raya, Indonesia",,,,,,,,,,,,,,,,,,,,,,
"Himāchal Pradesh, India",,,,,,,,,,,,,,,,,,,,,,
"Casablanca-Settat, Morocco",,,,,,,,,,,,,,,,,,,,,,
"Hà Nội, Vietnam",,,,,,,,,,,,,,,,,,,,,,
"Bauchi, Nigeria",,,,,,,,,,,,,,,,,,,,,,
"Al Kharţūm, Sudan",,,,,,,,,,,,,,,,,,,,,,
"Nord-Kivu, Democratic Republic of the Congo",,,,,,,,,,,,,,,,,,,,,,
"Goiás, Brazil",,,,,,,,,,,,,,,,,,,,,,
"Ad Daqahlīyah, Egypt",,,,,,,,,,,,,,,,,,,,,,
"Anambra, Nigeria",,,,,,,,,,,,,,,,,,,,,,
"Maranhão, Brazil",,,,,,,,,,,,,,,,,,,,,,
"Western Cape, South Africa",,,,,,,,,,,,,,,,,,,,,,
"Madrid, Comunidad de, Spain",,,,,,,,,,,,,,,,,,,,,,
"Haut-Katanga, Democratic Republic of the Congo",,,,,,,,,,,,,,,,,,,,,,
"Hong Kong, China",,,,,,,,,,,,,,,,,,,,,,
"Santa Catarina, Brazil",,,,,,,,,,,,,,,,,,,,,,
"Selangor, Malaysia",,,,,,,,,,,,,,,,,,,,,,
"Saitama, Japan",,,,,,,,,,,,,,,,,,,,,,
"Arizona, USA",0.5552180305364007,0.5947646894196792,0.5797469766996972,0.1212955455061009,0.15951195714869676,0.12862508220725624,0.2588663592746075,0.41967784626032145,0.321455794465071,0.2654043879829001,0.6335241504423473,0.10107146157475257,0.12614661317934664,0.6638443161202938,0.21000907070035943,0.14916663667976038,0.16201924177840513,0.17292411568620364,0.19427228326828716,0.2327326138657352,0.08888510872160842,0.34204565060477
"Ningxia Zizhiiqu, China",,,,,,,,,,,,,,,,,,,,,,
"Massachusetts, USA",0.529026659771411,0.5461420243432072,0.5395320945220903,0.0826801661415622,0.09072181443628873,0.0660736237147825,0.2554877323955333,0.4129369720155173,0.33157529558894927,0.3109132288017031,0.3326611930030672,0.3564255781952297,0.12355663978537443,0.36819854938073976,0.5082448108338858,0.5822008989692302,0.11335905613830326,0.10779519331305217,0.07774089759040148,0.07083066945491372,0.04807328453409929,0.37583157805584716
"Ashanti, Ghana",,,,,,,,,,,,,,,,,,,,,,
"Sumalē, Ethiopia",,,,,,,,,,,,,,,,,,,,,,
"Al Buḩayrah, Egypt",,,,,,,,,,,,,,,,,,,,,,
"Tennessee, USA",0.5622393087692913,0.5781086247304443,0.5676554819186692,0.09476482541930813,0.11067976608220505,0.08325036448131158,0.2754584952124856,0.4108031976968283,0.3137383070906861,0.43778882514159617,0.4755974721085429,0.08661370274986092,0.3107605247606009,0.5944405221426202,0.09479895309677878,0.28426235695333296,0.14872547131963498,0.13652776085161109,0.17352900864352616,0.1589474607664692,0.09800794146542564,0.33080243224805167
"Tigray, Ethiopia",,,,,,,,,,,,,,,,,,,,,,
"Indiana, USA",0.5620180261099542,0.5723497670801083,0.5613900225665407,0.08718911511851156,0.10332920144103776,0.0764399039905888,0.2910874740274952,0.3994991262229414,0.30941339974956344,0.5268159603490706,0.44247265224073684,0.030711387410192508,0.2589137556558043,0.6869941807165254,0.054092063627670314,0.4366680153127558,0.13603179324362022,0.09718116942040025,0.14503142986478912,0.12076679115883432,0.06432080099960037,0.3014736919168329
"Akwa Ibom, Nigeria",,,,,,,,,,,,,,,,,,,,,,
"Dar es Salaam, Tanzania",,,,,,,,,,,,,,,,,,,,,,
"Eastern Cape, South Africa",,,,,,,,,,,,,,,,,,,,,,
"Shan, Myanmar",,,,,,,,,,,,,,,,,,,,,,
"Vlaamse Gewest, Belgium",,,,,,,,,,,,,,,,,,,,,,
"Victoria, Australia",,,,,,,,,,,,,,,,,,,,,,
"Ogun, Nigeria",,,,,,,,,,,,,,,,,,,,,,
"Bāgmatī, Nepal",,,,,,,,,,,,,,,,,,,,,,
"Delta, Nigeria",,,,,,,,,,,,,,,,,,,,,,
"Basnāhira paḷāta, Sri Lanka",,,,,,,,,,,,,,,,,,,,,,
"Guanajuato, Mexico",,,,,,,,,,,,,,,,,,,,,,
"Ayeyarwady, Myanmar",,,,,,,,,,,,,,,,,,,,,,
"Al Qalyūbīyah, Egypt",,,,,,,,,,,,,,,,,,,,,,
"Qinghai Sheng, China",,,,,,,,,,,,,,,,,,,,,,
"Puebla, Mexico",,,,,,,,,,,,,,,,,,,,,,
"Al Iskandariyah, Egypt",,,,,,,,,,,,,,,,,,,,,,
"Borno, Nigeria",,,,,,,,,,,,,,,,,,,,,,
"Hessen, Germany",,,,,,,,,,,,,,,,,,,,,,
"Tiba, Japan",,,,,,,,,,,,,,,,,,,,,,
"Maryland, USA",0.5253602962615914,0.5370416786183195,0.5437705938620742,0.08254994531008805,0.09166947481929538,0.07550313643491897,0.24220419444863453,0.41541503810041985,0.34238076745094564,0.19794351334445776,0.5051240086687818,0.29693247798676026,0.07387084354356381,0.40599926228578953,0.5201298941706465,0.3918624674171123,0.1378282003349293,0.15060047395503826,0.1403969418218712,0.11200266886053814,0.06730924761051091,0.32714341970418115
"Missouri, USA",0.5810449742651216,0.5917840092157517,0.5840796003187506,0.1096088076832982,0.12033987990080726,0.09841941627597812,0.30281872723042114,0.3977629775999776,0.2994182951696014,0.5213104766124835,0.4308011853000584,0.04788833808745812,0.31078626837642825,0.6224648547527414,0.06674887687083034,0.3954140399441072,0.15227698909687562,0.11963875801883744,0.14050274670752494,0.1289664905014132,0.06320097573124146,0.32392931063741126
"Antioquia, Colombia",,,,,,,,,,,,,,,,,,,,,,
"Sagaing, Myanmar",,,,,,,,,,,,,,,,,,,,,,
"Chiapas, Mexico",,,,,,,,,,,,,,,,,,,,,,
"Kābul, Afghanistan",,,,,,,,,,,,,,,,,,,,,,
"Madhesh, Nepal",,,,,,,,,,,,,,,,,,,,,,
"Occitanie, France",,,,,,,,,,,,,,,,,,,,,,
"Nampula, Mozambique",,,,,,,,,,,,,,,,,,,,,,
"Nouvelle-Aquitaine, France",,,,,,,,,,,,,,,,,,,,,,
"Haut-Lomami, Democratic Republic of the Congo",,,,,,,,,,,,,,,,,,,,,,
"Al Minyā, Egypt",,,,,,,,,,,,,,,,,,,,,,
"Niger, Nigeria",,,,,,,,,,,,,,,,,,,,,,
"Wisconsin, USA",0.5895642776730252,0.6002529456459005,0.5780855483619661,0.10869104694765924,0.12639231825468392,0.0973669076711484,0.3227554396147047,0.3937071328629766,0.2835374275223186,0.4996897565654209,0.44159178397162074,0.05871845946295846,0.2160954951867955,0.6951586453188296,0.08874585949437484,0.44492976471093215,0.14522976855830083,0.09644228327876393,0.1370009236611704,0.12199581046453899,0.05440144932629365,0.3256485861294252
"Ankara, Turkey",,,,,,,,,,,,,,,,,,,,,,
"Hauts-de-France, France",,,,,,,,,,,,,,,,,,,,,,
"Zambézia, Mozambique",,,,,,,,,,,,,,,,,,,,,,
"Centre, Cameroon",,,,,,,,,,,,,,,,,,,,,,
"Lazio, Italy",,,,,,,,,,,,,,,,,,,,,,
"Limpopo, South Africa",,,,,,,,,,,,,,,,,,,,,,
"Jigawa, Nigeria",,,,,,,,,,,,,,,,,,,,,,
"Benue, Nigeria",,,,,,,,,,,,,,,,,,,,,,
"Colorado, USA",0.5511243185612128,0.5784663266542871,0.5622409361636712,0.09268119373750924,0.1033424883660789,0.07846638357749358,0.22465800740391972,0.4305304471600164,0.34481154543606385,0.16702455102881794,0.538818739245294,0.2941567097258881,0.08804507255502383,0.44867282726190644,0.4632821001830696,0.25275636675300067,0.17297387796136704,0.1401300765582738,0.16271912637044647,0.1688139699909807,0.10260658236593122,0.33864188653601
"Abidjan, Ivory Coast",,,,,,,,,,,,,,,,,,,,,,
"Mandalay, Myanmar",,,,,,,,,,,,,,,,,,,,,,
"Campania, Italy",,,,,,,,,,,,,,,,,,,,,,
"Minnesota, USA",0.5639234230416241,0.5810569235132271,0.566111116770093,0.09218751199495434,0.10640740054141741,0.07844804989863004,0.2755977949387391,0.4228836990246049,0.3015185060366559,0.32661457416270184,0.5372650919254333,0.13612033391186495,0.1679642556244887,0.6067845152403326,0.22525122913517873,0.3947076811926943,0.1461958540610587,0.1253906905977935,0.13205250630334528,0.1343086801580629,0.06734458768704533,0.2773809234657534
"Baghdād, Iraq",,,,,,,,,,,,,,,,,,,,,,
"Kogi, Nigeria",,,,,,,,,,,,,,,,,,,,,,
"Krasnodyarskiy kray, Russia",,,,,,,,,,,,,,,,,,,,,,
"Papua, Indonesia",,,,,,,,,,,,,,,,,,,,,,
"Ash Sharqīyah, Saudi Arabia",,,,,,,,,,,,,,,,,,,,,,
"Al Gharbīyah, Egypt",,,,,,,,,,,,,,,,,,,,,,
"Kasaï Central, Democratic Republic of the Congo",,,,,,,,,,,,,,,,,,,,,,
"Nusa Tenggara Timur, Indonesia",,,,,,,,,,,,,,,,,,,,,,
"Grand Est, France",,,,,,,,,,,,,,,,,,,,,,
"Scotland, United Kingdom",,,,,,,,,,,,,,,,,,,,,,
"Imo, Nigeria",,,,,,,,,,,,,,,,,,,,,,
"Khūzestān, Iran",,,,,,,,,,,,,,,,,,,,,,
"Ādīs Ābeba, Ethiopia",,,,,,,,,,,,,,,,,,,,,,
"Sumatera Barat, Indonesia",,,,,,,,,,,,,,,,,,,,,,
"Hokkaidô, Japan",,,,,,,,,,,,,,,,,,,,,,
"Mazowieckie, Poland",,,,,,,,,,,,,,,,,,,,,,
"Greater Accra, Ghana",,,,,,,,,,,,,,,,,,,,,,
"Hyôgo, Japan",,,,,,,,,,,,,,,,,,,,,,
"Cebu, Philippines",,,,,,,,,,,,,,,,,,,,,,
"Zinder, Niger",,,,,,,,,,,,,,,,,,,,,,
"Sūhāj, Egypt",,,,,,,,,,,,,,,,,,,,,,
"Sokoto, Nigeria",,,,,,,,,,,,,,,,,,,,,,
"Nuevo León, Mexico",,,,,,,,,,,,,,,,,,,,,,
"Queensland, Australia",,,,,,,,,,,,,,,,,,,,,,
"Sankt-Peterburg, Russia",,,,,,,,,,,,,,,,,,,,,,
"Koshi, Nepal",,,,,,,,,,,,,,,,,,,,,,
"Nairobi City, Kenya",,,,,,,,,,,,,,,,,,,,,,
"Michoacán de Ocampo, Mexico",,,,,,,,,,,,,,,,,,,,,,
"South Carolina, USA",0.583393905939171,0.6008655849581622,0.5826915403232092,0.1258326697309795,0.15437605633802817,0.12324089185118284,0.2646510475063917,0.3939304279501459,0.34141852454346244,0.3774839170836321,0.5569096974029055,0.06560638551346229,0.28604130335842654,0.615702125550318,0.09825657109125545,0.21693379807467655,0.1389838894400526,0.15439430088457975,0.18384239692771842,0.18602359243908542,0.11982202223388719,0.29670909654197675
"Sīdama, Ethiopia",,,,,,,,,,,,,,,,,,,,,,
"Analamanga, Madagascar",,,,,,,,,,,,,,,,,,,,,,
"Hukuoka, Japan",,,,,,,,,,,,,,,,,,,,,,
"Rabat-Salé-Kénitra, Morocco",,,,,,,,,,,,,,,,,,,,,,
"Nusa Tenggara Barat, Indonesia",,,,,,,,,,,,,,,,,,,,,,
"Valenciana, Comunidad, Spain",,,,,,,,,,,,,,,,,,,,,,
"Tahoua, Niger",,,,,,,,,,,,,,,,,,,,,,
"Alabama, USA",0.5829718815626154,0.5935545041369447,0.5894265670808321,0.12029722221249076,0.1298371100170272,0.11331026417571491,0.2886080073885689,0.38408384033401205,0.3273081522774191,0.5805009518056895,0.38824492047488807,0.031254127719422424,0.41064536875329394,0.5473550724656874,0.04199955878101868,0.2777032233146281,0.15782766693225941,0.1449265130422542,0.17670724183939748,0.15487800278103242,0.0879573520904284,0.3060573327987299
"Kalimantan Barat, Indonesia",,,,,,,,,,,,,,,,,,,,,,
"British Columbia, Canada",,,,,,,,,,,,,,,,,,,,,,
"Bago, Myanmar",,,,,,,,,,,,,,,,,,,,,,
"Provence-Alpes-Côte d'Azur, France",,,,,,,,,,,,,,,,,,,,,,
"Marrakech-Safi, Morocco",,,,,,,,,,,,,,,,,,,,,,
